"계정항목코드별","통화계약구분코드별","항목","단위","1971.01 월","1971.02 월","1971.03 월","1971.04 월","1971.05 월","1971.06 월","1971.07 월","1971.08 월","1971.09 월","1971.10 월","1971.11 월","1971.12 월","1972.01 월","1972.02 월","1972.03 월","1972.04 월","1972.05 월","1972.06 월","1972.07 월","1972.08 월","1972.09 월","1972.10 월","1972.11 월","1972.12 월","1973.01 월","1973.02 월","1973.03 월","1973.04 월","1973.05 월","1973.06 월","1973.07 월","1973.08 월","1973.09 월","1973.10 월","1973.11 월","1973.12 월","1974.01 월","1974.02 월","1974.03 월","1974.04 월","1974.05 월","1974.06 월","1974.07 월","1974.08 월","1974.09 월","1974.10 월","1974.11 월","1974.12 월","1975.01 월","1975.02 월","1975.03 월","1975.04 월","1975.05 월","1975.06 월","1975.07 월","1975.08 월","1975.09 월","1975.10 월","1975.11 월","1975.12 월","1976.01 월","1976.02 월","1976.03 월","1976.04 월","1976.05 월","1976.06 월","1976.07 월","1976.08 월","1976.09 월","1976.10 월","1976.11 월","1976.12 월","1977.01 월","1977.02 월","1977.03 월","1977.04 월","1977.05 월","1977.06 월","1977.07 월","1977.08 월","1977.09 월","1977.10 월","1977.11 월","1977.12 월","1978.01 월","1978.02 월","1978.03 월","1978.04 월","1978.05 월","1978.06 월","1978.07 월","1978.08 월","1978.09 월","1978.10 월","1978.11 월","1978.12 월","1979.01 월","1979.02 월","1979.03 월","1979.04 월","1979.05 월","1979.06 월","1979.07 월","1979.08 월","1979.09 월","1979.10 월","1979.11 월","1979.12 월","1980.01 월","1980.02 월","1980.03 월","1980.04 월","1980.05 월","1980.06 월","1980.07 월","1980.08 월","1980.09 월","1980.10 월","1980.11 월","1980.12 월","1981.01 월","1981.02 월","1981.03 월","1981.04 월","1981.05 월","1981.06 월","1981.07 월","1981.08 월","1981.09 월","1981.10 월","1981.11 월","1981.12 월","1982.01 월","1982.02 월","1982.03 월","1982.04 월","1982.05 월","1982.06 월","1982.07 월","1982.08 월","1982.09 월","1982.10 월","1982.11 월","1982.12 월","1983.01 월","1983.02 월","1983.03 월","1983.04 월","1983.05 월","1983.06 월","1983.07 월","1983.08 월","1983.09 월","1983.10 월","1983.11 월","1983.12 월","1984.01 월","1984.02 월","1984.03 월","1984.04 월","1984.05 월","1984.06 월","1984.07 월","1984.08 월","1984.09 월","1984.10 월","1984.11 월","1984.12 월","1985.01 월","1985.02 월","1985.03 월","1985.04 월","1985.05 월","1985.06 월","1985.07 월","1985.08 월","1985.09 월","1985.10 월","1985.11 월","1985.12 월","1986.01 월","1986.02 월","1986.03 월","1986.04 월","1986.05 월","1986.06 월","1986.07 월","1986.08 월","1986.09 월","1986.10 월","1986.11 월","1986.12 월","1987.01 월","1987.02 월","1987.03 월","1987.04 월","1987.05 월","1987.06 월","1987.07 월","1987.08 월","1987.09 월","1987.10 월","1987.11 월","1987.12 월","1988.01 월","1988.02 월","1988.03 월","1988.04 월","1988.05 월","1988.06 월","1988.07 월","1988.08 월","1988.09 월","1988.10 월","1988.11 월","1988.12 월","1989.01 월","1989.02 월","1989.03 월","1989.04 월","1989.05 월","1989.06 월","1989.07 월","1989.08 월","1989.09 월","1989.10 월","1989.11 월","1989.12 월","1990.01 월","1990.02 월","1990.03 월","1990.04 월","1990.05 월","1990.06 월","1990.07 월","1990.08 월","1990.09 월","1990.10 월","1990.11 월","1990.12 월","1991.01 월","1991.02 월","1991.03 월","1991.04 월","1991.05 월","1991.06 월","1991.07 월","1991.08 월","1991.09 월","1991.10 월","1991.11 월","1991.12 월","1992.01 월","1992.02 월","1992.03 월","1992.04 월","1992.05 월","1992.06 월","1992.07 월","1992.08 월","1992.09 월","1992.10 월","1992.11 월","1992.12 월","1993.01 월","1993.02 월","1993.03 월","1993.04 월","1993.05 월","1993.06 월","1993.07 월","1993.08 월","1993.09 월","1993.10 월","1993.11 월","1993.12 월","1994.01 월","1994.02 월","1994.03 월","1994.04 월","1994.05 월","1994.06 월","1994.07 월","1994.08 월","1994.09 월","1994.10 월","1994.11 월","1994.12 월","1995.01 월","1995.02 월","1995.03 월","1995.04 월","1995.05 월","1995.06 월","1995.07 월","1995.08 월","1995.09 월","1995.10 월","1995.11 월","1995.12 월","1996.01 월","1996.02 월","1996.03 월","1996.04 월","1996.05 월","1996.06 월","1996.07 월","1996.08 월","1996.09 월","1996.10 월","1996.11 월","1996.12 월","1997.01 월","1997.02 월","1997.03 월","1997.04 월","1997.05 월","1997.06 월","1997.07 월","1997.08 월","1997.09 월","1997.10 월","1997.11 월","1997.12 월","1998.01 월","1998.02 월","1998.03 월","1998.04 월","1998.05 월","1998.06 월","1998.07 월","1998.08 월","1998.09 월","1998.10 월","1998.11 월","1998.12 월","1999.01 월","1999.02 월","1999.03 월","1999.04 월","1999.05 월","1999.06 월","1999.07 월","1999.08 월","1999.09 월","1999.10 월","1999.11 월","1999.12 월","2000.01 월","2000.02 월","2000.03 월","2000.04 월","2000.05 월","2000.06 월","2000.07 월","2000.08 월","2000.09 월","2000.10 월","2000.11 월","2000.12 월","2001.01 월","2001.02 월","2001.03 월","2001.04 월","2001.05 월","2001.06 월","2001.07 월","2001.08 월","2001.09 월","2001.10 월","2001.11 월","2001.12 월","2002.01 월","2002.02 월","2002.03 월","2002.04 월","2002.05 월","2002.06 월","2002.07 월","2002.08 월","2002.09 월","2002.10 월","2002.11 월","2002.12 월","2003.01 월","2003.02 월","2003.03 월","2003.04 월","2003.05 월","2003.06 월","2003.07 월","2003.08 월","2003.09 월","2003.10 월","2003.11 월","2003.12 월","2004.01 월","2004.02 월","2004.03 월","2004.04 월","2004.05 월","2004.06 월","2004.07 월","2004.08 월","2004.09 월","2004.10 월","2004.11 월","2004.12 월","2005.01 월","2005.02 월","2005.03 월","2005.04 월","2005.05 월","2005.06 월","2005.07 월","2005.08 월","2005.09 월","2005.10 월","2005.11 월","2005.12 월","2006.01 월","2006.02 월","2006.03 월","2006.04 월","2006.05 월","2006.06 월","2006.07 월","2006.08 월","2006.09 월","2006.10 월","2006.11 월","2006.12 월","2007.01 월","2007.02 월","2007.03 월","2007.04 월","2007.05 월","2007.06 월","2007.07 월","2007.08 월","2007.09 월","2007.10 월","2007.11 월","2007.12 월","2008.01 월","2008.02 월","2008.03 월","2008.04 월","2008.05 월","2008.06 월","2008.07 월","2008.08 월","2008.09 월","2008.10 월","2008.11 월","2008.12 월","2009.01 월","2009.02 월","2009.03 월","2009.04 월","2009.05 월","2009.06 월","2009.07 월","2009.08 월","2009.09 월","2009.10 월","2009.11 월","2009.12 월","2010.01 월","2010.02 월","2010.03 월","2010.04 월","2010.05 월","2010.06 월","2010.07 월","2010.08 월","2010.09 월","2010.10 월","2010.11 월","2010.12 월","2011.01 월","2011.02 월","2011.03 월","2011.04 월","2011.05 월","2011.06 월","2011.07 월","2011.08 월","2011.09 월","2011.10 월","2011.11 월","2011.12 월","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월",
"유연탄","원화기준","수입물가지수(기본분류)(2015=100)","2015=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","53.17","50.25","50.25","50.25","50.25","50.25","50.25","50.25","50.25","50.25","50.25","50.25","50.25","50.25","45.14","45.14","45.14","45.14","45.14","45.14","45.14","45.14","45.14","45.14","45.14","45.14","44.45","44.45","44.45","44.45","44.45","46.52","46.52","43.71","43.23","43.23","43.55","45.41","45.41","45.41","45.41","45.41","45.41","45.41","45.41","45.41","45.24","45.24","48.29","48.29","48.29","51.93","51.93","51.93","51.93","51.93","51.93","51.93","51.93","51.93","51.93","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","51.23","55.87","56.22","56.12","54.97","55.17","55.47","55.67","55.92","55.97","56.07","53.37","53.42","53.57","53.47","53.37","51.33","51.18","51.18","51.13","50.98","50.13","50.03","49.88","49.63","49.49","49.49","49.19","48.22","47.71","47.71","50.3","50.4","54.52","54.06","54.06","54.16","55.02","55.02","54.87","54.97","54.77","55.48","57.05","57.31","57.71","58.07","58.27","58.68","59.49","60.76","59.08","60.61","60.61","60.51","60.35","60.66","61.47","62.08","65.63","89.64","114.31","111.16","107.71","92.99","91.52","92.69","89.19","79.85","83.6","84.92","81.88","76.5","73.91","73.15","76.34","68.68","67.21","66.34","65.73","67.61","65.07","65.89","64.87","62.59","62.26","62.13","61.49","60.47","61.03","58.37","58.16","58.15","58.25","59.22","60.47","63.79","66.86","65.79","67.68","74.89","73.36","73.1","73.59","72.62","73.09","77.6","76.49","76.83","78.49","78.56","78.79","78.57","75.42","70.79","68.57","69.22","69.93","71.81","70.12","64.79","63.21","63.84","66.12","64.93","63.39","61.18","60.54","60.37","59.74","59.74","60.73","61.11","65.73","64.74","64.71","82.07","95.18","93.68","106.95","107.08","106.05","106.05","100.72","97.14","97.05","95.59","97.58","127.83","126.7","127.78","131.08","129.08","130.13","132.24","131.68","129.47","121.56","119.47","115.66","113.21","111.66","113.29","108.15","109.35","108.55","108.61","106.56","105.37","106.58","106.66","101.16","99.9","99.51","99.56","98.54","100.14","99.99","98.22","98.34","99.76","102.02","102.28","106.07","106.81","112.24","111.43","110.33","112.76","122.37","143.66","150.49","148.73","152.93","149.46","145.51","124.01","106.12","98.22","105.76","112.37","115.79","112.75","119.6","121.5","156.26","125.75","149.36","159.05","169.49","180.25","186.06","183.51","178.45","166.31","166.7","169.87","169.94","179.62","182.22","204.03","198.38","198.63","196.48","206.58","207.64","208.03","213.21","209.37","201.31","200.3","193.31","182.63","183.78","185.52","177.4","173.9","170.05","148.07","136.7","134.18","142.42","142.89","145.42","150.33","151.19","152.55","142.65","139.36","138.96","133.62","133.89","132.29","131.01","131.33","129.1","121.35","117.28","116.63","115.49","114.31","114.78","118.08","119.95","116.58","113.6","108.09","110.35","104.64","102.87","104.84","98.17","93.54","93.8","89.62","89.86","90.63","87.91","88.79","86.43","81.07","85.94","85.44","85.03","80.3","81.55","111.53","130.21","147.99","166.79","165.47","165.66","161.8","163.49","156.18","139.32","136.35","131.62","133.5","135.25","140.45","149.62","153.91","147.99","144.23","145.07","154.86","149.79","145.76","150.84","153.53","156.6","156.71","147.5","148.2","145.46","151.32","152.89","141.05","139.8","139.32","127.45","118.75","110.61","108.85","113","117.82","117.9","101.62","93.39","90.79","91.01","85.49","89.89","87.34","86.1","85.6","95.82","107.27","104.24","104.06","113.37","133.13","145.13","168.72","194.68","213.49","210.04","209.63","212.59","253.36","273.5",
"유연탄","계약통화기준","수입물가지수(기본분류)(2015=100)","2015=100","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","24.96","27.71","27.75","29.14","29.14","29.14","29.14","29.14","30.57","30.57","30.57","30.57","30.57","30.57","30.57","45.04","45.97","45.97","46.22","46.22","46.22","46.22","46.22","46.22","49.45","49.45","49.45","49.45","49.45","49.45","49.45","49.45","39.79","39.79","39.79","39.79","39.79","44.09","67.16","67.16","67.39","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","73.58","75.89","75.89","75.89","75.89","75.89","75.89","75.89","75.89","75.89","75.89","75.89","75.89","75.89","71.18","73.67","73.67","73.67","73.67","73.67","73.65","75.86","75.86","75.86","75.86","75.86","75.86","75.86","75.86","78.31","78.84","78.84","78.84","78.84","78.84","78.84","78.84","78.84","78.84","98.47","98.47","98.47","98.47","98.47","98.47","98.47","98.47","98.47","98.47","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","82.2","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","79.6","76.32","76.32","76.32","76.32","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","77.16","68.36","68.36","68.36","68.36","68.36","68.36","68.36","68.36","68.36","68.36","68.36","68.36","68.36","63.43","63.43","63.43","63.43","63.43","63.43","63.43","63.43","63.43","63.43","63.43","63.43","65.97","65.97","65.97","65.97","65.97","68.98","68.98","69.91","70.29","70.29","73.53","76.93","76.93","76.93","76.93","76.93","76.93","76.93","76.93","76.93","76.87","76.87","80.44","80.44","80.44","82.71","82.71","82.71","82.71","82.71","82.71","82.71","82.71","82.71","82.71","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","80.36","78.74","78.74","78.74","78.74","78.74","78.74","78.74","75.17","75.17","75.17","75.17","75.17","72.16","72.16","72.16","72.16","72.16","71.11","71.11","71.11","71.11","71.11","71.11","71.11","71.11","71.11","71.11","75.37","75.37","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","79.93","77.24","77.24","77.24","77.24","77.24","77.24","77.24","77.24","77.24","77.24","77.24","77.24","77.24","75.22","75.22","75.22","75.22","70.74","70.74","70.74","70.74","70.74","70.74","70.74","70.74","63.93","63.93","63.93","63.93","63.93","61.99","61.99","61.99","61.99","62.06","62.06","62.06","61.43","61.43","58.83","58.83","58.83","58.83","59.22","59.22","59.22","59.22","59.22","59.22","63.7","63.7","63.7","63.7","63.7","63.7","67.16","67.16","67.16","67.16","67.16","67.16","67.16","67.16","65.24","65.24","65.24","65.24","65.24","65.24","60.43","60.43","60.43","60.43","59.55","59.55","57.77","57.77","57.77","57.77","57.77","57.77","57.77","62.56","62.56","62.56","80.41","91.17","91.17","104.16","104.16","104.16","104.16","104.16","104.16","105.38","105.38","109.21","142.55","142.55","142.55","142.55","142.55","142.55","142.55","142.55","142.55","138.84","138.84","133.72","133.72","133.72","133.72","128.33","128.33","128.33","128.33","128.33","128.33","128.33","128.33","120.91","120.91","120.91","120.91","120.91","120.91","120.91","120.91","120.91","120.91","122.06","122.06","122.06","122.06","122.06","122.06","122.06","122.06","122.06","122.06","122.06","122.06","128.09","117.88","112.22","104.19","95.05","87.8","94.33","102.31","107.09","108.16","115.83","117.44","154.64","122.43","147.99","160.41","164.28","167.54","173.7","175.35","172.36","166.93","166.89","166.89","171.06","181.12","183.03","211.63","206.39","207.09","209.06","217.06","209.21","203.04","212.17","205.74","198.11","201.05","193.6","181.34","179.53","179.49","174.94","173.27","170.46","150.83","141.73","140.5","150.76","148.28","148.78","151.11","153.5","151.53","142.71","140.7","144.11","141.24","142.06","141.17","138.75","138.22","135.94","131.01","129.02","129.02","127.69","125.72","125.25","125.57","123.51","119.02","117.63","110.95","111.83","108.37","106.29","106.29","96.81","89.43","89.26","88.01","87.95","87.17","82.48","82.24","82.02","79.67","82.72","82.31","83.8","81.45","83.03","111.76","126.39","141.14","158.69","162.96","164.6","161.06","163.81","155.83","138.47","135.96","131.15","133.04","138.01","145.86","158.16","160.75","155.69","152.32","151.99","159.8","150.45","146.62","151.8","153.11","156.48","157.38","148.24","148.9","145.07","149.56","145.7","135.3","134.13","129.95","120.02","113.09","106.83","104.39","109.44","111.29","108.96","93.52","85.71","84.62","85.6","81.23","85.99","86.04","86.95","88.14","98.45","108.81","103.93","104.82","113.81","133.88","143.07","163.96","187.7","203.52","200.22","199.69","200.77","238.41","252.57",
"유연탄","달러기준","수입물가지수(기본분류)(2015=100)","2015=100","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","24.77","27.49","27.53","28.91","28.91","28.91","28.91","28.91","30.33","30.33","30.33","30.33","30.33","30.33","30.33","44.68","45.6","45.6","45.85","45.85","45.85","45.85","45.85","45.85","49.06","49.06","49.06","49.06","49.06","49.06","49.06","49.06","39.48","39.48","39.48","39.48","39.48","43.74","66.63","66.63","66.85","67.36","67.36","67.36","67.36","67.36","67.36","67.36","67.36","67.36","73","73","73","73","73","73","73","73","73","73","73","73","73","73","73","75.29","75.29","75.29","75.29","75.29","75.29","75.29","75.29","75.29","75.29","75.29","75.29","75.29","70.61","73.09","73.09","73.09","73.09","73.09","73.06","75.26","75.26","75.26","75.26","75.26","75.26","75.26","75.26","77.69","78.22","78.22","78.22","78.22","78.22","78.22","78.22","78.22","78.22","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.92","97.92","97.92","97.92","97.92","97.92","97.92","97.92","97.92","97.92","81.55","78.98","78.98","78.98","78.98","78.98","78.98","78.98","78.98","78.98","75.72","75.72","75.72","75.72","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","76.55","67.82","67.82","67.82","67.82","67.82","67.82","67.82","67.82","67.82","67.82","67.82","67.82","67.82","62.92","62.92","62.92","62.92","62.92","62.92","62.92","62.92","62.92","62.92","62.92","62.92","65.45","65.45","65.45","65.45","65.45","68.44","68.44","69.35","69.74","69.74","72.95","76.32","76.32","76.32","76.32","76.32","76.32","76.32","76.32","76.32","76.26","76.26","79.81","79.81","79.81","82.06","82.06","82.06","82.06","82.06","82.06","82.06","82.06","82.06","82.06","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","79.73","78.11","78.11","78.11","78.11","78.11","78.11","78.11","74.57","74.57","74.57","74.57","74.57","71.59","71.59","71.59","71.59","71.59","70.55","70.55","70.55","70.55","70.55","70.55","70.55","70.55","70.55","70.55","74.78","74.78","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3","76.63","76.63","76.63","76.63","76.63","76.63","76.63","76.63","76.63","76.63","76.63","76.63","76.63","74.63","74.63","74.63","74.63","70.18","70.18","70.18","70.18","70.18","70.18","70.18","70.18","63.43","63.43","63.43","63.43","63.43","61.5","61.5","61.5","61.5","61.57","61.57","61.57","60.95","60.95","58.36","58.36","58.36","58.36","58.75","58.75","58.75","58.75","58.75","58.75","63.2","63.2","63.2","63.2","63.2","63.2","66.63","66.63","66.63","66.63","66.63","66.63","66.63","66.63","64.72","64.72","64.72","64.72","64.72","64.72","59.95","59.95","59.95","59.95","59.08","59.08","57.31","57.31","57.31","57.31","57.31","57.31","57.31","62.06","62.06","62.06","79.77","90.45","90.45","103.34","103.34","103.34","103.34","103.34","103.34","104.55","104.55","108.35","141.43","141.43","141.43","141.43","141.43","141.43","141.43","141.43","141.43","137.74","137.74","132.67","132.67","132.67","132.67","127.31","127.31","127.31","127.31","127.31","127.31","127.31","127.31","119.96","119.96","119.96","119.96","119.96","119.96","119.96","119.96","119.96","119.96","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","121.1","127.08","116.95","111.33","103.37","94.3","87.11","93.59","101.5","106.24","107.3","114.91","116.51","146.15","115.7","147.99","160.38","164.29","167.5","173.72","175.33","172.34","166.93","166.89","166.89","171.06","181.12","183.03","211.63","206.39","207.09","209.06","217.06","209.21","203.04","212.17","205.74","198.11","201.05","193.6","181.34","179.53","179.49","174.94","173.27","170.46","150.83","141.73","140.5","150.76","148.28","148.78","151.11","153.5","151.53","142.71","140.7","144.11","141.24","142.06","141.17","138.75","138.22","135.94","131.01","129.02","129.02","127.69","125.72","125.25","125.57","123.51","119.02","117.63","110.95","111.83","108.37","106.29","106.29","96.81","89.43","89.26","88.01","87.95","87.17","82.48","82.24","82.02","79.67","82.72","82.31","83.8","81.45","83.03","111.76","126.39","141.14","158.69","162.96","164.6","161.06","163.81","155.83","138.47","135.96","131.15","133.04","138.01","145.86","158.16","160.75","155.69","152.32","151.99","159.8","150.45","146.62","151.8","153.11","156.48","157.38","148.24","148.9","145.07","149.56","145.7","135.3","134.13","129.95","120.02","113.09","106.83","104.39","109.44","111.29","108.96","93.52","85.71","84.62","85.6","81.23","85.99","86.04","86.95","88.14","98.45","108.81","103.93","104.82","113.81","133.88","143.07","163.96","187.7","203.52","200.22","199.69","200.77","238.41","252.57",
"원유","원화기준","수입물가지수(기본분류)(2015=100)","2015=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.14","41.35","41.91","41.91","42.89","42.89","43.1","43.36","43.36","43.36","43.7","43.7","41.14","37.55","27.34","22.26","21.74","20.55","17.09","14.44","18.67","20.21","20.16","20.38","21.92","26.44","26.44","25.76","25.76","25.12","25.03","24.99","25.03","25.08","24.82","23.92","23.71","22.43","21.36","20.16","20.33","20.29","19.65","18.5","18.5","14.82","13.5","14.57","15.93","18.5","18.8","19.4","20.85","20.89","20.42","19.87","19.57","19.74","20.59","20.76","21.73","22.78","22.25","21.42","20.31","19.24","18.14","19.27","30.8","38.98","42.18","37.41","32.27","26.55","20.94","21.57","21.05","20.81","21.34","22.15","22.94","23.98","25.71","25.98","23.01","22.46","21.91","22.12","22.86","24.67","26.58","26.32","25.4","25.66","25.3","24.14","23.09","22.02","22.88","23.15","23.98","23.22","22.62","21.28","21.36","21.52","21.15","19.9","17.9","18.74","18.51","17.9","19.58","21.21","22.36","24.04","22.94","22.15","21.81","22.52","22.05","22.69","23.14","22.89","23.8","23.6","22.18","20.63","21.12","21.38","20.63","22.07","23.42","21.83","22.85","24.36","23.65","24.05","25.55","26.26","29.5","31.03","30.94","31.63","33.03","30.37","27.75","27.11","28.06","28.17","26.66","27.59","27.86","30.17","31.68","39.22","41.61","36.73","30.79","29.88","30.63","29.19","27.44","27.33","28.9","31.03","27.26","21.94","21.38","20.67","23.67","29.86","32.43","31.08","34.32","39.35","43.39","46.05","46.25","48.16","47.41","49.67","49.71","43.88","50.59","54.16","51.65","53.43","59.04","59.33","60.2","47.88","50.93","53.59","52.47","56.24","58.53","58.02","54.02","55","52.74","45.3","39.66","40.51","42.82","44.14","53.4","56.91","55.03","51.3","51.36","53.23","56.77","57.37","49.37","54.95","58.85","63.45","59.78","51.46","51.66","53.92","55.71","57.41","52.33","56.08","57.53","58.95","60.16","58.55","63.02","63.32","71.42","68.1","70.63","78.08","72.5","77.85","68.79","64.1","70","72.42","81.97","84.34","80.46","91.02","96.36","102.16","103.72","99.77","94.68","96.2","101.54","98.59","99.84","108.3","108.3","109.79","115.72","116.5","100.84","95.13","93.5","95.41","84.99","91.6","97.45","104.46","105.14","107.12","112.44","110.51","119.5","123.95","139.22","139.9","144.72","149.38","166.57","179.13","216.7","230.39","234.99","206.07","190.32","157.57","121.59","97.96","104.19","108.21","116.85","117.5","127.55","152.97","143.73","154.73","144.71","150.48","158.21","153.89","152.97","149.12","154.2","163.28","156.36","156.97","153.13","153.13","153.59","157.74","164.67","178.52","181.2","196.19","213.33","220.65","205.3","203.51","204.05","197.62","207.62","210.29","214.94","213.33","220.6","228.8","241.4","232.93","216.51","192.34","198.29","215.04","218.66","210.73","203.86","200.15","200.93","210.95","203.29","199.35","194.88","198.86","203.91","209.15","205.67","197.86","196.34","198.88","193.53","196.52","195.29","190.99","189.18","192.26","189.16","182.66","174.48","160.86","147.51","116.23","87.09","106.9","106.33","109.8","120.17","118.24","111.09","98.4","94.76","91.94","83.77","71.53","56.4","61.41","73.16","78.18","90.6","94.69","85.02","84.77","83.85","96.29","89.11","107.59","111.23","108.82","101.52","103.51","99.73","91.76","94.29","99.23","106.11","109.82","117.44","116.89","123.39","118.32","117.51","127.38","139.95","140.56","143.46","142.01","151.22","156.87","129.29","112.47","115.86","126.69","132.26","141.43","143.46","126.91","129.96","124.92","127.92","122.88","126.46","133.37","130.86","113.12","71.87","43.65","65.42","86.26","90.72","91.25","85.5","81.36","84.73","95.37","105.13","118.28","127.35","123.07","130.21","140.28","145.78","140.91","148.42","168.67","165.97","151.42","174.15","193.39","236.67",
