월(Monthly),구분1,구분2,LEVEL1,LEVEL2,값,증감,증감율,구성비,누계,누계구성비
2014-01,수도권,소계,순계,분양,2292,2292,2292,0,0,0
2014-01,수도권,소계,순계,임대,309,309,309,0,0,0
2014-01,수도권,소계,순계,조합,916,916,916,0,0,0
2014-01,수도권,소계,누계,합계,3517,3517,3517,0,0,0
2014-01,수도권,소계,누계,분양,2292,2292,2292,0,0,0
2014-01,수도권,소계,누계,임대,309,309,309,0,0,0
2014-01,수도권,소계,누계,조합,916,916,916,0,0,0
2014-01,수도권,서울,순계,합계,2683,2683,2683,0,0,0
2014-01,수도권,서울,순계,분양,1648,1648,1648,0,0,0
2014-01,수도권,서울,순계,임대,309,309,309,0,0,0
2014-01,수도권,서울,순계,조합,726,726,726,0,0,0
2014-01,수도권,서울,누계,합계,2683,2683,2683,0,0,0
2014-01,수도권,서울,누계,분양,1648,1648,1648,0,0,0
2014-01,수도권,서울,누계,임대,309,309,309,0,0,0
2014-01,수도권,서울,누계,조합,726,726,726,0,0,0
2014-01,수도권,인천,순계,합계,0,0,0,0,0,0
2014-01,수도권,인천,순계,분양,0,0,0,0,0,0
2014-01,수도권,인천,순계,임대,0,0,0,0,0,0
2014-01,수도권,인천,순계,조합,0,0,0,0,0,0
2014-01,수도권,인천,누계,합계,0,0,0,0,0,0
2014-01,수도권,인천,누계,분양,0,0,0,0,0,0
2014-01,수도권,인천,누계,임대,0,0,0,0,0,0
2014-01,수도권,인천,누계,조합,0,0,0,0,0,0
2014-01,수도권,경기,순계,합계,834,834,834,0,0,0
2014-01,수도권,경기,순계,분양,644,644,644,0,0,0
2014-01,수도권,경기,순계,임대,0,0,0,0,0,0
2014-01,수도권,경기,순계,조합,190,190,190,0,0,0
2014-01,수도권,경기,누계,합계,834,834,834,0,0,0
2014-01,수도권,경기,누계,분양,644,644,644,0,0,0
2014-01,수도권,경기,누계,임대,0,0,0,0,0,0
2014-01,수도권,경기,누계,조합,190,190,190,0,0,0
2014-01,지방,소계,순계,합계,2346,2346,2346,0,0,0
2014-01,지방,소계,순계,분양,2110,2110,2110,0,0,0
2014-01,지방,소계,순계,임대,236,236,236,0,0,0
2014-01,지방,소계,순계,조합,0,0,0,0,0,0
2014-01,지방,소계,누계,합계,2346,2346,2346,0,0,0
2014-01,지방,소계,누계,분양,2110,2110,2110,0,0,0
2014-01,지방,소계,누계,임대,236,236,236,0,0,0
2014-01,지방,소계,누계,조합,0,0,0,0,0,0
2014-01,지방,부산,순계,합계,100,100,100,0,0,0
2014-01,지방,부산,순계,분양,100,100,100,0,0,0
2014-01,지방,부산,순계,임대,0,0,0,0,0,0
2014-01,지방,부산,순계,조합,0,0,0,0,0,0
2014-01,지방,부산,누계,합계,100,100,100,0,0,0
2014-01,지방,부산,누계,분양,100,100,100,0,0,0
2014-01,지방,부산,누계,임대,0,0,0,0,0,0
2014-01,지방,부산,누계,조합,0,0,0,0,0,0
2014-01,지방,대구,순계,합계,996,996,996,0,0,0
2014-01,지방,대구,순계,분양,996,996,996,0,0,0
2014-01,지방,대구,순계,임대,0,0,0,0,0,0
2014-01,지방,대구,순계,조합,0,0,0,0,0,0
2014-01,지방,대구,누계,합계,996,996,996,0,0,0
2014-01,지방,대구,누계,분양,996,996,996,0,0,0
2014-01,지방,대구,누계,임대,0,0,0,0,0,0
2014-01,지방,대구,누계,조합,0,0,0,0,0,0
2014-01,지방,광주,순계,합계,96,96,96,0,0,0
2014-01,지방,광주,순계,분양,96,96,96,0,0,0
2014-01,지방,광주,순계,임대,0,0,0,0,0,0
2014-01,지방,광주,순계,조합,0,0,0,0,0,0
2014-01,지방,광주,누계,합계,96,96,96,0,0,0
2014-01,지방,광주,누계,분양,96,96,96,0,0,0
2014-01,지방,광주,누계,임대,0,0,0,0,0,0
2014-01,지방,광주,누계,조합,0,0,0,0,0,0
2014-01,지방,대전,순계,합계,0,0,0,0,0,0
2014-01,지방,대전,순계,분양,0,0,0,0,0,0
2014-01,지방,대전,순계,임대,0,0,0,0,0,0
2014-01,지방,대전,순계,조합,0,0,0,0,0,0
2014-01,지방,대전,누계,합계,0,0,0,0,0,0
2014-01,지방,대전,누계,분양,0,0,0,0,0,0
2014-01,지방,대전,누계,임대,0,0,0,0,0,0
2014-01,지방,대전,누계,조합,0,0,0,0,0,0
2014-01,지방,울산,순계,합계,0,0,0,0,0,0
2014-01,지방,울산,순계,분양,0,0,0,0,0,0
2014-01,지방,울산,순계,임대,0,0,0,0,0,0
2014-01,지방,울산,순계,조합,0,0,0,0,0,0
2014-01,지방,울산,누계,합계,0,0,0,0,0,0
2014-01,지방,울산,누계,분양,0,0,0,0,0,0
2014-01,지방,울산,누계,임대,0,0,0,0,0,0
2014-01,지방,울산,누계,조합,0,0,0,0,0,0
2014-01,지방,세종,순계,합계,150,150,150,0,0,0
2014-01,지방,세종,순계,분양,150,150,150,0,0,0
2014-01,지방,세종,순계,임대,0,0,0,0,0,0
2014-01,지방,세종,순계,조합,0,0,0,0,0,0
2014-01,지방,세종,누계,합계,150,150,150,0,0,0
2014-01,지방,세종,누계,분양,150,150,150,0,0,0
2014-01,지방,세종,누계,임대,0,0,0,0,0,0
2014-01,지방,세종,누계,조합,0,0,0,0,0,0
2014-01,지방,강원,순계,합계,134,134,134,0,0,0
2014-01,지방,강원,순계,분양,54,54,54,0,0,0
2014-01,지방,강원,순계,임대,80,80,80,0,0,0
2014-01,지방,강원,순계,조합,0,0,0,0,0,0
2014-01,지방,강원,누계,합계,134,134,134,0,0,0
2014-01,지방,강원,누계,분양,54,54,54,0,0,0
2014-01,지방,강원,누계,임대,80,80,80,0,0,0
2014-01,지방,강원,누계,조합,0,0,0,0,0,0
2014-01,지방,충북,순계,합계,114,114,114,0,0,0
2014-01,지방,충북,순계,분양,114,114,114,0,0,0
2014-01,지방,충북,순계,임대,0,0,0,0,0,0
2014-01,지방,충북,순계,조합,0,0,0,0,0,0
2014-01,지방,충북,누계,합계,114,114,114,0,0,0
2014-01,지방,충북,누계,분양,114,114,114,0,0,0
2014-01,지방,충북,누계,임대,0,0,0,0,0,0
2014-01,지방,충북,누계,조합,0,0,0,0,0,0
2014-01,지방,충남,순계,합계,0,0,0,0,0,0
2014-01,지방,충남,순계,분양,0,0,0,0,0,0
2014-01,지방,충남,순계,임대,0,0,0,0,0,0
2014-01,지방,충남,순계,조합,0,0,0,0,0,0
2014-01,지방,충남,누계,합계,0,0,0,0,0,0
2014-01,지방,충남,누계,분양,0,0,0,0,0,0
2014-01,지방,충남,누계,임대,0,0,0,0,0,0
2014-01,지방,충남,누계,조합,0,0,0,0,0,0
2014-01,지방,전북,순계,합계,132,132,132,0,0,0
2014-01,지방,전북,순계,분양,132,132,132,0,0,0
2014-01,지방,전북,순계,임대,0,0,0,0,0,0
2014-01,지방,전북,순계,조합,0,0,0,0,0,0
2014-01,지방,전북,누계,합계,132,132,132,0,0,0
2014-01,지방,전북,누계,분양,132,132,132,0,0,0
2014-01,지방,전북,누계,임대,0,0,0,0,0,0
2014-01,지방,전북,누계,조합,0,0,0,0,0,0
2014-01,지방,전남,순계,합계,0,0,0,0,0,0
2014-01,지방,전남,순계,분양,0,0,0,0,0,0
2014-01,지방,전남,순계,임대,0,0,0,0,0,0
2014-01,지방,전남,순계,조합,0,0,0,0,0,0
2014-01,지방,전남,누계,합계,0,0,0,0,0,0
2014-01,지방,전남,누계,분양,0,0,0,0,0,0
2014-01,지방,전남,누계,임대,0,0,0,0,0,0
2014-01,지방,전남,누계,조합,0,0,0,0,0,0
2014-01,지방,경북,순계,합계,0,0,0,0,0,0
2014-01,지방,경북,순계,분양,0,0,0,0,0,0
2014-01,지방,경북,순계,임대,0,0,0,0,0,0
2014-01,지방,경북,순계,조합,0,0,0,0,0,0
2014-01,지방,경북,누계,합계,0,0,0,0,0,0
2014-01,지방,경북,누계,분양,0,0,0,0,0,0
2014-01,지방,경북,누계,임대,0,0,0,0,0,0
2014-01,지방,경북,누계,조합,0,0,0,0,0,0
2014-01,지방,경남,순계,합계,624,624,624,0,0,0
2014-01,지방,경남,순계,분양,468,468,468,0,0,0
2014-01,지방,경남,순계,임대,156,156,156,0,0,0
2014-01,지방,경남,순계,조합,0,0,0,0,0,0
2014-01,지방,경남,누계,합계,624,624,624,0,0,0
2014-01,지방,경남,누계,분양,468,468,468,0,0,0
2014-01,지방,경남,누계,임대,156,156,156,0,0,0
2014-01,지방,경남,누계,조합,0,0,0,0,0,0
2014-01,지방,제주,순계,합계,0,0,0,0,0,0
2014-01,지방,제주,순계,분양,0,0,0,0,0,0
2014-01,지방,제주,순계,임대,0,0,0,0,0,0
2014-01,지방,제주,순계,조합,0,0,0,0,0,0
2014-01,지방,제주,누계,합계,0,0,0,0,0,0
2014-01,지방,제주,누계,분양,0,0,0,0,0,0
2014-01,지방,제주,누계,임대,0,0,0,0,0,0
2014-01,지방,제주,누계,조합,0,0,0,0,0,0
2014-02,합계,합계,순계,합계,11031,11031,11031,0,0,0
2014-02,합계,합계,순계,분양,10157,10157,10157,0,0,0
2014-02,합계,합계,순계,임대,783,783,783,0,0,0
2014-02,합계,합계,순계,조합,91,91,91,0,0,0
2014-02,합계,합계,누계,합계,16894,16894,16894,0,0,0
2014-02,합계,합계,누계,분양,14559,14559,14559,0,0,0
2014-02,합계,합계,누계,임대,1328,1328,1328,0,0,0
2014-02,합계,합계,누계,조합,1007,1007,1007,0,0,0
2014-02,수도권,소계,순계,합계,3578,3578,3578,0,0,0
2014-02,수도권,소계,순계,분양,3486,3486,3486,0,0,0
2014-02,수도권,소계,순계,임대,92,92,92,0,0,0
2014-02,수도권,소계,순계,조합,0,0,0,0,0,0
2014-02,수도권,소계,누계,합계,7095,7095,7095,0,0,0
2014-02,수도권,소계,누계,분양,5778,5778,5778,0,0,0
2014-02,수도권,소계,누계,임대,401,401,401,0,0,0
2014-02,수도권,소계,누계,조합,916,916,916,0,0,0
2014-02,수도권,서울,순계,합계,1431,1431,1431,0,0,0
2014-02,수도권,서울,순계,분양,1339,1339,1339,0,0,0
2014-02,수도권,서울,순계,임대,92,92,92,0,0,0
2014-02,수도권,서울,순계,조합,0,0,0,0,0,0
2014-02,수도권,서울,누계,합계,4114,4114,4114,0,0,0
2014-02,수도권,서울,누계,분양,2987,2987,2987,0,0,0
2014-02,수도권,서울,누계,임대,401,401,401,0,0,0
2014-02,수도권,서울,누계,조합,726,726,726,0,0,0
2014-02,수도권,인천,순계,합계,240,240,240,0,0,0
2014-02,수도권,인천,순계,분양,240,240,240,0,0,0
2014-02,수도권,인천,순계,임대,0,0,0,0,0,0
2014-02,수도권,인천,순계,조합,0,0,0,0,0,0
2014-02,수도권,인천,누계,합계,240,240,240,0,0,0
2014-02,수도권,인천,누계,분양,240,240,240,0,0,0
2014-02,수도권,인천,누계,임대,0,0,0,0,0,0
2014-02,수도권,인천,누계,조합,0,0,0,0,0,0
2014-02,수도권,경기,순계,합계,1907,1907,1907,0,0,0
2014-02,수도권,경기,순계,분양,1907,1907,1907,0,0,0
2014-02,수도권,경기,순계,임대,0,0,0,0,0,0
2014-02,수도권,경기,순계,조합,0,0,0,0,0,0
2014-02,수도권,경기,누계,합계,2741,2741,2741,0,0,0
2014-02,수도권,경기,누계,분양,2551,2551,2551,0,0,0
2014-02,수도권,경기,누계,임대,0,0,0,0,0,0
2014-02,수도권,경기,누계,조합,190,190,190,0,0,0
2014-02,지방,소계,순계,합계,7453,7453,7453,0,0,0
2014-02,지방,소계,순계,분양,6671,6671,6671,0,0,0
2014-02,지방,소계,순계,임대,691,691,691,0,0,0
2014-02,지방,소계,순계,조합,91,91,91,0,0,0
2014-02,지방,소계,누계,합계,9799,9799,9799,0,0,0
2014-02,지방,소계,누계,분양,8781,8781,8781,0,0,0
2014-02,지방,소계,누계,임대,927,927,927,0,0,0
2014-02,지방,소계,누계,조합,91,91,91,0,0,0
2014-02,지방,부산,순계,합계,3027,3027,3027,0,0,0
2014-02,지방,부산,순계,분양,3027,3027,3027,0,0,0
2014-02,지방,부산,순계,임대,0,0,0,0,0,0
2014-02,지방,부산,순계,조합,0,0,0,0,0,0
2014-02,지방,부산,누계,합계,3127,3127,3127,0,0,0
2014-02,지방,부산,누계,분양,3127,3127,3127,0,0,0
2014-02,지방,부산,누계,임대,0,0,0,0,0,0
2014-02,지방,부산,누계,조합,0,0,0,0,0,0
2014-02,지방,대구,순계,합계,1146,1146,1146,0,0,0
2014-02,지방,대구,순계,분양,1055,1055,1055,0,0,0
2014-02,지방,대구,순계,임대,0,0,0,0,0,0
2014-02,지방,대구,순계,조합,91,91,91,0,0,0
2014-02,지방,대구,누계,합계,2142,2142,2142,0,0,0
2014-02,지방,대구,누계,분양,2051,2051,2051,0,0,0
2014-02,지방,대구,누계,임대,0,0,0,0,0,0
2014-02,지방,대구,누계,조합,91,91,91,0,0,0
2014-02,지방,광주,순계,합계,0,0,0,0,0,0
2014-02,지방,광주,순계,분양,0,0,0,0,0,0
2014-02,지방,광주,순계,임대,0,0,0,0,0,0
2014-02,지방,광주,순계,조합,0,0,0,0,0,0
2014-02,지방,광주,누계,합계,96,96,96,0,0,0
2014-02,지방,광주,누계,분양,96,96,96,0,0,0
2014-02,지방,광주,누계,임대,0,0,0,0,0,0
2014-02,지방,광주,누계,조합,0,0,0,0,0,0
2014-02,지방,대전,순계,합계,56,56,56,0,0,0
2014-02,지방,대전,순계,분양,56,56,56,0,0,0
2014-02,지방,대전,순계,임대,0,0,0,0,0,0
2014-02,지방,대전,순계,조합,0,0,0,0,0,0
2014-02,지방,대전,누계,합계,56,56,56,0,0,0
2014-02,지방,대전,누계,분양,56,56,56,0,0,0
2014-02,지방,대전,누계,임대,0,0,0,0,0,0
2014-02,지방,대전,누계,조합,0,0,0,0,0,0
2014-02,지방,울산,순계,합계,0,0,0,0,0,0
2014-02,지방,울산,순계,분양,0,0,0,0,0,0
2014-02,지방,울산,순계,임대,0,0,0,0,0,0
2014-02,지방,울산,순계,조합,0,0,0,0,0,0
2014-02,지방,울산,누계,합계,0,0,0,0,0,0
2014-02,지방,울산,누계,분양,0,0,0,0,0,0
2014-02,지방,울산,누계,임대,0,0,0,0,0,0
2014-02,지방,울산,누계,조합,0,0,0,0,0,0
2014-02,지방,세종,순계,합계,337,337,337,0,0,0
2014-02,지방,세종,순계,분양,337,337,337,0,0,0
2014-02,지방,세종,순계,임대,0,0,0,0,0,0
2014-02,지방,세종,순계,조합,0,0,0,0,0,0
2014-02,지방,세종,누계,합계,487,487,487,0,0,0
2014-02,지방,세종,누계,분양,487,487,487,0,0,0
2014-02,지방,세종,누계,임대,0,0,0,0,0,0
2014-02,지방,세종,누계,조합,0,0,0,0,0,0
2014-02,지방,강원,순계,합계,0,0,0,0,0,0
2014-02,지방,강원,순계,분양,0,0,0,0,0,0
2014-02,지방,강원,순계,임대,0,0,0,0,0,0
2014-02,지방,강원,순계,조합,0,0,0,0,0,0
2014-02,지방,강원,누계,합계,134,134,134,0,0,0
2014-02,지방,강원,누계,분양,54,54,54,0,0,0
2014-02,지방,강원,누계,임대,80,80,80,0,0,0
2014-02,지방,강원,누계,조합,0,0,0,0,0,0
2014-02,지방,충북,순계,합계,1130,1130,1130,0,0,0
2014-02,지방,충북,순계,분양,439,439,439,0,0,0
2014-02,지방,충북,순계,임대,691,691,691,0,0,0
2014-02,지방,충북,순계,조합,0,0,0,0,0,0
2014-02,지방,충북,누계,합계,1244,1244,1244,0,0,0
2014-02,지방,충북,누계,분양,553,553,553,0,0,0
2014-02,지방,충북,누계,임대,691,691,691,0,0,0
2014-02,지방,충북,누계,조합,0,0,0,0,0,0
2014-02,지방,충남,순계,합계,0,0,0,0,0,0
2014-02,지방,충남,순계,분양,0,0,0,0,0,0
2014-02,지방,충남,순계,임대,0,0,0,0,0,0
2014-02,지방,충남,순계,조합,0,0,0,0,0,0
2014-02,지방,충남,누계,합계,0,0,0,0,0,0
2014-02,지방,충남,누계,분양,0,0,0,0,0,0
2014-02,지방,충남,누계,임대,0,0,0,0,0,0
2014-02,지방,충남,누계,조합,0,0,0,0,0,0
2014-02,지방,전북,순계,합계,0,0,0,0,0,0
2014-02,지방,전북,순계,분양,0,0,0,0,0,0
2014-02,지방,전북,순계,임대,0,0,0,0,0,0
2014-02,지방,전북,순계,조합,0,0,0,0,0,0
2014-02,지방,전북,누계,합계,132,132,132,0,0,0
2014-02,지방,전북,누계,분양,132,132,132,0,0,0
2014-02,지방,전북,누계,임대,0,0,0,0,0,0
2014-02,지방,전북,누계,조합,0,0,0,0,0,0
2014-02,지방,전남,순계,합계,0,0,0,0,0,0
2014-02,지방,전남,순계,분양,0,0,0,0,0,0
2014-02,지방,전남,순계,임대,0,0,0,0,0,0
2014-02,지방,전남,순계,조합,0,0,0,0,0,0
2014-02,지방,전남,누계,합계,0,0,0,0,0,0
2014-02,지방,전남,누계,분양,0,0,0,0,0,0
2014-02,지방,전남,누계,임대,0,0,0,0,0,0
2014-02,지방,전남,누계,조합,0,0,0,0,0,0
2014-02,지방,경북,순계,합계,852,852,852,0,0,0
2014-02,지방,경북,순계,분양,852,852,852,0,0,0
2014-02,지방,경북,순계,임대,0,0,0,0,0,0
2014-02,지방,경북,순계,조합,0,0,0,0,0,0
2014-02,지방,경북,누계,합계,852,852,852,0,0,0
2014-02,지방,경북,누계,분양,852,852,852,0,0,0
2014-02,지방,경북,누계,임대,0,0,0,0,0,0
2014-02,지방,경북,누계,조합,0,0,0,0,0,0
2014-02,지방,경남,순계,합계,905,905,905,0,0,0
2014-02,지방,경남,순계,분양,905,905,905,0,0,0
2014-02,지방,경남,순계,임대,0,0,0,0,0,0
2014-02,지방,경남,순계,조합,0,0,0,0,0,0
2014-02,지방,경남,누계,합계,1529,1529,1529,0,0,0
2014-02,지방,경남,누계,분양,1373,1373,1373,0,0,0
2014-02,지방,경남,누계,임대,156,156,156,0,0,0
2014-02,지방,경남,누계,조합,0,0,0,0,0,0
2014-02,지방,제주,순계,합계,0,0,0,0,0,0
2014-02,지방,제주,순계,분양,0,0,0,0,0,0
2014-02,지방,제주,순계,임대,0,0,0,0,0,0
2014-02,지방,제주,순계,조합,0,0,0,0,0,0
2014-02,지방,제주,누계,합계,0,0,0,0,0,0
2014-02,지방,제주,누계,분양,0,0,0,0,0,0
2014-02,지방,제주,누계,임대,0,0,0,0,0,0
2014-02,지방,제주,누계,조합,0,0,0,0,0,0
2014-03,합계,합계,순계,합계,23902,23902,23902,0,0,0
2014-03,합계,합계,순계,분양,16226,16226,16226,0,0,0
2014-03,합계,합계,순계,임대,6945,6945,6945,0,0,0
2014-03,합계,합계,순계,조합,731,731,731,0,0,0
2014-03,합계,합계,누계,합계,40796,40796,40796,0,0,0
2014-03,합계,합계,누계,분양,30785,30785,30785,0,0,0
2014-03,합계,합계,누계,임대,8273,8273,8273,0,0,0
2014-03,합계,합계,누계,조합,1738,1738,1738,0,0,0
2014-03,수도권,소계,순계,합계,4913,4913,4913,0,0,0
2014-03,수도권,소계,순계,분양,2692,2692,2692,0,0,0
2014-03,수도권,소계,순계,임대,1937,1937,1937,0,0,0
2014-03,수도권,소계,순계,조합,284,284,284,0,0,0
2014-03,수도권,소계,누계,합계,12008,12008,12008,0,0,0
2014-03,수도권,소계,누계,분양,8470,8470,8470,0,0,0
2014-03,수도권,소계,누계,임대,2338,2338,2338,0,0,0
2014-03,수도권,소계,누계,조합,1200,1200,1200,0,0,0
2014-03,수도권,서울,순계,합계,1873,1873,1873,0,0,0
2014-03,수도권,서울,순계,분양,1482,1482,1482,0,0,0
2014-03,수도권,서울,순계,임대,107,107,107,0,0,0
2014-03,수도권,서울,순계,조합,284,284,284,0,0,0
2014-03,수도권,서울,누계,합계,5987,5987,5987,0,0,0
2014-03,수도권,서울,누계,분양,4469,4469,4469,0,0,0
2014-03,수도권,서울,누계,임대,508,508,508,0,0,0
2014-03,수도권,서울,누계,조합,1010,1010,1010,0,0,0
2014-03,수도권,인천,순계,합계,0,0,0,0,0,0
2014-03,수도권,인천,순계,분양,0,0,0,0,0,0
2014-03,수도권,인천,순계,임대,0,0,0,0,0,0
2014-03,수도권,인천,순계,조합,0,0,0,0,0,0
2014-03,수도권,인천,누계,합계,240,240,240,0,0,0
2014-03,수도권,인천,누계,분양,240,240,240,0,0,0
2014-03,수도권,인천,누계,임대,0,0,0,0,0,0
2014-03,수도권,인천,누계,조합,0,0,0,0,0,0
2014-03,수도권,경기,순계,합계,3040,3040,3040,0,0,0
2014-03,수도권,경기,순계,분양,1210,1210,1210,0,0,0
2014-03,수도권,경기,순계,임대,1830,1830,1830,0,0,0
2014-03,수도권,경기,순계,조합,0,0,0,0,0,0
2014-03,수도권,경기,누계,합계,5781,5781,5781,0,0,0
2014-03,수도권,경기,누계,분양,3761,3761,3761,0,0,0
2014-03,수도권,경기,누계,임대,1830,1830,1830,0,0,0
2014-03,수도권,경기,누계,조합,190,190,190,0,0,0
2014-03,지방,소계,순계,합계,18989,18989,18989,0,0,0
2014-03,지방,소계,순계,분양,13534,13534,13534,0,0,0
2014-03,지방,소계,순계,임대,5008,5008,5008,0,0,0
2014-03,지방,소계,순계,조합,447,447,447,0,0,0
2014-03,지방,소계,누계,합계,28788,28788,28788,0,0,0
2014-03,지방,소계,누계,분양,22315,22315,22315,0,0,0
2014-03,지방,소계,누계,임대,5935,5935,5935,0,0,0
2014-03,지방,소계,누계,조합,538,538,538,0,0,0
2014-03,지방,부산,순계,합계,3688,3688,3688,0,0,0
2014-03,지방,부산,순계,분양,2364,2364,2364,0,0,0
2014-03,지방,부산,순계,임대,1324,1324,1324,0,0,0
2014-03,지방,부산,순계,조합,0,0,0,0,0,0
2014-03,지방,부산,누계,합계,6815,6815,6815,0,0,0
2014-03,지방,부산,누계,분양,5491,5491,5491,0,0,0
2014-03,지방,부산,누계,임대,1324,1324,1324,0,0,0
2014-03,지방,부산,누계,조합,0,0,0,0,0,0
2014-03,지방,대구,순계,합계,2714,2714,2714,0,0,0
2014-03,지방,대구,순계,분양,2627,2627,2627,0,0,0
2014-03,지방,대구,순계,임대,0,0,0,0,0,0
2014-03,지방,대구,순계,조합,87,87,87,0,0,0
2014-03,지방,대구,누계,합계,4856,4856,4856,0,0,0
2014-03,지방,대구,누계,분양,4678,4678,4678,0,0,0
2014-03,지방,대구,누계,임대,0,0,0,0,0,0
2014-03,지방,대구,누계,조합,178,178,178,0,0,0
2014-03,지방,광주,순계,합계,2266,2266,2266,0,0,0
2014-03,지방,광주,순계,분양,2222,2222,2222,0,0,0
2014-03,지방,광주,순계,임대,44,44,44,0,0,0
2014-03,지방,광주,순계,조합,0,0,0,0,0,0
2014-03,지방,광주,누계,합계,2362,2362,2362,0,0,0
2014-03,지방,광주,누계,분양,2318,2318,2318,0,0,0
2014-03,지방,광주,누계,임대,44,44,44,0,0,0
2014-03,지방,광주,누계,조합,0,0,0,0,0,0
2014-03,지방,대전,순계,합계,542,542,542,0,0,0
2014-03,지방,대전,순계,분양,0,0,0,0,0,0
2014-03,지방,대전,순계,임대,542,542,542,0,0,0
2014-03,지방,대전,순계,조합,0,0,0,0,0,0
2014-03,지방,대전,누계,합계,598,598,598,0,0,0
2014-03,지방,대전,누계,분양,56,56,56,0,0,0
2014-03,지방,대전,누계,임대,542,542,542,0,0,0
2014-03,지방,대전,누계,조합,0,0,0,0,0,0
2014-03,지방,울산,순계,합계,298,298,298,0,0,0
2014-03,지방,울산,순계,분양,298,298,298,0,0,0
2014-03,지방,울산,순계,임대,0,0,0,0,0,0
2014-03,지방,울산,순계,조합,0,0,0,0,0,0
2014-03,지방,울산,누계,합계,298,298,298,0,0,0
2014-03,지방,울산,누계,분양,298,298,298,0,0,0
2014-03,지방,울산,누계,임대,0,0,0,0,0,0
2014-03,지방,울산,누계,조합,0,0,0,0,0,0
2014-03,지방,세종,순계,합계,84,84,84,0,0,0
2014-03,지방,세종,순계,분양,84,84,84,0,0,0
2014-03,지방,세종,순계,임대,0,0,0,0,0,0
2014-03,지방,세종,순계,조합,0,0,0,0,0,0
2014-03,지방,세종,누계,합계,571,571,571,0,0,0
2014-03,지방,세종,누계,분양,571,571,571,0,0,0
2014-03,지방,세종,누계,임대,0,0,0,0,0,0
2014-03,지방,세종,누계,조합,0,0,0,0,0,0
2014-03,지방,강원,순계,합계,1094,1094,1094,0,0,0
2014-03,지방,강원,순계,분양,662,662,662,0,0,0
2014-03,지방,강원,순계,임대,432,432,432,0,0,0
2014-03,지방,강원,순계,조합,0,0,0,0,0,0
2014-03,지방,강원,누계,합계,1228,1228,1228,0,0,0
2014-03,지방,강원,누계,분양,716,716,716,0,0,0
2014-03,지방,강원,누계,임대,512,512,512,0,0,0
2014-03,지방,강원,누계,조합,0,0,0,0,0,0
2014-03,지방,충북,순계,합계,602,602,602,0,0,0
2014-03,지방,충북,순계,분양,602,602,602,0,0,0
2014-03,지방,충북,순계,임대,0,0,0,0,0,0
2014-03,지방,충북,순계,조합,0,0,0,0,0,0
2014-03,지방,충북,누계,합계,1846,1846,1846,0,0,0
2014-03,지방,충북,누계,분양,1155,1155,1155,0,0,0
2014-03,지방,충북,누계,임대,691,691,691,0,0,0
2014-03,지방,충북,누계,조합,0,0,0,0,0,0
2014-03,지방,충남,순계,합계,1164,1164,1164,0,0,0
2014-03,지방,충남,순계,분양,70,70,70,0,0,0
2014-03,지방,충남,순계,임대,1094,1094,1094,0,0,0
2014-03,지방,충남,순계,조합,0,0,0,0,0,0
2014-03,지방,충남,누계,합계,1164,1164,1164,0,0,0
2014-03,지방,충남,누계,분양,70,70,70,0,0,0
2014-03,지방,충남,누계,임대,1094,1094,1094,0,0,0
2014-03,지방,충남,누계,조합,0,0,0,0,0,0
2014-03,지방,전북,순계,합계,250,250,250,0,0,0
2014-03,지방,전북,순계,분양,250,250,250,0,0,0
2014-03,지방,전북,순계,임대,0,0,0,0,0,0
2014-03,지방,전북,순계,조합,0,0,0,0,0,0
2014-03,지방,전북,누계,합계,382,382,382,0,0,0
2014-03,지방,전북,누계,분양,382,382,382,0,0,0
2014-03,지방,전북,누계,임대,0,0,0,0,0,0
2014-03,지방,전북,누계,조합,0,0,0,0,0,0
2014-03,지방,전남,순계,합계,2565,2565,2565,0,0,0
2014-03,지방,전남,순계,분양,993,993,993,0,0,0
2014-03,지방,전남,순계,임대,1572,1572,1572,0,0,0
2014-03,지방,전남,순계,조합,0,0,0,0,0,0
2014-03,지방,전남,누계,합계,2565,2565,2565,0,0,0
2014-03,지방,전남,누계,분양,993,993,993,0,0,0
2014-03,지방,전남,누계,임대,1572,1572,1572,0,0,0
2014-03,지방,전남,누계,조합,0,0,0,0,0,0
2014-03,지방,경북,순계,합계,2670,2670,2670,0,0,0
2014-03,지방,경북,순계,분양,2670,2670,2670,0,0,0
2014-03,지방,경북,순계,임대,0,0,0,0,0,0
2014-03,지방,경북,순계,조합,0,0,0,0,0,0
2014-03,지방,경북,누계,합계,3522,3522,3522,0,0,0
2014-03,지방,경북,누계,분양,3522,3522,3522,0,0,0
2014-03,지방,경북,누계,임대,0,0,0,0,0,0
2014-03,지방,경북,누계,조합,0,0,0,0,0,0
2014-03,지방,경남,순계,합계,1052,1052,1052,0,0,0
2014-03,지방,경남,순계,분양,692,692,692,0,0,0
2014-03,지방,경남,순계,임대,0,0,0,0,0,0
2014-03,지방,경남,순계,조합,360,360,360,0,0,0
2014-03,지방,경남,누계,합계,2581,2581,2581,0,0,0
2014-03,지방,경남,누계,분양,2065,2065,2065,0,0,0
2014-03,지방,경남,누계,임대,156,156,156,0,0,0
2014-03,지방,경남,누계,조합,360,360,360,0,0,0
2014-03,지방,제주,순계,합계,0,0,0,0,0,0
2014-03,지방,제주,순계,분양,0,0,0,0,0,0
2014-03,지방,제주,순계,임대,0,0,0,0,0,0
