월(Monthly),구분1,구분2,LEVEL1,LEVEL2,값,증감,증감율,구성비,누계,누계구성비
2013-01,합계,합계,순계,합계,3697,3697,3697,0,0,0
2013-01,합계,합계,순계,분양,2770,2770,2770,0,0,0
2013-01,합계,합계,순계,임대,927,927,927,0,0,0
2013-01,합계,합계,순계,조합,0,0,0,0,0,0
2013-01,합계,합계,누계,합계,3697,3697,3697,0,0,0
2013-01,합계,합계,누계,분양,2770,2770,2770,0,0,0
2013-01,합계,합계,누계,임대,927,927,927,0,0,0
2013-01,합계,합계,누계,조합,0,0,0,0,0,0
2013-01,수도권,소계,순계,합계,278,278,278,0,0,0
2013-01,수도권,소계,순계,분양,242,242,242,0,0,0
2013-01,수도권,소계,순계,임대,36,36,36,0,0,0
2013-01,수도권,소계,순계,조합,0,0,0,0,0,0
2013-01,수도권,소계,누계,합계,278,278,278,0,0,0
2013-01,수도권,소계,누계,분양,242,242,242,0,0,0
2013-01,수도권,소계,누계,임대,36,36,36,0,0,0
2013-01,수도권,소계,누계,조합,0,0,0,0,0,0
2013-01,수도권,서울,순계,합계,202,202,202,0,0,0
2013-01,수도권,서울,순계,분양,202,202,202,0,0,0
2013-01,수도권,서울,순계,임대,0,0,0,0,0,0
2013-01,수도권,서울,순계,조합,0,0,0,0,0,0
2013-01,수도권,서울,누계,합계,202,202,202,0,0,0
2013-01,수도권,서울,누계,분양,202,202,202,0,0,0
2013-01,수도권,서울,누계,임대,0,0,0,0,0,0
2013-01,수도권,서울,누계,조합,0,0,0,0,0,0
2013-01,수도권,인천,순계,합계,40,40,40,0,0,0
2013-01,수도권,인천,순계,분양,40,40,40,0,0,0
2013-01,수도권,인천,순계,임대,0,0,0,0,0,0
2013-01,수도권,인천,순계,조합,0,0,0,0,0,0
2013-01,수도권,인천,누계,합계,40,40,40,0,0,0
2013-01,수도권,인천,누계,분양,40,40,40,0,0,0
2013-01,수도권,인천,누계,임대,0,0,0,0,0,0
2013-01,수도권,인천,누계,조합,0,0,0,0,0,0
2013-01,수도권,경기,순계,합계,36,36,36,0,0,0
2013-01,수도권,경기,순계,분양,0,0,0,0,0,0
2013-01,수도권,경기,순계,임대,36,36,36,0,0,0
2013-01,수도권,경기,순계,조합,0,0,0,0,0,0
2013-01,수도권,경기,누계,합계,36,36,36,0,0,0
2013-01,수도권,경기,누계,분양,0,0,0,0,0,0
2013-01,수도권,경기,누계,임대,36,36,36,0,0,0
2013-01,수도권,경기,누계,조합,0,0,0,0,0,0
2013-01,지방,소계,순계,합계,3419,3419,3419,0,0,0
2013-01,지방,소계,순계,분양,2528,2528,2528,0,0,0
2013-01,지방,소계,순계,임대,891,891,891,0,0,0
2013-01,지방,소계,순계,조합,0,0,0,0,0,0
2013-01,지방,소계,누계,합계,3419,3419,3419,0,0,0
2013-01,지방,소계,누계,분양,2528,2528,2528,0,0,0
2013-01,지방,소계,누계,임대,891,891,891,0,0,0
2013-01,지방,소계,누계,조합,0,0,0,0,0,0
2013-01,지방,부산,순계,합계,0,0,0,0,0,0
2013-01,지방,부산,순계,분양,0,0,0,0,0,0
2013-01,지방,부산,순계,임대,0,0,0,0,0,0
2013-01,지방,부산,순계,조합,0,0,0,0,0,0
2013-01,지방,부산,누계,합계,0,0,0,0,0,0
2013-01,지방,부산,누계,분양,0,0,0,0,0,0
2013-01,지방,부산,누계,임대,0,0,0,0,0,0
2013-01,지방,부산,누계,조합,0,0,0,0,0,0
2013-01,지방,대구,순계,합계,86,86,86,0,0,0
2013-01,지방,대구,순계,분양,86,86,86,0,0,0
2013-01,지방,대구,순계,임대,0,0,0,0,0,0
2013-01,지방,대구,순계,조합,0,0,0,0,0,0
2013-01,지방,대구,누계,합계,86,86,86,0,0,0
2013-01,지방,대구,누계,분양,86,86,86,0,0,0
2013-01,지방,대구,누계,임대,0,0,0,0,0,0
2013-01,지방,대구,누계,조합,0,0,0,0,0,0
2013-01,지방,광주,순계,합계,1148,1148,1148,0,0,0
2013-01,지방,광주,순계,분양,299,299,299,0,0,0
2013-01,지방,광주,순계,임대,849,849,849,0,0,0
2013-01,지방,광주,순계,조합,0,0,0,0,0,0
2013-01,지방,광주,누계,합계,1148,1148,1148,0,0,0
2013-01,지방,광주,누계,분양,299,299,299,0,0,0
2013-01,지방,광주,누계,임대,849,849,849,0,0,0
2013-01,지방,광주,누계,조합,0,0,0,0,0,0
2013-01,지방,대전,순계,합계,42,42,42,0,0,0
2013-01,지방,대전,순계,분양,0,0,0,0,0,0
2013-01,지방,대전,순계,임대,42,42,42,0,0,0
2013-01,지방,대전,순계,조합,0,0,0,0,0,0
2013-01,지방,대전,누계,합계,42,42,42,0,0,0
2013-01,지방,대전,누계,분양,0,0,0,0,0,0
2013-01,지방,대전,누계,임대,42,42,42,0,0,0
2013-01,지방,대전,누계,조합,0,0,0,0,0,0
2013-01,지방,울산,순계,합계,0,0,0,0,0,0
2013-01,지방,울산,순계,분양,0,0,0,0,0,0
2013-01,지방,울산,순계,임대,0,0,0,0,0,0
2013-01,지방,울산,순계,조합,0,0,0,0,0,0
2013-01,지방,울산,누계,합계,0,0,0,0,0,0
2013-01,지방,울산,누계,분양,0,0,0,0,0,0
2013-01,지방,울산,누계,임대,0,0,0,0,0,0
2013-01,지방,울산,누계,조합,0,0,0,0,0,0
2013-01,지방,세종,순계,합계,688,688,688,0,0,0
2013-01,지방,세종,순계,분양,688,688,688,0,0,0
2013-01,지방,세종,순계,임대,0,0,0,0,0,0
2013-01,지방,세종,순계,조합,0,0,0,0,0,0
2013-01,지방,세종,누계,합계,688,688,688,0,0,0
2013-01,지방,세종,누계,분양,688,688,688,0,0,0
2013-01,지방,세종,누계,임대,0,0,0,0,0,0
2013-01,지방,세종,누계,조합,0,0,0,0,0,0
2013-01,지방,강원,순계,합계,0,0,0,0,0,0
2013-01,지방,강원,순계,분양,0,0,0,0,0,0
2013-01,지방,강원,순계,임대,0,0,0,0,0,0
2013-01,지방,강원,순계,조합,0,0,0,0,0,0
2013-01,지방,강원,누계,합계,0,0,0,0,0,0
2013-01,지방,강원,누계,분양,0,0,0,0,0,0
2013-01,지방,강원,누계,임대,0,0,0,0,0,0
2013-01,지방,강원,누계,조합,0,0,0,0,0,0
2013-01,지방,충북,순계,합계,0,0,0,0,0,0
2013-01,지방,충북,순계,분양,0,0,0,0,0,0
2013-01,지방,충북,순계,임대,0,0,0,0,0,0
2013-01,지방,충북,순계,조합,0,0,0,0,0,0
2013-01,지방,충북,누계,합계,0,0,0,0,0,0
2013-01,지방,충북,누계,분양,0,0,0,0,0,0
2013-01,지방,충북,누계,임대,0,0,0,0,0,0
2013-01,지방,충북,누계,조합,0,0,0,0,0,0
2013-01,지방,충남,순계,합계,75,75,75,0,0,0
2013-01,지방,충남,순계,분양,75,75,75,0,0,0
2013-01,지방,충남,순계,임대,0,0,0,0,0,0
2013-01,지방,충남,순계,조합,0,0,0,0,0,0
2013-01,지방,충남,누계,합계,75,75,75,0,0,0
2013-01,지방,충남,누계,분양,75,75,75,0,0,0
2013-01,지방,충남,누계,임대,0,0,0,0,0,0
2013-01,지방,충남,누계,조합,0,0,0,0,0,0
2013-01,지방,전북,순계,합계,384,384,384,0,0,0
2013-01,지방,전북,순계,분양,384,384,384,0,0,0
2013-01,지방,전북,순계,임대,0,0,0,0,0,0
2013-01,지방,전북,순계,조합,0,0,0,0,0,0
2013-01,지방,전북,누계,합계,384,384,384,0,0,0
2013-01,지방,전북,누계,분양,384,384,384,0,0,0
2013-01,지방,전북,누계,임대,0,0,0,0,0,0
2013-01,지방,전북,누계,조합,0,0,0,0,0,0
2013-01,지방,전남,순계,합계,88,88,88,0,0,0
2013-01,지방,전남,순계,분양,88,88,88,0,0,0
2013-01,지방,전남,순계,임대,0,0,0,0,0,0
2013-01,지방,전남,순계,조합,0,0,0,0,0,0
2013-01,지방,전남,누계,합계,88,88,88,0,0,0
2013-01,지방,전남,누계,분양,88,88,88,0,0,0
2013-01,지방,전남,누계,임대,0,0,0,0,0,0
2013-01,지방,전남,누계,조합,0,0,0,0,0,0
2013-01,지방,경북,순계,합계,52,52,52,0,0,0
2013-01,지방,경북,순계,분양,52,52,52,0,0,0
2013-01,지방,경북,순계,임대,0,0,0,0,0,0
2013-01,지방,경북,순계,조합,0,0,0,0,0,0
2013-01,지방,경북,누계,합계,52,52,52,0,0,0
2013-01,지방,경북,누계,분양,52,52,52,0,0,0
2013-01,지방,경북,누계,임대,0,0,0,0,0,0
2013-01,지방,경북,누계,조합,0,0,0,0,0,0
2013-01,지방,경남,순계,합계,228,228,228,0,0,0
2013-01,지방,경남,순계,분양,228,228,228,0,0,0
2013-01,지방,경남,순계,임대,0,0,0,0,0,0
2013-01,지방,경남,순계,조합,0,0,0,0,0,0
2013-01,지방,경남,누계,합계,228,228,228,0,0,0
2013-01,지방,경남,누계,분양,228,228,228,0,0,0
2013-01,지방,경남,누계,임대,0,0,0,0,0,0
2013-01,지방,경남,누계,조합,0,0,0,0,0,0
2013-01,지방,제주,순계,합계,628,628,628,0,0,0
2013-01,지방,제주,순계,분양,628,628,628,0,0,0
2013-01,지방,제주,순계,임대,0,0,0,0,0,0
2013-01,지방,제주,순계,조합,0,0,0,0,0,0
2013-01,지방,제주,누계,합계,628,628,628,0,0,0
2013-01,지방,제주,누계,분양,628,628,628,0,0,0
2013-01,지방,제주,누계,임대,0,0,0,0,0,0
2013-01,지방,제주,누계,조합,0,0,0,0,0,0
2013-02,합계,합계,순계,합계,15556,15556,15556,0,0,0
2013-02,합계,합계,순계,분양,12818,12818,12818,0,0,0
2013-02,합계,합계,순계,임대,1802,1802,1802,0,0,0
2013-02,합계,합계,순계,조합,936,936,936,0,0,0
2013-02,합계,합계,누계,합계,19253,19253,19253,0,0,0
2013-02,합계,합계,누계,분양,15588,15588,15588,0,0,0
2013-02,합계,합계,누계,임대,2729,2729,2729,0,0,0
2013-02,합계,합계,누계,조합,936,936,936,0,0,0
2013-02,수도권,소계,순계,합계,6588,6588,6588,0,0,0
2013-02,수도권,소계,순계,분양,6357,6357,6357,0,0,0
2013-02,수도권,소계,순계,임대,231,231,231,0,0,0
2013-02,수도권,소계,순계,조합,0,0,0,0,0,0
2013-02,수도권,소계,누계,합계,6866,6866,6866,0,0,0
2013-02,수도권,소계,누계,분양,6599,6599,6599,0,0,0
2013-02,수도권,소계,누계,임대,267,267,267,0,0,0
2013-02,수도권,소계,누계,조합,0,0,0,0,0,0
2013-02,수도권,서울,순계,합계,294,294,294,0,0,0
2013-02,수도권,서울,순계,분양,63,63,63,0,0,0
2013-02,수도권,서울,순계,임대,231,231,231,0,0,0
2013-02,수도권,서울,순계,조합,0,0,0,0,0,0
2013-02,수도권,서울,누계,합계,496,496,496,0,0,0
2013-02,수도권,서울,누계,분양,265,265,265,0,0,0
2013-02,수도권,서울,누계,임대,231,231,231,0,0,0
2013-02,수도권,서울,누계,조합,0,0,0,0,0,0
2013-02,수도권,인천,순계,합계,0,0,0,0,0,0
2013-02,수도권,인천,순계,분양,0,0,0,0,0,0
2013-02,수도권,인천,순계,임대,0,0,0,0,0,0
2013-02,수도권,인천,순계,조합,0,0,0,0,0,0
2013-02,수도권,인천,누계,합계,40,40,40,0,0,0
2013-02,수도권,인천,누계,분양,40,40,40,0,0,0
2013-02,수도권,인천,누계,임대,0,0,0,0,0,0
2013-02,수도권,인천,누계,조합,0,0,0,0,0,0
2013-02,수도권,경기,순계,합계,6294,6294,6294,0,0,0
2013-02,수도권,경기,순계,분양,6294,6294,6294,0,0,0
2013-02,수도권,경기,순계,임대,0,0,0,0,0,0
2013-02,수도권,경기,순계,조합,0,0,0,0,0,0
2013-02,수도권,경기,누계,합계,6330,6330,6330,0,0,0
2013-02,수도권,경기,누계,분양,6294,6294,6294,0,0,0
2013-02,수도권,경기,누계,임대,36,36,36,0,0,0
2013-02,수도권,경기,누계,조합,0,0,0,0,0,0
2013-02,지방,소계,순계,합계,8968,8968,8968,0,0,0
2013-02,지방,소계,순계,분양,6461,6461,6461,0,0,0
2013-02,지방,소계,순계,임대,1571,1571,1571,0,0,0
2013-02,지방,소계,순계,조합,936,936,936,0,0,0
2013-02,지방,소계,누계,합계,12387,12387,12387,0,0,0
2013-02,지방,소계,누계,분양,8989,8989,8989,0,0,0
2013-02,지방,소계,누계,임대,2462,2462,2462,0,0,0
2013-02,지방,소계,누계,조합,936,936,936,0,0,0
2013-02,지방,부산,순계,합계,1698,1698,1698,0,0,0
2013-02,지방,부산,순계,분양,1035,1035,1035,0,0,0
2013-02,지방,부산,순계,임대,663,663,663,0,0,0
2013-02,지방,부산,순계,조합,0,0,0,0,0,0
2013-02,지방,부산,누계,합계,1698,1698,1698,0,0,0
2013-02,지방,부산,누계,분양,1035,1035,1035,0,0,0
2013-02,지방,부산,누계,임대,663,663,663,0,0,0
2013-02,지방,부산,누계,조합,0,0,0,0,0,0
2013-02,지방,대구,순계,합계,908,908,908,0,0,0
2013-02,지방,대구,순계,분양,0,0,0,0,0,0
2013-02,지방,대구,순계,임대,908,908,908,0,0,0
2013-02,지방,대구,순계,조합,0,0,0,0,0,0
2013-02,지방,대구,누계,합계,994,994,994,0,0,0
2013-02,지방,대구,누계,분양,86,86,86,0,0,0
2013-02,지방,대구,누계,임대,908,908,908,0,0,0
2013-02,지방,대구,누계,조합,0,0,0,0,0,0
2013-02,지방,광주,순계,합계,753,753,753,0,0,0
2013-02,지방,광주,순계,분양,753,753,753,0,0,0
2013-02,지방,광주,순계,임대,0,0,0,0,0,0
2013-02,지방,광주,순계,조합,0,0,0,0,0,0
2013-02,지방,광주,누계,합계,1901,1901,1901,0,0,0
2013-02,지방,광주,누계,분양,1052,1052,1052,0,0,0
2013-02,지방,광주,누계,임대,849,849,849,0,0,0
2013-02,지방,광주,누계,조합,0,0,0,0,0,0
2013-02,지방,대전,순계,합계,514,514,514,0,0,0
2013-02,지방,대전,순계,분양,514,514,514,0,0,0
2013-02,지방,대전,순계,임대,0,0,0,0,0,0
2013-02,지방,대전,순계,조합,0,0,0,0,0,0
2013-02,지방,대전,누계,합계,556,556,556,0,0,0
2013-02,지방,대전,누계,분양,514,514,514,0,0,0
2013-02,지방,대전,누계,임대,42,42,42,0,0,0
2013-02,지방,대전,누계,조합,0,0,0,0,0,0
2013-02,지방,울산,순계,합계,0,0,0,0,0,0
2013-02,지방,울산,순계,분양,0,0,0,0,0,0
2013-02,지방,울산,순계,임대,0,0,0,0,0,0
2013-02,지방,울산,순계,조합,0,0,0,0,0,0
2013-02,지방,울산,누계,합계,0,0,0,0,0,0
2013-02,지방,울산,누계,분양,0,0,0,0,0,0
2013-02,지방,울산,누계,임대,0,0,0,0,0,0
2013-02,지방,울산,누계,조합,0,0,0,0,0,0
2013-02,지방,세종,순계,합계,1292,1292,1292,0,0,0
2013-02,지방,세종,순계,분양,1292,1292,1292,0,0,0
2013-02,지방,세종,순계,임대,0,0,0,0,0,0
2013-02,지방,세종,순계,조합,0,0,0,0,0,0
2013-02,지방,세종,누계,합계,1980,1980,1980,0,0,0
2013-02,지방,세종,누계,분양,1980,1980,1980,0,0,0
2013-02,지방,세종,누계,임대,0,0,0,0,0,0
2013-02,지방,세종,누계,조합,0,0,0,0,0,0
2013-02,지방,강원,순계,합계,0,0,0,0,0,0
2013-02,지방,강원,순계,분양,0,0,0,0,0,0
2013-02,지방,강원,순계,임대,0,0,0,0,0,0
2013-02,지방,강원,순계,조합,0,0,0,0,0,0
2013-02,지방,강원,누계,합계,0,0,0,0,0,0
2013-02,지방,강원,누계,분양,0,0,0,0,0,0
2013-02,지방,강원,누계,임대,0,0,0,0,0,0
2013-02,지방,강원,누계,조합,0,0,0,0,0,0
2013-02,지방,충북,순계,합계,0,0,0,0,0,0
2013-02,지방,충북,순계,분양,0,0,0,0,0,0
2013-02,지방,충북,순계,임대,0,0,0,0,0,0
2013-02,지방,충북,순계,조합,0,0,0,0,0,0
2013-02,지방,충북,누계,합계,0,0,0,0,0,0
2013-02,지방,충북,누계,분양,0,0,0,0,0,0
2013-02,지방,충북,누계,임대,0,0,0,0,0,0
2013-02,지방,충북,누계,조합,0,0,0,0,0,0
2013-02,지방,충남,순계,합계,1024,1024,1024,0,0,0
2013-02,지방,충남,순계,분양,1024,1024,1024,0,0,0
2013-02,지방,충남,순계,임대,0,0,0,0,0,0
2013-02,지방,충남,순계,조합,0,0,0,0,0,0
2013-02,지방,충남,누계,합계,1099,1099,1099,0,0,0
2013-02,지방,충남,누계,분양,1099,1099,1099,0,0,0
2013-02,지방,충남,누계,임대,0,0,0,0,0,0
2013-02,지방,충남,누계,조합,0,0,0,0,0,0
2013-02,지방,전북,순계,합계,1330,1330,1330,0,0,0
2013-02,지방,전북,순계,분양,394,394,394,0,0,0
2013-02,지방,전북,순계,임대,0,0,0,0,0,0
2013-02,지방,전북,순계,조합,936,936,936,0,0,0
2013-02,지방,전북,누계,합계,1714,1714,1714,0,0,0
2013-02,지방,전북,누계,분양,778,778,778,0,0,0
2013-02,지방,전북,누계,임대,0,0,0,0,0,0
2013-02,지방,전북,누계,조합,936,936,936,0,0,0
2013-02,지방,전남,순계,합계,0,0,0,0,0,0
2013-02,지방,전남,순계,분양,0,0,0,0,0,0
2013-02,지방,전남,순계,임대,0,0,0,0,0,0
2013-02,지방,전남,순계,조합,0,0,0,0,0,0
2013-02,지방,전남,누계,합계,88,88,88,0,0,0
2013-02,지방,전남,누계,분양,88,88,88,0,0,0
2013-02,지방,전남,누계,임대,0,0,0,0,0,0
2013-02,지방,전남,누계,조합,0,0,0,0,0,0
2013-02,지방,경북,순계,합계,1119,1119,1119,0,0,0
2013-02,지방,경북,순계,분양,1119,1119,1119,0,0,0
2013-02,지방,경북,순계,임대,0,0,0,0,0,0
2013-02,지방,경북,순계,조합,0,0,0,0,0,0
2013-02,지방,경북,누계,합계,1171,1171,1171,0,0,0
2013-02,지방,경북,누계,분양,1171,1171,1171,0,0,0
2013-02,지방,경북,누계,임대,0,0,0,0,0,0
2013-02,지방,경북,누계,조합,0,0,0,0,0,0
2013-02,지방,경남,순계,합계,0,0,0,0,0,0
2013-02,지방,경남,순계,분양,0,0,0,0,0,0
2013-02,지방,경남,순계,임대,0,0,0,0,0,0
2013-02,지방,경남,순계,조합,0,0,0,0,0,0
2013-02,지방,경남,누계,합계,228,228,228,0,0,0
2013-02,지방,경남,누계,분양,228,228,228,0,0,0
2013-02,지방,경남,누계,임대,0,0,0,0,0,0
2013-02,지방,경남,누계,조합,0,0,0,0,0,0
2013-02,지방,제주,순계,합계,330,330,330,0,0,0
2013-02,지방,제주,순계,분양,330,330,330,0,0,0
2013-02,지방,제주,순계,임대,0,0,0,0,0,0
2013-02,지방,제주,순계,조합,0,0,0,0,0,0
2013-02,지방,제주,누계,합계,958,958,958,0,0,0
2013-02,지방,제주,누계,분양,958,958,958,0,0,0
2013-02,지방,제주,누계,임대,0,0,0,0,0,0
2013-02,지방,제주,누계,조합,0,0,0,0,0,0
2013-03,합계,합계,순계,합계,21497,21497,21497,0,0,0
2013-03,합계,합계,순계,분양,14965,14965,14965,0,0,0
2013-03,합계,합계,순계,임대,6096,6096,6096,0,0,0
2013-03,합계,합계,순계,조합,436,436,436,0,0,0
2013-03,합계,합계,누계,합계,40750,40750,40750,0,0,0
2013-03,합계,합계,누계,분양,30553,30553,30553,0,0,0
2013-03,합계,합계,누계,임대,8825,8825,8825,0,0,0
2013-03,합계,합계,누계,조합,1372,1372,1372,0,0,0
2013-03,수도권,소계,순계,합계,4658,4658,4658,0,0,0
2013-03,수도권,소계,순계,분양,2214,2214,2214,0,0,0
2013-03,수도권,소계,순계,임대,2444,2444,2444,0,0,0
2013-03,수도권,소계,순계,조합,0,0,0,0,0,0
2013-03,수도권,소계,누계,합계,11524,11524,11524,0,0,0
2013-03,수도권,소계,누계,분양,8813,8813,8813,0,0,0
2013-03,수도권,소계,누계,임대,2711,2711,2711,0,0,0
2013-03,수도권,소계,누계,조합,0,0,0,0,0,0
2013-03,수도권,서울,순계,합계,252,252,252,0,0,0
2013-03,수도권,서울,순계,분양,252,252,252,0,0,0
2013-03,수도권,서울,순계,임대,0,0,0,0,0,0
2013-03,수도권,서울,순계,조합,0,0,0,0,0,0
2013-03,수도권,서울,누계,합계,748,748,748,0,0,0
2013-03,수도권,서울,누계,분양,517,517,517,0,0,0
2013-03,수도권,서울,누계,임대,231,231,231,0,0,0
2013-03,수도권,서울,누계,조합,0,0,0,0,0,0
2013-03,수도권,인천,순계,합계,1113,1113,1113,0,0,0
2013-03,수도권,인천,순계,분양,0,0,0,0,0,0
2013-03,수도권,인천,순계,임대,1113,1113,1113,0,0,0
2013-03,수도권,인천,순계,조합,0,0,0,0,0,0
2013-03,수도권,인천,누계,합계,1153,1153,1153,0,0,0
2013-03,수도권,인천,누계,분양,40,40,40,0,0,0
2013-03,수도권,인천,누계,임대,1113,1113,1113,0,0,0
2013-03,수도권,인천,누계,조합,0,0,0,0,0,0
2013-03,수도권,경기,순계,합계,3293,3293,3293,0,0,0
2013-03,수도권,경기,순계,분양,1962,1962,1962,0,0,0
2013-03,수도권,경기,순계,임대,1331,1331,1331,0,0,0
2013-03,수도권,경기,순계,조합,0,0,0,0,0,0
2013-03,수도권,경기,누계,합계,9623,9623,9623,0,0,0
2013-03,수도권,경기,누계,분양,8256,8256,8256,0,0,0
2013-03,수도권,경기,누계,임대,1367,1367,1367,0,0,0
2013-03,수도권,경기,누계,조합,0,0,0,0,0,0
2013-03,지방,소계,순계,합계,16839,16839,16839,0,0,0
2013-03,지방,소계,순계,분양,12751,12751,12751,0,0,0
2013-03,지방,소계,순계,임대,3652,3652,3652,0,0,0
2013-03,지방,소계,순계,조합,436,436,436,0,0,0
2013-03,지방,소계,누계,합계,29226,29226,29226,0,0,0
2013-03,지방,소계,누계,분양,21740,21740,21740,0,0,0
2013-03,지방,소계,누계,임대,6114,6114,6114,0,0,0
2013-03,지방,소계,누계,조합,1372,1372,1372,0,0,0
2013-03,지방,부산,순계,합계,1266,1266,1266,0,0,0
2013-03,지방,부산,순계,분양,1123,1123,1123,0,0,0
2013-03,지방,부산,순계,임대,69,69,69,0,0,0
2013-03,지방,부산,순계,조합,74,74,74,0,0,0
2013-03,지방,부산,누계,합계,2964,2964,2964,0,0,0
2013-03,지방,부산,누계,분양,2158,2158,2158,0,0,0
2013-03,지방,부산,누계,임대,732,732,732,0,0,0
2013-03,지방,부산,누계,조합,74,74,74,0,0,0
2013-03,지방,대구,순계,합계,842,842,842,0,0,0
2013-03,지방,대구,순계,분양,842,842,842,0,0,0
2013-03,지방,대구,순계,임대,0,0,0,0,0,0
2013-03,지방,대구,순계,조합,0,0,0,0,0,0
2013-03,지방,대구,누계,합계,1836,1836,1836,0,0,0
2013-03,지방,대구,누계,분양,928,928,928,0,0,0
2013-03,지방,대구,누계,임대,908,908,908,0,0,0
2013-03,지방,대구,누계,조합,0,0,0,0,0,0
2013-03,지방,광주,순계,합계,375,375,375,0,0,0
2013-03,지방,광주,순계,분양,375,375,375,0,0,0
2013-03,지방,광주,순계,임대,0,0,0,0,0,0
2013-03,지방,광주,순계,조합,0,0,0,0,0,0
2013-03,지방,광주,누계,합계,2276,2276,2276,0,0,0
2013-03,지방,광주,누계,분양,1427,1427,1427,0,0,0
2013-03,지방,광주,누계,임대,849,849,849,0,0,0
2013-03,지방,광주,누계,조합,0,0,0,0,0,0
2013-03,지방,대전,순계,합계,978,978,978,0,0,0
2013-03,지방,대전,순계,분양,978,978,978,0,0,0
2013-03,지방,대전,순계,임대,0,0,0,0,0,0
2013-03,지방,대전,순계,조합,0,0,0,0,0,0
2013-03,지방,대전,누계,합계,1534,1534,1534,0,0,0
2013-03,지방,대전,누계,분양,1492,1492,1492,0,0,0
2013-03,지방,대전,누계,임대,42,42,42,0,0,0
2013-03,지방,대전,누계,조합,0,0,0,0,0,0
2013-03,지방,울산,순계,합계,2821,2821,2821,0,0,0
2013-03,지방,울산,순계,분양,2085,2085,2085,0,0,0
2013-03,지방,울산,순계,임대,736,736,736,0,0,0
2013-03,지방,울산,순계,조합,0,0,0,0,0,0
2013-03,지방,울산,누계,합계,2821,2821,2821,0,0,0
2013-03,지방,울산,누계,분양,2085,2085,2085,0,0,0
2013-03,지방,울산,누계,임대,736,736,736,0,0,0
2013-03,지방,울산,누계,조합,0,0,0,0,0,0
2013-03,지방,세종,순계,합계,2446,2446,2446,0,0,0
2013-03,지방,세종,순계,분양,987,987,987,0,0,0
2013-03,지방,세종,순계,임대,1459,1459,1459,0,0,0
2013-03,지방,세종,순계,조합,0,0,0,0,0,0
2013-03,지방,세종,누계,합계,4426,4426,4426,0,0,0
2013-03,지방,세종,누계,분양,2967,2967,2967,0,0,0
2013-03,지방,세종,누계,임대,1459,1459,1459,0,0,0
2013-03,지방,세종,누계,조합,0,0,0,0,0,0
2013-03,지방,강원,순계,합계,1166,1166,1166,0,0,0
2013-03,지방,강원,순계,분양,682,682,682,0,0,0
2013-03,지방,강원,순계,임대,484,484,484,0,0,0
2013-03,지방,강원,순계,조합,0,0,0,0,0,0
2013-03,지방,강원,누계,합계,1166,1166,1166,0,0,0
2013-03,지방,강원,누계,분양,682,682,682,0,0,0
2013-03,지방,강원,누계,임대,484,484,484,0,0,0
2013-03,지방,강원,누계,조합,0,0,0,0,0,0
2013-03,지방,충북,순계,합계,360,360,360,0,0,0
2013-03,지방,충북,순계,분양,360,360,360,0,0,0
2013-03,지방,충북,순계,임대,0,0,0,0,0,0
2013-03,지방,충북,순계,조합,0,0,0,0,0,0
2013-03,지방,충북,누계,합계,360,360,360,0,0,0
2013-03,지방,충북,누계,분양,360,360,360,0,0,0
2013-03,지방,충북,누계,임대,0,0,0,0,0,0
2013-03,지방,충북,누계,조합,0,0,0,0,0,0
2013-03,지방,충남,순계,합계,451,451,451,0,0,0
2013-03,지방,충남,순계,분양,451,451,451,0,0,0
2013-03,지방,충남,순계,임대,0,0,0,0,0,0
2013-03,지방,충남,순계,조합,0,0,0,0,0,0
2013-03,지방,충남,누계,합계,1550,1550,1550,0,0,0
2013-03,지방,충남,누계,분양,1550,1550,1550,0,0,0
2013-03,지방,충남,누계,임대,0,0,0,0,0,0
2013-03,지방,충남,누계,조합,0,0,0,0,0,0
2013-03,지방,전북,순계,합계,464,464,464,0,0,0
2013-03,지방,전북,순계,분양,102,102,102,0,0,0
2013-03,지방,전북,순계,임대,0,0,0,0,0,0
2013-03,지방,전북,순계,조합,362,362,362,0,0,0
2013-03,지방,전북,누계,합계,2178,2178,2178,0,0,0
2013-03,지방,전북,누계,분양,880,880,880,0,0,0
2013-03,지방,전북,누계,임대,0,0,0,0,0,0
2013-03,지방,전북,누계,조합,1298,1298,1298,0,0,0
2013-03,지방,전남,순계,합계,874,874,874,0,0,0
2013-03,지방,전남,순계,분양,130,130,130,0,0,0
2013-03,지방,전남,순계,임대,744,744,744,0,0,0
2013-03,지방,전남,순계,조합,0,0,0,0,0,0
2013-03,지방,전남,누계,합계,962,962,962,0,0,0
2013-03,지방,전남,누계,분양,218,218,218,0,0,0
2013-03,지방,전남,누계,임대,744,744,744,0,0,0
2013-03,지방,전남,누계,조합,0,0,0,0,0,0
2013-03,지방,경북,순계,합계,2174,2174,2174,0,0,0
2013-03,지방,경북,순계,분양,2174,2174,2174,0,0,0
2013-03,지방,경북,순계,임대,0,0,0,0,0,0
2013-03,지방,경북,순계,조합,0,0,0,0,0,0
2013-03,지방,경북,누계,합계,3345,3345,3345,0,0,0
2013-03,지방,경북,누계,분양,3345,3345,3345,0,0,0
2013-03,지방,경북,누계,임대,0,0,0,0,0,0
2013-03,지방,경북,누계,조합,0,0,0,0,0,0
2013-03,지방,경남,순계,합계,2481,2481,2481,0,0,0
2013-03,지방,경남,순계,분양,2321,2321,2321,0,0,0
