시행업체명,시공업체명,사업구분명,지역구분코드,지역상세구분코드,지역구분코드명,지역상세구분코드명,사업규모내용,사업구분명,총세대수,일반분양세대수,조합원세대수,임대보증세대수,분양가격,모집공고승인일자,분양개시일자
(주)동양이지이노텍,"(주)라인건설,",행정중심복합도시 1-4생활권 L1블럭 EG the1아파트,17,1700,세종특별자치시,세종,"최저 14 층 ~ 최고 18층, 4동",일반분양,178,159,0,0,7904884,20130510,20130604
(주)대광에이엠씨,"(주)대광건영,",세종시 1-1생활권 M5블럭,17,1700,세종특별자치시,세종,"최저 15 층 ~ 최고 29층, 8동",일반분양,496,490,0,0,7699490,20150702,20130619
중흥건설(주),"중흥건설(주),",행정중심복합도시 1-1생활권 L4블럭 중흥에스클래스,17,1700,세종특별자치시,세종,"최저 -1 층 ~ 최고 18층, 7동",일반분양,377,365,0,0,7638296,20141208,20130521
(주)신세종,"중흥건설(주),",세종 중흥에스클래스 리버뷰2차(3-2생활권 M4블록),17,1700,세종특별자치시,세종,"최저 -1 층 ~ 최고 29층, 12동",일반분양,674,656,0,0,8373249,20141201,20140519
에스케이에코플랜트(주),"에스케이에코플랜트(주),",휘경2구역 주택재개발(휘경 SK VIEW),01,0130,서울특별시,서울 동대문구,"최저 -3 층 ~ 최고 29층, 8동",재개발,900,369,357,174,15105856,20160105,
효성중공업(주),"진흥기업(주),효성중공업(주)",신사동19번지 주택재건축정비사업,01,0122,서울특별시,서울 은평구,"최저 -3 층 ~ 최고 15층, 6동",재건축,380,251,104,22,13576342,20151120,
삼성물산(주),"삼성물산(주),",래미안 길음 센터피스(길음2재정비촉진구역 주택재개발정비사업),01,0136,서울특별시,서울 성북구,"최저 -3 층 ~ 최고 39층, 24동",일반분양,2352,336,1383,633,16559415,20151103,
에이치디씨현대산업개발(주),"에이치디씨현대산업개발(주),",상아3차아파트 재건축정비사업(삼성동 센트럴 아이파크),01,0135,서울특별시,서울 강남구,"최저 -2 층 ~ 최고 31층, 4동",재건축,416,93,266,57,39643853,20151130,
삼성물산(주),"삼성물산(주),",사당1 주택재건축정비사업,01,0156,서울특별시,서울 동작구,"최저 -3 층 ~ 최고 25층, 6동",일반분양,668,416,182,70,20700014,20151201,
(주)에이케이네트워크,"한일개발(주),",청계 와이즈 노벨리아 신축공사,01,0130,서울특별시,서울 동대문구,"최저 -2 층 ~ 최고 20층, 2동",일반분양,102,99,0,0,15026934,20151126,20151202
삼성물산(주),"삼성물산(주),에이치디씨현대산업개발(주)",반포래미안아이파크(서초 한양 주택재건축),01,0137,서울특별시,서울 서초구,"최저 -2 층 ~ 최고 34층, 11동",일반분양,829,257,456,116,42429554,20151125,
코오롱글로벌(주),"코오롱글로벌(주),",청담진흥빌라 주택재건축정비사업,01,0135,서울특별시,서울 강남구,"최저 -3 층 ~ 최고 7층, 5동",재건축,114,70,44,0,38476748,20151103,
교보자산신탁(주),"(주)대림,에이치엔아이엔씨 (주)",현대썬앤빌 테헤란 도시형생활주택,01,0135,서울특별시,서울 강남구,"최저 -3 층 ~ 최고 8층, 1동",일반분양,67,49,0,0,27500232,20151030,
현대건설(주),"현대건설(주),",금호제20구역 주택재개발정비사업_힐스테이트 서울숲 리버,01,0133,서울특별시,서울 성동구,"최저 -3 층 ~ 최고 15층, 13동",재개발,643,73,421,104,20729231,20150901,
(주)하나자산신탁,"성보건설산업(주),",도봉숲 아뜨리움,01,0132,서울특별시,서울 도봉구,"최저 10 층 ~ 최고 15층, 5동",일반분양,172,172,0,0,12660769,20151221,
에이치디씨현대산업개발(주),"에이치디씨현대산업개발(주),",고덕주공4단지 주택재건축(고덕숲 IPARK),01,0134,서울특별시,서울 강동구,"최저 -3 층 ~ 최고 25층, 13동",재건축,687,250,410,27,19156612,20150818,
삼성물산(주),"삼성물산(주),",래미안 서초 에스티지 S(서초 우성2차 재건축),01,0137,서울특별시,서울 서초구,"최저 -2 층 ~ 최고 32층, 5동",일반분양,593,147,355,91,38499584,20151027,
에이치디씨현대산업개발(주),"삼성물산(주),현대건설(주),에이치디씨현대산업개발(주),",송파 헬리오시티(가락시영 주택재건축정비사업),01,0138,서울특별시,서울 송파구,"최저 -3 층 ~ 최고 35층, 84동",재건축,9510,1558,6551,1401,25318666,20151117,
(주)대우건설,"(주)대우건설,",삼호가든4차아파트 주택재건축정비사업_반포센트럴푸르지오써밋,01,0137,서울특별시,서울 서초구,"최저 -3 층 ~ 최고 35층, 8동",재건축,751,201,420,130,41399976,20151009,
삼성물산(주),"삼성물산(주),",답십리제18구역 주택재개발정비사업,01,0130,서울특별시,서울 동대문구,"최저 -3 층 ~ 최고 21층, 12동",일반분양,1009,580,257,172,15944520,20151027,
(주)미래도건설,"(주)미래도건설,(주)모아종합건설",서울 문래동 문래역 모아미래도,01,0150,서울특별시,서울 영등포구,"최저 -2 층 ~ 최고 18층, 4동",일반분양,222,199,0,23,16601150,20151007,
(주)무궁화신탁,"(주)유탑엔지니어링,보람종합건설(주)",송파구 방이동 도시형생활주택,01,0138,서울특별시,서울 송파구,"최저 1 층 ~ 최고 5층, 12동",일반분양,112,112,0,0,23673582,20150830,
현대건설(주),"현대건설(주),",대농신안 주택재건축정비사업_힐스테이트 청계,01,0130,서울특별시,서울 동대문구,"최저 -3 층 ~ 최고 30층, 8동",재건축,783,504,142,114,16505679,20150922,
우리자산신탁(주),"(주)모아주택산업,",서울 서대문구 남가좌동 상암 디엠씨 엘가 도시형생활주택,01,0120,서울특별시,서울 서대문구,"최저 -2 층 ~ 최고 15층, 1동",일반분양,288,288,0,0,19987711,20150724,
에스케이에코플랜트(주),"에스케이에코플랜트(주),",대치국제아파트 주택재건축정비사업(대치 SK VIEW),01,0135,서울특별시,서울 강남구,"최저 -2 층 ~ 최고 20층, 4동",재건축,239,41,198,0,39024941,20150908,
(주)포스코건설,"(주)포스코건설,",홍은제12구역 주택재개발정비사업조합,01,0120,서울특별시,서울 서대문구,"최저 -3 층 ~ 최고 20층, 8동",재개발,591,109,347,96,15019637,20150429,
(주)제이피홀딩스피에프브이,"롯데건설(주),",금천 롯데캐슬 골드파크(3차),01,0153,서울특별시,서울 금천구,"최저 -5 층 ~ 최고 47층, 6동",일반분양,1431,1057,0,179,14102781,20150420,
디엘이앤씨(주),"디엘이앤씨(주),",금호15구역주택재개발정비사업_e편한세상 금호파크힐스,01,0133,서울특별시,서울 성동구,"최저 -4 층 ~ 최고 21층, 0동",재개발,1330,207,986,137,18947685,20150828,
(주)포스코건설,"(주)포스코건설,",마포로1구역 제54지구 도시환경정비사업,01,0121,서울특별시,서울 마포구,"최저 -3 층 ~ 최고 23층, 2동",도시환경정비,124,86,38,0,19666546,20150624,20150630
지에스건설(주),"지에스건설(주),",염리제2구역 주택재개발_마포자이3차,01,0121,서울특별시,서울 마포구,"최저 -4 층 ~ 최고 25층, 12동",재개발,958,436,331,160,20735860,20151009,
보강건설(주),"보강건설(주),",구로구 온수동 도시형생활주택,01,0152,서울특별시,서울 구로구,"최저 -2 층 ~ 최고 7층, 1동",일반분양,48,48,0,0,10880257,20150310,
우리자산신탁(주),"에이치디씨아이앤콘스(주),",서울 마포구 아현동 애오개 아이파크,01,0121,서울특별시,서울 마포구,"최저 0 층 ~ 최고 0층, 0동",일반분양,159,125,0,0,19566777,20150226,
코리아신탁(주),"현대엔지니어링(주),",마곡13단지 힐스테이트 마스터,01,0157,서울특별시,서울 강서구,"최저 9 층 ~ 최고 16층, 22동",일반분양,1212,1194,0,0,15354998,20150202,
디엘이앤씨(주),"디엘이앤씨(주),",e편한세상 옥수 파크힐스 (옥수제13구역 주택재개발정비사업),01,0133,서울특별시,서울 성동구,"최저 4 층 ~ 최고 20층, 25동",재개발,1999,114,1522,340,20141130,20150828,
(주)대우건설,"(주)대우건설,",북아현1-2재정비촉진구역 주택재개발정비사업,01,0120,서울특별시,서울 서대문구,"최저 -5 층 ~ 최고 20층, 16동",재개발,940,315,462,163,20575325,20150407,20150401
디엘이앤씨(주),"디엘이앤씨(주),",묵1주택재건축정비사업(e편한세상 화랑대),01,0131,서울특별시,서울 중랑구,"최저 12 층 ~ 최고 25층, 11동",재건축,719,299,337,80,14425279,20150513,
지에스건설(주),"지에스건설(주),",역삼자이 (개나리6차아파트주택재건축정비사업),01,0135,서울특별시,서울 강남구,"최저 23 층 ~ 최고 31층, 3동",재건축,467,86,271,51,31499767,20140408,
두산건설(주),"두산건설(주),",월계제4구역 주택재개발 정비사업_녹천역두산위브,01,0139,서울특별시,서울 노원구,"최저 -2 층 ~ 최고 9층, 10동",재개발,330,168,102,56,12903345,20150626,
지에스건설(주),"지에스건설(주),",마포로1-55구역 도시환경정비사업(공덕파크자이),01,0121,서울특별시,서울 마포구,"최저 -3 층 ~ 최고 23층, 4동",일반분양,345,159,129,0,17635199,20150402,20130603
지에스건설(주),"지에스건설(주),",금호제13구역 주택재개발정비사업_신금호파크자이,01,0133,서울특별시,서울 성동구,"최저 -3 층 ~ 최고 21층, 10동",재개발,1174,84,874,198,19852352,20150417,
지에스건설(주),"지에스건설(주),",행당제6구역 주택재개발정비사업_서울숲리버뷰자이,01,0133,서울특별시,서울 성동구,"최저 -2 층 ~ 최고 39층, 7동",재개발,1057,294,564,176,21480041,20151012,
디엘이앤씨(주),"디엘이앤씨(주),",e편한세상 신촌 (북아현1-3재정비촉진구역 주택재개발정비사업),01,0120,서울특별시,서울 서대문구,"최저 -5 층 ~ 최고 35층, 20동",재개발,2010,625,959,326,20586750,20150415,
장위2구역주택재개발정비사업조합,"코오롱글로벌(주),",장위2구역 주택재개발정비사업(꿈의숲 코오롱하늘채),01,0136,서울특별시,서울 성북구,"최저 -3 층 ~ 최고 30층, 5동",재개발,529,335,86,92,14904378,20150512,
(주)이진주택,"동수토건(주),",정관 이진캐스빌 2차,02,0219,부산광역시,부산 기장군,"최저 -1 층 ~ 최고 10층, 3동",일반분양,262,258,0,0,8399954,20151217,20160105
(주)경동,"(주)경동,",영도 경동리인 아파트,02,0206,부산광역시,부산 영도구,"최저 -2 층 ~ 최고 20층, 2동",일반분양,123,123,0,0,8199643,20151209,20151228
(주)경동소재,"경동건설(주),",해운대 센텀 경동리인 아파트,02,0212,부산광역시,부산 해운대구,"최저 23 층 ~ 최고 23층, 3동",일반분양,232,232,0,0,12553640,20151026,
한국자산신탁(주),"디엘이앤씨(주),",e편한세상 사하2차,02,0204,부산광역시,부산 사하구,"최저 -3 층 ~ 최고 29층, 8동",일반분양,963,946,0,0,7799000,20150706,20150714
(주)엘시티피에프브이,"(주)포스코건설,",해운대 엘시티 더샵,02,0212,부산광역시,부산 해운대구,"최저 -5 층 ~ 최고 101층, 3동",일반분양,1443,882,0,0,27651688,20151028,
(주)협성건설,"(주)협성건설,",협성휴포레・부산진역 도시환경정비사업,02,0201,부산광역시,부산 동구,"최저 47 층 ~ 최고 47층, 3동",도시환경정비,960,726,62,0,12133998,20151027,
코리아신탁(주),"두산건설(주),",해운대 동백 두산위브제니스 (부산 해운대구 우동 동백역 주상복합),02,0212,부산광역시,부산 해운대구,"최저 -5 층 ~ 최고 46층, 2동",일반분양,408,353,0,0,13504155,20151208,
에스케이에코플랜트(주),"에스케이에코플랜트(주),",대연7구역 주택재개발정비사업(대연 SK VIEW Hills),02,0208,부산광역시,부산 남구,"최저 -4 층 ~ 최고 26층, 12동",재개발,1204,811,303,60,10742627,20150811,
(주)대우건설,"(주)대우건설,",대연6구역 주택재개발정비사업,02,0208,부산광역시,부산 남구,"최저 -3 층 ~ 최고 28층, 14동",재개발,1418,866,426,126,9800420,20150625,20150701
(주)포스코건설,"(주)포스코건설,",서대신2구역 주택재개발정비사업,02,0202,부산광역시,부산 서구,"최저 -3 층 ~ 최고 24층, 5동",재개발,444,277,129,22,10099521,20170714,
우리자산신탁(주),"(주)삼정기업,",부산 동래 삼정그린코아 포레스트,02,0207,부산광역시,부산 동래구,"최저 -2 층 ~ 최고 29층, 6동",일반분양,582,582,0,0,9668042,20150413,20150506
(주)포스코건설,"(주)포스코건설,",부산 광안맨션 주택재건축,02,0213,부산광역시,부산 수영구,"최저 -3 층 ~ 최고 30층, 2동",재건축,263,99,164,0,10231069,20150423,
(주)삼한종합건설,"(주)삼한종합건설,",범전동 삼한 골든뷰 센트럴파크,02,0214,부산광역시,부산 부산진구,"최저 57 층 ~ 최고 58층, 3동",일반분양,1580,1272,0,0,12308464,20150715,
대한토지신탁(주),"(주)신태양건설,",부산 감천동 감천 오펠리움 공동주택,02,0204,부산광역시,부산 사하구,"최저 -2 층 ~ 최고 24층, 4동",일반분양,145,145,0,0,7230939,20150527,20150604
지에스건설(주),"지에스건설(주),",우동6구역 주택재개발정비사업_해운대자이2차,02,0212,부산광역시,부산 해운대구,"최저 -3 층 ~ 최고 33층, 8동",재개발,825,488,253,70,11522126,20150625,
(주)케이티에스테이트,"롯데건설(주),",부산 영도구 롯데캐슬 블루오션,02,0206,부산광역시,부산 영도구,"최저 20 층 ~ 최고 25층, 5동",일반분양,385,381,0,0,8550508,20170419,20150623
삼정건설(주),"삼정건설(주),(주)삼정",부산 사직역 삼정그린코아 더 베스트 2차,02,0207,부산광역시,부산 동래구,"최저 29 층 ~ 최고 32층, 3동",일반분양,241,230,0,0,11198154,20150602,
삼정건설(주),"삼정건설(주),(주)삼정",동부산관광단지 삼정그린코아 더베스트,02,0219,부산광역시,부산 기장군,"최저 -1 층 ~ 최고 13층, 12동",일반분양,564,549,0,0,8940710,20151111,20150616
케이비부동산신탁(주),"효성중공업(주),",부산 동래구 온천동 부영/효성 해링턴플레이스,02,0207,부산광역시,부산 동래구,"최저 16 층 ~ 최고 49층, 4동",일반분양,857,762,0,0,10525359,20150526,
(주)경보종합건설,"(주)경보종합건설,",해운대 달맞이길 경보이리스힐 신축공사,02,0212,부산광역시,부산 해운대구,"최저 24 층 ~ 최고 24층, 4동",일반분양,230,230,0,0,10469328,20151006,
(주)동일,"(주)동일,",명장동 동일스위트,02,0207,부산광역시,부산 동래구,"최저 -3 층 ~ 최고 26층, 9동",일반분양,718,702,0,0,10729658,20150825,
롯데건설(주),"롯데건설(주),(주)태영건설",연산4구역 주택재건축정비사업,02,0211,부산광역시,부산 연제구,"최저 -3 층 ~ 최고 37층, 8동",재건축,1168,754,414,0,9899623,20150717,20150810
(주)새솔건설,"중흥토건(주),",부산광역시 강서구 명지동 명지지구 B3블럭 중흥에스클래스,02,0218,부산광역시,부산 강서구,"최저 -1 층 ~ 최고 20층, 12동",일반분양,768,750,0,0,8627089,20150304,20150323
(주)와이디홀딩스,"범양건영(주),",부산 문현동 범양레우스 더 퍼스트,02,0208,부산광역시,부산 남구,"최저 13 층 ~ 최고 20층, 5동",일반분양,224,224,0,0,8500000,20150227,20150303
교보자산신탁(주),"(주)한화건설,동광건설(주)",동래 한화 꿈에그린,02,0207,부산광역시,부산 동래구,"최저 46 층 ~ 최고 49층, 4동",일반분양,761,732,0,0,10499999,20150909,
에이치디씨현대산업개발(주),"에이치디씨현대산업개발(주),",부산명륜2구역 주택재개발정비사업(명륜2차아이파크),02,0207,부산광역시,부산 동래구,"최저 -3 층 ~ 최고 30층, 24동",재개발,2083,1436,446,176,9059860,20150915,20121110
화명1구역주택재개발정비사업조합,"디엘(주),디엘건설(주)",화명1구역주택재개발정비사업,02,0216,부산광역시,부산 북구,"최저 -3 층 ~ 최고 25층, 10동",재개발,811,529,201,68,9035906,20130627,20130628
(주)삼정,"(주)삼정,삼정건설(주)",부산 사직역 삼정그린코아 더 베스트,02,0207,부산광역시,부산 동래구,"최저 -4 층 ~ 최고 33층, 3동",일반분양,327,313,0,0,9700225,20151111,20140224
대방건설(주),"대방건설(주),",명지국제신도시 B10블럭 대방노블랜드 오션뷰(구A3블럭),02,0218,부산광역시,부산 강서구,"최저 1 층 ~ 최고 20층, 11동",일반분양,742,737,0,0,8341299,20150114,20130319
삼호동백아파트주택재건축정비사업조합,"(주)유림이엔씨,",달맞이 유림 노르웨이숲,02,0212,부산광역시,부산 해운대구,"최저 3 층 ~ 최고 18층, 6동",재건축,400,152,212,0,11512680,20150209,
디엘건설(주),"디엘건설(주),",대구 대신 2-3지구 주택재건축정비사업,03,0300,대구광역시,대구 중구,"최저 -2 층 ~ 최고 29층, 7동",재건축,467,305,162,0,11042897,20151231,
(주)하나자산신탁,"효성엔지니어링(주),효성중공업(주)",대구 읍내동 효성해링턴플레이스,03,0302,대구광역시,대구 북구,"최저 -1 층 ~ 최고 25층, 5동",일반분양,482,467,0,0,9637683,20151112,20151201
삼정프라퍼티(주),"(주)삼정,삼정건설(주)",대구 죽곡 삼정그린코아 더베스트,03,0311,대구광역시,대구 달성군,"최저 -5 층 ~ 최고 35층, 11동",일반분양,1083,929,0,0,9851781,20151125,20151214
(주)이소,"(주)태왕이앤씨,",태왕아너스 리버파크2차,03,0301,대구광역시,대구 동구,"최저 1 층 ~ 최고 12층, 1동",일반분양,92,78,0,0,9036914,20161122,20151229
(주)미도힐스,"(주)태왕이앤씨,",동촌역 태왕아너스 르네상스,03,0301,대구광역시,대구 동구,"최저 -2 층 ~ 최고 16층, 9동",일반분양,544,453,0,0,9945822,20151203,20151222
(주)솔로몬이앤씨,"(주)협성건설,",대구 달성죽곡・협성휴포레 아파트,03,0311,대구광역시,대구 달성군,"최저 23 층 ~ 최고 23층, 10동",일반분양,833,783,0,0,9979908,20151126,20151215
중흥산업개발(주),"중흥건설(주),",대구 테크노폴리스 A13블럭 중흥에스클래스,03,0311,대구광역시,대구 달성군,"최저 -2 층 ~ 최고 25층, 11동",일반분양,734,710,0,0,7914932,20150820,20150908
(주)동우씨엠건설,"(주)동우,",매천역 더 뉴클래스,03,0302,대구광역시,대구 북구,"최저 -1 층 ~ 최고 14층, 3동",일반분양,152,144,0,0,9329235,20161118,20151029
(주)솔로몬이앤씨,"(주)협성건설,",대구이시아폴리스 주거복합아파트,03,0301,대구광역시,대구 동구,"최저 19 층 ~ 최고 19층, 9동",일반분양,778,599,0,0,9439846,20150826,20150915
(주)서한,"(주)서한,",각산 서한이다음,03,0301,대구광역시,대구 동구,"최저 -2 층 ~ 최고 22층, 5동",일반분양,376,372,0,0,9729149,20150901,20150921
(주)백강,"(주)태왕이앤씨,",태왕아너스 리버파크,03,0301,대구광역시,대구 동구,"최저 -1 층 ~ 최고 12층, 2동",일반분양,139,132,0,0,8698622,20150416,20150506
대한토지신탁(주),"코오롱글로벌(주),",대구 동구 안심역 코오롱하늘채,03,0301,대구광역시,대구 동구,"최저 -2 층 ~ 최고 29층, 8동",일반분양,733,728,0,0,9001317,20150605,20150610
(주)웰메이드개발,"제일건설(주),",대구 제일풍경채 프라임,03,0311,대구광역시,대구 달성군,"최저 -1 층 ~ 최고 29층, 15동",일반분양,1478,1311,0,146,7553788,20150603,20141201
우리자산신탁(주),"(주)태왕이앤씨,",대구 만촌역 태왕아너스,03,0306,대구광역시,대구 수성구,"최저 1 층 ~ 최고 15층, 1동",일반분양,69,69,0,0,10198091,20150210,
(주)청민건설,"(주)협성건설,",협성휴포레・강북 아파트,03,0302,대구광역시,대구 북구,"최저 16 층 ~ 최고 25층, 8동",일반분양,756,756,0,0,8969245,20150122,20150210
현대건설(주),"현대건설(주),",수성지구우방타운 주택재건축사업,03,0306,대구광역시,대구 수성구,"최저 -3 층 ~ 최고 36층, 8동",재건축,783,281,497,0,12699747,20150828,
(주)동서개발,"(주)동서개발,",교대역 동서프라임 36.5(대명2동 주택재건축조합),03,0305,대구광역시,대구 남구,"최저 8 층 ~ 최고 18층, 4동",재건축,268,205,63,0,8286578,20150128,20150223
남해주택건설(주),"남해종합건설(주),남해종합개발,남해종합개발(주),",대구 테크노폴리스 남해오네뜨 2차,03,0311,대구광역시,대구 달성군,"최저 -1 층 ~ 최고 21층, 11동",일반분양,759,759,0,0,2721714,20150211,20131217
(주)케이티디,"에이치엔아이엔씨 (주),",대구 북죽곡 현대 썬앤빌,03,0311,대구광역시,대구 달성군,"최저 -2 층 ~ 최고 33층, 3동",일반분양,283,283,0,0,7448571,20150318,20141111
신천3동주택재건축정비사업조합,"(주)반도건설,",신천3동 주택재건축정비사업,03,0301,대구광역시,대구 동구,"최저 -3 층 ~ 최고 24층, 9동",재건축,767,563,201,0,9699740,20150521,20150602
(주)한라,"(주)한라,",대구 세천 한라비발디,03,0311,대구광역시,대구 달성군,"최저 -3 층 ~ 최고 33층, 9동",일반분양,1219,1204,0,0,6386120,20150610,20130618
(주)코람코자산신탁,"(주)정우건설산업,",인천 논현동 이안 라온파미에하우스,04,0405,인천광역시,인천 남동구,"최저 -1 층 ~ 최고 4층, 18동",일반분양,298,298,0,0,14396046,20151222,
(주)피에프브이민,"(주)포스코건설,",송도 더샵 센트럴시티(송도 국제도시 RM2 BL),04,0406,인천광역시,인천 연수구,"최저 -2 층 ~ 최고 47층, 15동",일반분양,2848,2610,0,0,12761420,20150707,
케이비부동산신탁(주),"아이에스동서(주),",청라 센트럴 M1블럭 에일린의 뜰,04,0404,인천광역시,인천 서구,"최저 27 층 ~ 최고 37층, 10동",일반분양,2029,1163,0,0,11522084,20151111,
명주산업개발(주),"수양종합건설(주),",인천논현 한양수자인 아르디에 신축공사,04,0405,인천광역시,인천 남동구,"최저 -1 층 ~ 최고 4층, 31동",일반분양,236,236,0,0,10620433,20150902,
서인천개발(주),"에스케이에코플랜트(주),",인천 당하동 검단 SK VIEW 신축공사,04,0404,인천광역시,인천 서구,"최저 -2 층 ~ 최고 18층, 8동",일반분양,530,530,0,0,9900699,20150626,20150626
(주)호반산업,"(주)호반산업,(주)호반건설",인천 서창2지구 9블럭 호반베르디움,04,0405,인천광역시,인천 남동구,"최저 1 층 ~ 최고 25층, 9동",일반분양,619,600,0,0,9140807,20150721,20150513
디에스종합건설(주),"디에스종합건설(주),대성베르힐건설(주)",인천 가정택지지구 7블럭 대성베르힐,04,0404,인천광역시,인천 서구,"최저 1 층 ~ 최고 25층, 12동",일반분양,1177,1147,0,0,10094077,20150713,
(주)서해종합건설,"(주)서해종합건설,","인천 동춘2구역 1-2,3블럭 서해그랑블 신축공사",04,0406,인천광역시,인천 연수구,"최저 -2 층 ~ 최고 23층, 14동",일반분양,1052,1043,0,0,10502333,20150421,
(주) 청라주택개발전문위탁관리부동산투자회사,"지에스건설(주),",청라파크자이 더테라스 2단지 (청라지구 LA2BL 연립주택 신축공사),04,0404,인천광역시,인천 서구,"최저 -1 층 ~ 최고 4층, 18동",일반분양,392,376,0,0,10314549,20150325,
(주) 청라주택개발전문위탁관리부동산투자회사,"지에스건설(주),",청라지구 LA1BL 연립주택 신축공사(청라파크자이더테라스1단지),04,0404,인천광역시,인천 서구,"최저 -1 층 ~ 최고 4층, 17동",일반분양,273,270,0,0,10280170,20150325,
골드클래스(주),"보광건설(주),보광종합건설(주)",청라IFEZ 청라2차 골드클래스(A23블럭),04,0404,인천광역시,인천 서구,"최저 -1 층 ~ 최고 15층, 6동",일반분양,278,269,0,0,10429954,20150309,
송도알씨원피에프브이(주),"(주)호반건설,",송도 5공구 1단지 RC-1블록 호반베르디움아파트,04,0406,인천광역시,인천 연수구,"최저 -1 층 ~ 최고 33층, 9동",일반분양,1153,1153,0,0,11800446,20150121,
두산건설(주),"두산건설(주),",가좌두산위브트레지움 (가좌주공2단지 주택재건축정비사업_인천),04,0404,인천광역시,인천 서구,"최저 -2 층 ~ 최고 27층, 16동",재건축,1769,785,972,0,9714478,20151015,20151016
에스케이에코플랜트(주),"에스케이에코플랜트(주),",인천 SK Sky VIEW,04,0402,인천광역시,인천 미추홀구,"최저 -2 층 ~ 최고 40층, 26동",일반분양,4069,3971,0,0,8929372,20150616,20131111
송도국제도시개발(유),"(주)포스코건설,",송도 더샵 마스터뷰 23-1블럭,04,0406,인천광역시,인천 연수구,"최저 -2 층 ~ 최고 34층, 5동",일반분양,486,478,0,0,12705497,20121127,
미래도건설(주),"미래도이엔씨(주),",광주 동구 학동 무등산 모아미래도,05,0501,광주광역시,광주 동구,"최저 -1 층 ~ 최고 4층, 3동",일반분양,48,48,0,0,8757474,20151223,20151223
계림5-2구역주택재개발정비사업조합,"두산건설(주),",계림5-2구역 주택재개발정비사업_푸른길두산위브,05,0501,광주광역시,광주 동구,"최저 15 층 ~ 최고 20층, 9동",재개발,661,427,159,57,8755980,20151210,20151211
(주)에이치원,"(주)광신종합건설,",광주 동림동 광신프로그레스 아파트,05,0500,광주광역시,광주 북구,"최저 -1 층 ~ 최고 20층, 3동",일반분양,234,234,0,0,8524662,20151203,20151221
온드림씨앤케이(주),"산이건설(주),",광주 북구 용두동 산이고운아파트,05,0500,광주광역시,광주 북구,"최저 -1 층 ~ 최고 23층, 3동",일반분양,244,220,0,0,8468006,20151126,20151214
(주)삼라,"우방건설(주),",광주시 용두동 우방아이유쉘,05,0500,광주광역시,광주 북구,"최저 -1 층 ~ 최고 25층, 9동",일반분양,256,256,0,0,8444154,20151125,20151214
대라주택건설(주),"대라수건설(주),",광주 신창동 대라수아파트,05,0506,광주광역시,광주 광산구,"최저 -1 층 ~ 최고 20층, 4동",일반분양,180,166,0,0,8194214,20150825,20150914
(주)행복건설,"중우건설(주),",광주 소태동 수안채휴,05,0501,광주광역시,광주 동구,"최저 -1 층 ~ 최고 5층, 4동",일반분양,84,84,0,0,8096022,20151012,20151014
케이비부동산신탁(주),"한국건설(주),(주)유탑엔지니어링",어등산 한국아델리움 1단지,05,0506,광주광역시,광주 광산구,"최저 5 층 ~ 최고 5층, 9동",일반분양,335,320,0,0,8314234,20150715,20150804
(주)베스트산업개발,"거인건설(주),",광주 북구 본촌동 베스트클래스아파트,05,0500,광주광역시,광주 북구,"최저 -1 층 ~ 최고 10층, 1동",일반분양,50,50,0,0,6771448,20151008,20151027
미래주택건설(주),"미래종합건설(주),",용두동 미래 하이클래스 아파트,05,0500,광주광역시,광주 북구,"최저 -1 층 ~ 최고 14층, 1동",일반분양,64,64,0,0,7568942,20150904,20150922
대라주택건설(주),"대라수건설(주),",광주 운암대라수 도시형생활주택,05,0500,광주광역시,광주 북구,"최저 2 층 ~ 최고 13층, 1동",일반분양,64,64,0,0,7409584,20150826,20150828
(주)해인주택산업,"(주)다온건설,",송정역 숲안애 아파트,05,0506,광주광역시,광주 광산구,"최저 1 층 ~ 최고 15층, 1동",일반분양,82,82,0,0,6953138,20150625,20150714
고운하이스카이(주),"고운건설(주),",첨단연제 고운하이플러스 신축공사,05,0500,광주광역시,광주 북구,"최저 0 층 ~ 최고 18층, 5동",일반분양,259,254,0,0,8008651,20150619,20150707
(주)모아주택산업,"덕평산업개발(주),",광주 소촌동 모아엘가 에듀퍼스트,05,0506,광주광역시,광주 광산구,"최저 13 층 ~ 최고 15층, 4동",일반분양,252,233,0,0,7306086,20150630,20150513
한국종합건설(주),"한국건설(주),",용봉동 한국아델리움 in 비엔날레,05,0500,광주광역시,광주 북구,"최저 12 층 ~ 최고 19층, 7동",일반분양,402,398,0,0,8653770,20150916,20150428
(주)토담주택산업,"(주)토담건설,",광주 진월동 토담휴로스 에듀파크,05,0503,광주광역시,광주 남구,"최저 -1 층 ~ 최고 12층, 2동",일반분양,72,70,0,0,7753771,20150521,20150522
(주)지인씨앤씨,"(주)지인종합건설,",광주 상무 지오스테이션,05,0502,광주광역시,광주 서구,"최저 -2 층 ~ 최고 19층, 1동",일반분양,80,80,0,0,8502672,20150507,20150526
신성토건(주),"신성토건(주),",광주 운암동 신성포레힐,05,0500,광주광역시,광주 북구,"최저 1 층 ~ 최고 20층, 6동",일반분양,222,216,0,0,8030362,20150304,20141113
에코종합건설(주),"(주)가도건설,",광주 수완지구 수안채리치,05,0506,광주광역시,광주 광산구,"최저 -1 층 ~ 최고 4층, 5동",일반분양,73,68,0,0,9246908,20150227,20150316
