시행업체명,시공업체명,사업구분명,지역구분코드,지역상세구분코드,지역구분코드명,지역상세구분코드명,사업규모내용,사업구분명,총세대수,일반분양세대수,조합원세대수,임대보증세대수,분양가격,모집공고승인일자,분양개시일자
(주)삼라,"동아건설산업(주),에스엠상선(주) 건설부문,(주)우방,",평택 통복지구 B-1블럭 주상복합 신축공사,07,0750,경기도,경기 평택시,"최저 4 층 ~ 최고 47층, 4동",일반분양,533,499,0,0,12414986,20210531,
(주)대경피에프브이,"우미건설(주),",화성 태안3지구 우미린 센트포레 B-1BL,07,0745,경기도,경기 화성시,"최저 10 층 ~ 최고 15층, 12동",일반분양,662,650,0,0,11252942,20210517,
교보자산신탁(주),"동광건설(주),(주)디케이",용인시 기흥구 보정동 죽전테라스139 도시형생활주택,07,0790,경기도,경기 용인시 기흥구,"최저 -2 층 ~ 최고 4층, 12동",일반분양,139,139,0,0,24107137,20210427,
(주)하이아트,"(주)금강주택,",동탄2신도시 C2BL 금강펜테리움 주상복합,07,0745,경기도,경기 화성시,"최저 4 층 ~ 최고 38층, 8동",일반분양,513,380,0,0,15259159,20210614,
대방개발기업(주),"대방건설(주),",파주운정신도시 디에트르 라 포레(A37BL),07,0713,경기도,경기 파주시,"최저 -1 층 ~ 최고 15층, 6동",일반분양,297,297,0,0,12969887,20210426,
대방개발기업(주),"대방건설(주),",파주운정신도시 디에트르 더 클래스(A35BL),07,0713,경기도,경기 파주시,"최저 -2 층 ~ 최고 15층, 9동",일반분양,512,512,0,0,12979930,20210426,
(주)호반호텔앤리조트,"(주)호반건설,",오산 세교지구 Cd-1블록 호반써밋,07,0747,경기도,경기 오산시,"최저 -2 층 ~ 최고 4층, 10동",일반분양,208,208,0,0,14649016,20210330,20210426
(주)호반산업,"(주)호반산업,",오산 세교2지구 A2블록 호반써밋,07,0747,경기도,경기 오산시,"최저 0 층 ~ 최고 0층, 0동",일반분양,867,867,0,0,12091942,20210325,20210426
한국자산신탁(주),"현대건설(주),",힐스테이트 라피아노 삼송 3단지,07,0712,경기도,경기 고양시 덕양구,"최저 -1 층 ~ 최고 3층, 24동",일반분양,144,144,0,0,29453513,20210408,
한국자산신탁(주),"현대건설(주),",힐스테이트 라피아노 삼송 1단지,07,0712,경기도,경기 고양시 덕양구,"최저 -1 층 ~ 최고 3층, 47동",일반분양,277,277,0,0,27188155,20210408,
디비산업개발(주),"대방건설(주),",김포마송택지지구 디에트르 (B-4BL),07,0715,경기도,경기 김포시,"최저 -1 층 ~ 최고 18층, 6동",일반분양,539,539,0,0,10542126,20210322,
(주)하나자산신탁,"(주)한라,",양평역 한라비발디,07,0776,경기도,경기 양평군,"최저 -2 층 ~ 최고 20층, 8동",일반분양,1602,1602,0,0,12576255,20210323,
(주)무궁화신탁,"(주)에이치디한울종합건설,",부천 심곡본동 660-2번지 공동주택 신축공사,07,0719,경기도,경기 부천시,"최저 -2 층 ~ 최고 15층, 2동",일반분양,66,66,0,0,14995905,20210315,
(주)포스코건설,"(주)포스코건설,",경기도 광주오포 고산1지구 C2블록 아파트,07,0764,경기도,경기 광주시,"최저 22 층 ~ 최고 25층, 13동",일반분양,1475,1475,0,0,13676342,20210203,
(주)하나자산신탁,"(주)한화건설,",한화 포레나 수원장안,07,0740,경기도,경기 수원시 장안구,"최저 -2 층 ~ 최고 27층, 11동",일반분양,1069,1063,0,0,18430269,20210315,
(주)하나자산신탁,"지에스건설(주),",가평 자이,07,0777,경기도,경기 가평군,"최저 -3 층 ~ 최고 29층, 6동",일반분양,505,505,0,0,10117617,20210222,
교보자산신탁(주),"지에스건설(주),",평택 영신도시개발사업지구 A-3BL 공동주택 신축공사(평택지제역자이),07,0750,경기도,경기 평택시,"최저 -2 층 ~ 최고 27층, 10동",일반분양,1052,1052,0,0,14189994,20210715,
(주)흥화,"(주)흥화,",안성아양 흥화하브(아양지구B-5BL),07,0756,경기도,경기 안성시,"최저 -1 층 ~ 최고 25층, 4동",일반분양,474,474,0,0,10953017,20211101,
교보자산신탁(주),"현대건설(주),",경기 가평군 가평읍 읍내리 205-2 일원 공동주택(힐스테이트 가평 더뉴클래스),07,0777,경기도,경기 가평군,"최저 -2 층 ~ 최고 23층, 7동",일반분양,451,451,0,0,10879581,20211018,
케이비부동산신탁(주),"에이치디씨현대산업개발(주),",광주시 송정지구 B1블럭(행정타운 아이파크),07,0764,경기도,경기 광주시,"최저 -2 층 ~ 최고 25층, 10동",일반분양,828,828,0,0,15608942,20211108,20211217
중흥건설(주),"중흥건설(주),",오산 세교2지구 A-9블럭 중흥S-클래스 에듀하이,07,0747,경기도,경기 오산시,"최저 -2 층 ~ 최고 25층, 8동",일반분양,670,659,0,0,11673324,20210930,20211020
(주)태우디앤씨,"동문건설(주),",파주 문산역 2차 동문 더 이스트(파주 문산읍 선유리 878-1외),07,0713,경기도,경기 파주시,"최저 2 층 ~ 최고 29층, 15동",일반분양,1506,1503,0,0,10900790,20211018,
아시아신탁(주),"에스엠상선(주) 건설부문,우방산업(주)",양평 병산2지구 공동주택 신축사업,07,0776,경기도,경기 양평군,"최저 -2 층 ~ 최고 18층, 3동",일반분양,219,219,0,0,12898592,20211005,
신영부동산신탁(주),"(주)대우건설,",경기 포천시 소흘읍 태봉공원 푸르지오 파크몬트,07,0787,경기도,경기 포천시,"최저 -2 층 ~ 최고 20층, 8동",일반분양,623,623,0,0,11587512,20210930,
우리자산신탁(주),"현대건설(주),",화성시 봉담 내리지구 A2블록(힐스테이트 봉담 프라이드시티),07,0745,경기도,경기 화성시,"최저 -3 층 ~ 최고 35층, 17동",일반분양,2333,2333,0,0,13219778,20210913,
여주 교동 지역주택조합,"동부건설(주),",여주 교동 지역주택조합 공동주택 신축공사,07,0769,경기도,경기 여주시,"최저 2 층 ~ 최고 20층, 6동",지역조합,404,175,229,0,11500136,20211026,20211122
(주)무궁화신탁,"강산건설(주),",화성 송산그린시티 EB5블럭(송산리안비채),07,0745,경기도,경기 화성시,"최저 -1 층 ~ 최고 3층, 10동",일반분양,131,131,0,0,20556971,20210824,
(주)무궁화신탁,"강산건설(주),",화성 송산그린시티 EB4블럭(송산리안비채),07,0745,경기도,경기 화성시,"최저 -1 층 ~ 최고 3층, 10동",일반분양,128,128,0,0,20772293,20210824,
우리자산신탁(주),"(주)한화건설,",한화 포레나 수원원천,07,0743,경기도,경기 수원시 영통구,"최저 -2 층 ~ 최고 20층, 2동",일반분양,157,157,0,0,18869898,20210906,
(주)한국토지신탁,"에쓰와이이앤씨(주),",포천 리버포레 세영리첼,07,0787,경기도,경기 포천시,"최저 -1 층 ~ 최고 20층, 6동",일반분양,454,454,0,0,9676670,20210730,20210830
(주)하나자산신탁,"에스케이에코플랜트(주),",판교 SK VIEW 테라스 도시형생활주택(성남 판교대장 도시개발사업 B1블럭),07,0763,경기도,경기 성남시 분당구,"최저 -1 층 ~ 최고 4층, 16동",일반분양,292,292,0,0,34645904,20210915,
(주)서희건설,"(주)서희건설,",경기 광주시 탄벌동 탄벌4지구(2BL) 지역주택조합 아파트 신축공사,07,0764,경기도,경기 광주시,"최저 2 층 ~ 최고 23층, 4동",지역조합,351,82,269,0,15639679,20220207,
(주)서희건설,"(주)서희건설,",경기 광주시 탄벌동 탄벌4지구(1BL) 지역주택조합 아파트 신축공사,07,0764,경기도,경기 광주시,"최저 2 층 ~ 최고 24층, 5동",지역조합,416,90,326,0,15639802,,20220207
(주)서희건설,"(주)서희건설,",경기 안성시 공도스타허브 지역주택조합,07,0756,경기도,경기 안성시,"최저 2 층 ~ 최고 29층, 9동",지역조합,829,165,621,0,11998588,20211124,20211227
우리자산신탁(주),"동문건설(주),",평택시 신촌지구 A5블럭 동문굿모닝힐 5단지(지제역 동문 디 이스트),07,0750,경기도,경기 평택시,"최저 -2 층 ~ 최고 27층, 12동",일반분양,741,741,0,0,13483468,20210917,20211026
(주)트러스트투,"제일건설(주),제이아이건설(주)",파주 운정3지구 A10BL 제일풍경채 2차 그랑베뉴,07,0713,경기도,경기 파주시,"최저 -1 층 ~ 최고 23층, 7동",일반분양,660,660,0,0,12761588,20210726,
(주)지행파트너스,"동부건설(주),",동두천 지행동 691-2 공동주택 신축사업_지행역 센트레빌 파크뷰,07,0783,경기도,경기 동두천시,"최저 -1 층 ~ 최고 20층, 5동",일반분양,314,314,0,0,10204015,20210625,20210726
중흥에스클래스(주),"중흥토건(주),",파주 운정신도시 A11블록 중흥S-클래스 에듀하이,07,0713,경기도,경기 파주시,"최저 0 층 ~ 최고 0층, 0동",일반분양,761,750,0,0,12363807,20210726,
(주)새솔건설,"중흥토건(주),",파주 운정신도시 A9블록 중흥S-클래스 에듀파크,07,0713,경기도,경기 파주시,"최저 -2 층 ~ 최고 18층, 9동",일반분양,457,450,0,0,12606998,20210726,
(주)하나자산신탁,"현대엔지니어링(주),",용인 고림진덕지구 D2BL(힐스테이트 용인 고진역 2차),07,0792,경기도,경기 용인시 처인구,"최저 -3 층 ~ 최고 30층, 11동",일반분양,1358,1358,0,0,11729412,20210806,
(주)하나자산신탁,"현대엔지니어링(주),",용인 고림진덕지구 D1BL(힐스테이트 용인 고진역 1차),07,0792,경기도,경기 용인시 처인구,"최저 -2 층 ~ 최고 29층, 11동",일반분양,1345,1345,0,0,11729807,20210623,20210806
교보자산신탁(주),"지에스건설(주),",화성시 봉담 내리지구 A1블록(봉담자이 프라이드시티),07,0745,경기도,경기 화성시,"최저 -4 층 ~ 최고 35층, 11동",일반분양,1701,1701,0,0,13229366,20210705,
케이비부동산신탁(주),"(주)안강건설,",경기도 광주시 태전동 131-1 일원 단지형 연립주택 신축공사 (라시에라 태전),07,0764,경기도,경기 광주시,"최저 -2 층 ~ 최고 4층, 10동",일반분양,76,76,0,0,26867156,20210526,
대한토지신탁(주),"디엘이앤씨(주),",옥산지구 1블럭 e편한세상 연천 웰스하임,07,0786,경기도,경기 연천군,"최저 -1 층 ~ 최고 23층, 6동",일반분양,499,499,0,0,8742504,20210527,20210628
아시아신탁(주),"(주)포스코건설,",서1구역A1BL 공동주택 건설사업,07,0747,경기도,경기 오산시,"최저 -2 층 ~ 최고 29층, 6동",일반분양,927,927,0,0,12899795,20210712,
교보자산신탁(주),"지에스건설(주),",경기 광주 고산2지구 C4블럭(오포자이 디 오브 C-4BL),07,0764,경기도,경기 광주시,"최저 -2 층 ~ 최고 23층, 7동",일반분양,448,448,0,0,13769947,20210614,
교보자산신탁(주),"현대엔지니어링(주),",수원시 서둔동 225-30 도시형 생활주택(힐스테이트 수원 테라스),07,0741,경기도,경기 수원시 권선구,"최저 -2 층 ~ 최고 4층, 13동",일반분양,279,257,0,0,28499610,20210614,
(주)한국토지신탁,"동아건설산업(주),우방산업(주)",이천 진암지구 우방 아이유쉘 메가하이브,07,0767,경기도,경기 이천시,"최저 -1 층 ~ 최고 23층, 6동",일반분양,421,413,0,0,9183659,20210514,20210608
코리아신탁(주),"(주)한양,",화성 향남 상신지구 A1-1블럭 한양 수자인 디에스티지,07,0745,경기도,경기 화성시,"최저 2 층 ~ 최고 27층, 11동",일반분양,945,945,0,0,12972948,20210707,
교보자산신탁(주),"지에스건설(주),",경기 광주 고산2지구 C3블럭(오포자이 디 오브 C-3BL),07,0764,경기도,경기 광주시,"최저 -2 층 ~ 최고 23층, 6동",일반분양,447,447,0,0,13769966,20210628,
(주)무궁화신탁,"(주)포스코건설,",양평 빈양지구 공동주택 신축공사(더샵 양평 리버포레),07,0776,경기도,경기 양평군,"최저 -4 층 ~ 최고 23층, 6동",일반분양,453,453,0,0,12599853,20210531,
대방건설동탄 (주),"대방건설(주),",화성동탄2지구_디에트르 퍼스티지,07,0745,경기도,경기 화성시,"최저 -6 층 ~ 최고 49층, 3동",일반분양,531,531,0,0,13671786,20210531,
교보자산신탁(주),"남광토건(주),",수원대우연립 주택재건축정비사업(북수원 하우스토리),07,0740,경기도,경기 수원시 장안구,"최저 -1 층 ~ 최고 14층, 2동",재건축,135,60,74,0,17902983,20211213,
코리아신탁(주),"금호건설(주),",경기 포천 금호 어울림,07,0787,경기도,경기 포천시,"최저 2 층 ~ 최고 29층, 6동",일반분양,579,579,0,0,10338346,20210524,
(주)우미종합건설,"(주)우미개발,",화성 태안3지구 우미린 센트포레 B-2BL,07,0745,경기도,경기 화성시,"최저 -1 층 ~ 최고 15층, 11동",일반분양,658,650,0,0,10950301,20210520,
(주)신일,"(주)신일,",금촌역 신일해피트리 지역주택조합,07,0713,경기도,경기 파주시,"최저 2 층 ~ 최고 23층, 3동",일반분양,496,148,152,0,13769887,20220106,
우리자산신탁(주),"(주)태영건설,",용인 드마크 데시앙(용인8구역 주택재개발정비사업),07,0792,경기도,경기 용인시 처인구,"최저 -3 층 ~ 최고 37층, 8동",재개발,1356,1069,158,68,11779996,20210329,
(주)하나자산신탁,"지에스건설(주),",화성 봉담읍 동화지구 A3블럭(봉담자이 라피네),07,0745,경기도,경기 화성시,"최저 -2 층 ~ 최고 25층, 8동",일반분양,750,750,0,0,11955279,20210614,
(주)이지아산산업,"(주)라인건설,(주)라인산업",양주 옥정지구 A-23BL 이지더원,07,0782,경기도,경기 양주시,"최저 -1 층 ~ 최고 10층, 28동",일반분양,960,930,0,0,11452855,20210303,
디비건설(주),"대방건설(주),",양주시 옥정동 양주신도시 옥정A-2BL 대방3차,07,0782,경기도,경기 양주시,"최저 -2 층 ~ 최고 37층, 8동",일반분양,1086,1086,0,0,10660000,20200921,
(주)하나자산신탁,"디엘(주),디엘건설(주)",평택 모산영신지구 A3블럭(e편한세상 지제역),07,0750,경기도,경기 평택시,"최저 -2 층 ~ 최고 28층, 16동",일반분양,1516,1516,0,0,12605386,20200921,
두산건설(주),"두산건설(주),",인정프린스주택재건축정비사업(반월역 두산위브 더 센트럴),07,0789,경기도,경기 안산시 상록구,"최저 3 층 ~ 최고 34층, 7동",재건축,734,207,478,33,17669792,20211206,
(주)대우건설,"(주)대우건설,",과천지식정보타운 S4블럭(과천 푸르지오 어울림 라비엔오),07,0727,경기도,경기 과천시,"최저 -2 층 ~ 최고 35층, 7동",일반분양,679,679,0,0,23764996,20201122,
비에스아이시티피에프브이(주),"보성산업(주),",의정부 고산지구 C1블럭 공동주택 신축공사,07,0780,경기도,경기 의정부시,"최저 -1 층 ~ 최고 25층, 2동",일반분양,240,240,0,0,12010150,20210215,
비에스아이시티피에프브이(주),"보성산업(주),",의정부 고산지구 C3블럭 공동주택 신축공사,07,0780,경기도,경기 의정부시,"최저 -1 층 ~ 최고 25층, 10동",일반분양,1134,1134,0,0,11911760,20210215,
(주)보성,"(주)한양,",의정부 고산지구 C-4블럭 공동주택 신축공사,07,0780,경기도,경기 의정부시,"최저 -2 층 ~ 최고 25층, 12동",일반분양,1033,1033,0,0,12286449,20210222,
(주)대우건설,"지에스건설(주),현대건설(주),(주)대우건설,",비산초교주변지구 주택재개발정비사업_평촌 엘프라우드,07,0731,경기도,경기 안양시 동안구,"최저 -4 층 ~ 최고 29층, 35동",재개발,2784,689,1691,339,26189928,20211011,
중봉건설(주),"중흥토건(주),",고양 덕은지구 A2블럭 중흥S-클래스,07,0712,경기도,경기 고양시 덕양구,"최저 0 층 ~ 최고 0층, 12동",일반분양,903,503,0,391,18573525,20191217,
우리자산신탁(주),"현대건설(주),",힐스테이트 비산 파크뷰,07,0731,경기도,경기 안양시 동안구,"최저 -2 층 ~ 최고 29층, 6동",일반분양,313,303,0,0,20259773,20191125,
(주)펜테리움개발,"(주)금강주택,",파주 운정3지구 A-32BL 금강펜테리움,07,0713,경기도,경기 파주시,"최저 -1 층 ~ 최고 15층, 15동",일반분양,796,778,0,0,13159907,20211210,
(주)한화건설,"(주)한화건설,",고잔연립8구역 주택재건축정비사업,07,0788,경기도,경기 안산시 단원구,"최저 -3 층 ~ 최고 29층, 3동",재건축,474,158,288,0,16229855,20210428,20210430
현대건설(주),"현대건설(주),",서정연립 주택재건축정비사업조합_힐스테이트 평택 더퍼스트,07,0750,경기도,경기 평택시,"최저 -3 층 ~ 최고 15층, 17동",재건축,1120,698,409,0,14119977,,20220117
교보자산신탁(주),"지에스건설(주),",망포5지구 영통자이,07,0743,경기도,경기 수원시 영통구,"최저 1 층 ~ 최고 27층, 8동",일반분양,660,653,0,0,17970725,20200520,
(주)대광건영,"(주)대광건영,",고덕국제화계획지구 A-44블록 대광로제비앙,07,0750,경기도,경기 평택시,"최저 -1 층 ~ 최고 23층, 9동",일반분양,669,639,0,0,12589248,20200107,
과천개발(주),"(주)한양,",과천시 갈현동 641 공동주택 건설사업,07,0727,경기도,경기 과천시,"최저 3 층 ~ 최고 20층, 4동",일반분양,174,174,0,0,25943996,20211227,
(주)김포마송파주운정3주택위탁관리부동산투자회사,"디엘이앤씨(주),",e편한세상 운정 어반프라임,07,0713,경기도,경기 파주시,"최저 -1 층 ~ 최고 20층, 15동",일반분양,1010,1010,0,0,12070370,20190830,20190930
(주) 성남대장일피에프브이,"제일건설(주),",성남 대장지구 A-7・8블럭 제일풍경채,07,0763,경기도,경기 성남시 분당구,"최저 -3 층 ~ 최고 20층, 7동",일반분양,462,444,0,0,22998140,20190905,
(주) 성남대장일피에프브이,"제일건설(주),",성남 대장지구 A-5블럭 제일풍경채,07,0763,경기도,경기 성남시 분당구,"최저 -2 층 ~ 최고 20층, 8동",일반분양,612,589,0,0,22985287,20190905,
한신공영(주),"한신공영(주),",선부동2구역 주택재건축정비사업조합,07,0788,경기도,경기 안산시 단원구,"최저 -2 층 ~ 최고 29층, 4동",재건축,387,275,85,17,15789462,20211014,20211115
현대건설(주),"에스케이에코플랜트(주),코오롱글로벌(주),현대건설(주),",융창아파트주변지구 주택재개발정비사업_평촌트리지아,07,0731,경기도,경기 안양시 동안구,"최저 -5 층 ~ 최고 34층, 22동",재개발,2448,913,1298,196,23510000,20210726,
(주)세종이엔지,"중흥토건(주),",화성 봉담2지구 B-2블록 중흥S-클래스,07,0745,경기도,경기 화성시,"최저 -2 층 ~ 최고 25층, 10동",일반분양,797,784,0,0,10865990,20190708,
덕소7구역 주택재개발정비사업조합,"덕소7구역 주택재개발정비사업조합,라온건설(주)",덕소7구역 주택재개발정비사업,07,0772,경기도,경기 남양주시,"최저 -2 층 ~ 최고 26층, 5동",재개발,295,237,53,3,15129919,20210518,
대방건설(주),"대방건설(주),",파주 운정신도시 A-28블럭 대방노블랜드 1차,07,0713,경기도,경기 파주시,"최저 2 층 ~ 최고 20층, 11동",일반분양,855,820,0,0,11937644,20190709,
(주)포스코건설,"(주)포스코건설,",하남C구역 주택재개발정비사업(더샵 하남에디피스),07,0765,경기도,경기 하남시,"최저 -2 층 ~ 최고 25층, 10동",재개발,998,596,325,50,20000338,20211101,
(주)서희건설,"(주)서희건설,",도곡1구역 주택재개발정비사업,07,0772,경기도,경기 남양주시,"최저 -4 층 ~ 최고 19층, 7동",재개발,429,274,126,19,15709998,20210412,20210517
이룰디앤씨(주),"라온건설(주),",이천 송정동 라온프라이빗,07,0767,경기도,경기 이천시,"최저 -2 층 ~ 최고 25층, 13동",일반분양,803,790,0,0,9115572,20181011,20181010
코리아신탁(주),"(주)한양,",진흥로얄아파트지구 주택재건축정비사업,07,0731,경기도,경기 안양시 동안구,"최저 2 층 ~ 최고 29층, 4동",재건축,310,68,236,0,18848010,20190722,
코오롱글로벌(주),"코오롱글로벌(주),",수원 곡반정동 명당2단지 지역주택조합 공동주택 신축공사,07,0741,경기도,경기 수원시 권선구,"최저 2 층 ~ 최고 15층, 28동",지역조합,1841,435,1398,0,14838535,20191119,20191216
우리자산신탁(주),"동문건설(주),",평택시 신촌지구 A3블럭 동문굿모닝힐 3단지 신축공사,07,0750,경기도,경기 평택시,"최저 -1 층 ~ 최고 27층, 14동",일반분양,1134,1134,0,0,9978091,20210331,20201123
교보자산신탁(주),"지에스건설(주),",일산자이 3차,07,0716,경기도,경기 고양시 일산동구,"최저 -2 층 ~ 최고 32층, 22동",일반분양,1371,1333,0,0,15792178,20190107,
(주)하나자산신탁,"(주)포스코건설,",판교대장 도시개발사업 A12블럭 판교 더샵 포레스트,07,0763,경기도,경기 성남시 분당구,"최저 -4 층 ~ 최고 20층, 9동",일반분양,550,542,0,0,20927437,20190114,
(주)하나자산신탁,"(주)포스코건설,",판교대장 도시개발사업 A11블럭 판교 더샵 포레스트,07,0763,경기도,경기 성남시 분당구,"최저 -3 층 ~ 최고 20층, 7동",일반분양,456,448,0,0,20805044,20190114,
광명제2R구역주택재개발정비사업조합,"롯데건설(주),(주)대우건설,현대엔지니어링(주),",광명2R구역주택재개발정비사업(베르몬트로 광명),07,0723,경기도,경기 광명시,"최저 -3 층 ~ 최고 35층, 26동",재개발,3432,726,2422,168,20006020,20211105,
삼성물산(주),"삼성물산(주),",부천송내 1-2구역 주택재개발(래미안 어반비스타),07,0719,경기도,경기 부천시,"최저 -4 층 ~ 최고 29층, 8동",재개발,854,497,267,67,15996252,20181128,20181224
선부동3구역 주택재건축정비사업조합,"중흥토건(주),",선부동3구역 주택재건축정비사업,07,0788,경기도,경기 안산시 단원구,"최저 -2 층 ~ 최고 29층, 9동",재건축,1043,869,90,47,14183310,20210322,
지에스건설(주),"지에스건설(주),",송산생활권1구역 주택재건축정비사업_탑석센트럴자이,07,0780,경기도,경기 의정부시,"최저 -3 층 ~ 최고 35층, 16동",재건축,2573,818,1566,175,12736852,20181128,
지에스건설(주),"지에스건설(주),",예술공원입구주변지구 주택재개발정비사업_아르테자이,07,0730,경기도,경기 안양시 만안구,"최저 -3 층 ~ 최고 28층, 12동",재개발,1036,545,408,62,20520016,20191223,
지에스건설(주),"지에스건설(주),",과천주공6단지주택재건축정비사업_과천자이,07,0727,경기도,경기 과천시,"최저 -3 층 ~ 최고 35층, 27동",재건축,2099,783,1316,0,34155450,20190521,
(주)건일아이앤디,"석미건설(주),",철원 아데나 퍼스티어,08,0869,강원도,강원 철원군,"최저 1 층 ~ 최고 20층, 5동",일반분양,230,230,0,0,7971211,20211124,20211220
대한토지신탁(주),"대우조선해양건설(주),",강원 평창군 하리 공동주택 신축공사(평창스위트엠 엘크루),08,0832,강원도,강원 평창군,"최저 -2 층 ~ 최고 15층, 3동",일반분양,191,191,0,0,8700078,,20211122
티에스리빙(주),"(주)호반산업,",남원주 역세권 투자선도지구 A-1블록 호반써밋,08,0820,강원도,강원 원주시,"최저 -2 층 ~ 최고 29층, 12동",일반분양,465,465,0,0,10498599,20211206,
한아건설(주),"혜림건설(주),모아건설산업(주)",춘천 학곡지구 모아엘가 그랑데,08,0800,강원도,강원 춘천시,"최저 -2 층 ~ 최고 29층, 7동",일반분양,762,762,0,0,12126139,20211108,
(주)하나자산신탁,"지에스건설(주),",강원 동해자이,08,0840,강원도,강원 동해시,"최저 -3 층 ~ 최고 20층, 9동",일반분양,670,670,0,0,10278709,20211108,
(주)무궁화신탁,"극동건설(주),",홍천 갈마곡리 공동주택 신축공사(극동스타클래스),08,0850,강원도,강원 홍천군,"최저 -1 층 ~ 최고 20층, 3동",일반분양,210,210,0,0,10855272,20220118,
경남기업(주),"경남기업(주),",강릉역 경남아너스빌 더 센트로,08,0810,강원도,강원 강릉시,"최저 -3 층 ~ 최고 24층, 8동",지역조합,456,116,340,0,13000501,20220117,
케이비부동산신탁(주),"태원건설산업(주),",더 리치먼드 평창(평창군 대관령면 횡계리 259번지 일원),08,0832,강원도,강원 평창군,"최저 -1 층 ~ 최고 20층, 4동",일반분양,270,270,0,0,10051165,20220127,
(주)선,"에스지건설(주),",정선 벨라시티 공동주택 신축사업,08,0833,강원도,강원 정선군,"최저 -2 층 ~ 최고 29층, 2동",일반분양,161,161,0,0,9383907,20210422,20210524
대신자산신탁(주),"대우조선해양건설(주),",속초 영랑호 엘크루 라테라,08,0817,강원도,강원 속초시,"최저 -1 층 ~ 최고 4층, 15동",일반분양,200,200,0,0,12206385,20210604,20210705
한국자산신탁(주),"금호건설(주),",홍천 금호어울림 더퍼스트,08,0850,강원도,강원 홍천군,"최저 -6 층 ~ 최고 20층, 9동",일반분양,580,580,0,0,9094043,20210302,20210330
한국자산신탁(주),"코오롱글로벌(주),코오롱하우스비전(주)",강릉 교동하늘채 스카이파크(교동2공원 민간공원특례),08,0810,강원도,강원 강릉시,"최저 -4 층 ~ 최고 25층, 8동",일반분양,688,688,0,0,11625963,20211022,
(주)동양개발산업,"(주)동양건설산업,",원주 기업도시 EG the1 3차 공동주택,08,0820,강원도,강원 원주시,"최저 -2 층 ~ 최고 29층, 16동",일반분양,1554,1516,0,0,9989942,20210915,20211018
교보자산신탁(주),"금강종합건설(주),",강원도 속초시 동명동 공동주택 신축공사(속초 동명 휴티스 오션시티),08,0817,강원도,강원 속초시,"최저 -1 층 ~ 최고 20층, 1동",일반분양,90,90,0,0,12698908,20211108,
신영부동산신탁(주),"우호건설(주),",강릉시 송정동 245번지 코니스오션 송정(도시형생활주택),08,0810,강원도,강원 강릉시,"최저 -1 층 ~ 최고 10층, 1동",일반분양,136,136,0,0,11936424,,20210730
(주)하나자산신탁,"롯데건설(주),",강릉 롯데캐슬 시그니처(강릉 교동7공원 아파트 신축공사),08,0810,강원도,강원 강릉시,"최저 -3 층 ~ 최고 29층, 13동",일반분양,1305,1305,0,0,12043389,20210823,
(주)한국토지신탁,"금강종합건설(주),",강릉 영진 코아루 휴티스 디오션,08,0810,강원도,강원 강릉시,"최저 -1 층 ~ 최고 29층, 3동",일반분양,217,217,0,0,8323001,20210624,20210726
(주)하나자산신탁,"대상건설(주),",평창진부 웰라움 더퍼스트,08,0832,강원도,강원 평창군,"최저 -1 층 ~ 최고 25층, 4동",일반분양,265,265,0,0,9002043,,20210715
대한토지신탁(주),"(주)케이씨씨건설,",동해 프라우드 스위첸 아파트,08,0840,강원도,강원 동해시,"최저 -2 층 ~ 최고 25층, 5동",일반분양,431,431,0,0,9164054,20210506,20210607
신영부동산신탁(주),"두산건설(주),",삼척 센트럴 두산위브,08,0845,강원도,강원 삼척시,"최저 4 층 ~ 최고 36층, 6동",일반분양,736,736,0,0,7936634,20210226,20210315
근화지역주택조합,"신동아건설(주),",근화지역주택조합,08,0800,강원도,강원 춘천시,"최저 -3 층 ~ 최고 42층, 2동",지역조합,320,157,163,0,12199708,20210712,
코리아신탁(주),"태원건설산업(주),",철원군 갈말읍 지포리 공동주택 신축사업,08,0869,강원도,강원 철원군,"최저 1 층 ~ 최고 15층, 4동",일반분양,184,184,0,0,7951918,20210324,20210424
아시아신탁(주),"에이치디씨현대산업개발(주),",속초 조양동 아이파크,08,0817,강원도,강원 속초시,"최저 -2 층 ~ 최고 29층, 6동",일반분양,588,578,0,0,9215776,20200219,20200324
(주)한국토지신탁,"대상건설(주),",영월코아루에듀타운,08,0830,강원도,강원 영월군,"최저 2 층 ~ 최고 20층, 5동",일반분양,285,279,0,0,8486026,20181005,20181029
한국자산신탁(주),"(주)포스코건설,",원주 더샵 센트럴파크 3단지,08,0820,강원도,강원 원주시,"최저 -5 층 ~ 최고 28층, 8동",일반분양,687,687,0,0,9660313,20190312,20190409
한국자산신탁(주),"(주)포스코건설,",원주 더샵 센트럴파크 1단지,08,0820,강원도,강원 원주시,"최저 -2 층 ~ 최고 28층, 8동",일반분양,936,936,0,0,9984482,20190312,20190409
(주)한국토지신탁,"남광토건(주),금광기업(주)",횡성 코아루 하우스토리,08,0825,강원도,강원 횡성군,"최저 -1 층 ~ 최고 20층, 7동",일반분양,381,374,0,0,7480456,20190418,20190507
(주)유승종합건설,"(주)유승종합건설,",강릉 유천지구 S-1블럭 유승한내들,08,0810,강원도,강원 강릉시,"최저 -2 층 ~ 최고 39층, 5동",일반분양,798,788,0,0,8959852,20180516,20180612
