Date_x,"BPS(지배, Adj.)(원/주)",BPS증가율(YoY)(비율),BS_Accounts Payable,"BS_Accumulated Intangible Amort, Suppl.","BS_Curr Derivative Liab. Hedging, Suppl.","BS_Goodwill, Net",BS_Income Taxes Payable,BS_Intangibles - Gross,"BS_Intangibles, Net",BS_Inventories - Finished Goods,BS_Inventories - Raw Materials,BS_Land/Improvements - Gross,BS_Long Term Investments,BS_Minority Interest - Non Redeemable,BS_Note Receivable - Long Term,BS_Notes Receivable - Short Term,BS_Number of Common Shareholders,BS_Other Comprehensive Income,"BS_Other Current liabilities, Total",BS_Other Equity,BS_Other Long Term Assets,"BS_Other Long Term Assets, Total",BS_Other Long Term Liabilities,BS_Other Property/Plant/Equipment - Gross,BS_Pension Benefits - Underfunded,BS_Prepaid Expenses,BS_Provision for Doubtful Accounts,BS_Receivables - Other,BS_Reserves,BS_Restricted Cash - Current,BS_Total Common Shares Outstanding,BS_Total Inventory,BS_Total Preferred Shares Outstanding,BS_Translation Adjustment,BS_Unrealized Gain (Loss),CAPEX(천원),CF_Acquisition of Business,CF_Cash Interest Paid,CF_Cash Taxes Paid,CF_Cash from Financing Activities,CF_Foreign Exchange Effects,"CF_Investment, Net","CF_Issuance (Retirement) of Debt, Net","CF_Issuance (Retirement) of Stock, Net","CF_Long Term Debt, Net",CF_Net Cash - Beginning Balance,CF_Net Cash - Ending Balance,CF_Net Change in Cash,CF_Other Financing Cash Flow,CF_Other Investing Cash Flow,"CF_Other Investing Cash Flow Items, Total",CF_Purchase/Acquisition of Intangibles,CF_Sale of Business,"CF_Short Term Debt, Net",CF_Total Cash Dividends Paid,CF_Total Debt Reduction,EBITDA2마진율(비율),EPS증가율(YoY)(비율),"FS_Accounts Receivable Turnover, TTM","FS_Average Inventory Days, TTM","FS_Average Payables Payment Days, TTM","FS_Average Receivables Collection Days, TTM",FS_Dividend Coverage - %,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","FS_Earnings Retention Rate, TTM",FS_Free Cash Flow Net of Dividends,"FS_Free Cash Flow Yield - %, TTM",FS_Income Tax Rate - %,FS_Income before Tax Margin - %,"FS_Income before Tax Margin - %, TTM",FS_Interest Coverage Ratio,"FS_Inventory Turnover, TTM",FS_Net Change in Cash - Total,"FS_Payables Turnover, TTM","FS_Pretax ROA - %, TTM","FS_Pretax ROE - %, TTM",FS_Shares used to calculate Diluted EPS - Total,FS_Total Debt Percentage of Total Equity,Free Cash Flow2(천원),Gross Investment (GI),"IS_Amort of Intangibles, Supplemental",IS_DPS - Common Stock Primary Issue,IS_Excise Tax Receipts,IS_Gross Dividends - Common Stock,IS_Income Tax - Total,"IS_Interest Expense, Net Non-Operating",IS_Interest Income - Non-Operating,IS_Interest/Invest Income - Non-Operating,IS_Investment Income - Non-Operating,IS_Other Tax,"IS_Other, Net","IS_Other, Net.1",IS_Selling/General/Administrative Expense,IS_Special DPS - Common Stock Primary Issue,IS_Total Adjustments to Net Income,Opex Margin,ROA(비율),ROE(지배)(비율),ROGI(%),매입채무회전율,매출액(천원),매출액이익률(비율),매출액증가율(YoY)(연도),매출원가(천원),매출채권회전율,매출총이익(천원),무형자산,무형자산감상비 누계,무형자산회전율s,부채비율(비율),부채총계(천원),비유동자산(천원),순부채(천원),순이익증가율(YoY)(비율),영업이익증가율(YoY)(연도),운전자본증감(천원),유형자산감상비 누계,이자보상율,인당매출s,인당순이익s,인당영업이익s,자기자본비율,자본금(천원),재고자산회전율(비율),채무총계,총자산회전율(비율),투자비 대비 매출 (Rev/GI)s,현금배당성향(%),EV_EBITDA
2009-07-01,3.341103885309189,-0.5305908030750357,588,30,12,725,80,61,31,3,3,69,666,66,663,430,722905,-66,623,0,624,27,42,259,31,133,-58,197,18,0,3914,6,1000,94,8,45.77,-2.7,1.6,264.3,-219.3,11.8,-4557.9,-1.4,1.1,-1.4,293.6,324.2,30.6,-1.6,-16.6,-373.8,0.0,0.5,-94.9,-217.5,-23.8,28.49,0.2857142857142856,2.82,5.41,415.46,129.76,419.53,1.25,0.68,173.59,5.17,14.29,26.09,23.82,552.98,67.69,23.97,0.88,30.51,42.28,3914.44,5.44,611.9,3868,2.0,0.02,0.0,81.1,57.5,-1.2,8.1,7.9,-0.2,-31.9,2.7,-10.4,393.2,0.11,-1.6,0.6572337249302265,26.15,36.62,0.4259036144578313,0.229421768707483,1540.7,92.64,-0.0317370537958773,134.9,-19.40428211586902,1405.8,70,-30,85.21857142857144,36.94747789911597,1421,2280,-435,0.1698178068064629,0.0520156046814044,694.5,-514,1050.64935064935,0.0445212905118345,0.008944927357059,0.0110747951966616,73.02069489272832,41,0.5168399865816841,111,1.28,1.765169248361154,0.2354136429608128,15.19
2009-10-01,4.676704987370039,-0.1660852051925563,611,32,12,741,97,62,30,2,3,71,841,71,663,468,722905,-25,635,0,624,34,42,274,31,137,-63,210,18,0,3914,5,1000,71,8,56.4,-2.7,2.4,264.3,-416.6,4.0,-7891.3,-99.3,1.1,-99.3,297.5,245.5,-52.0,-2.4,-17.0,-658.9,0.0,0.5,-94.9,-316.1,-23.8,29.71,0.4285714285714286,2.87,5.94,444.64,127.62,465.95,1.1,0.67,314.18,4.46,14.89,28.33,25.39,575.09,61.57,-85.3,0.82,31.15,42.49,3914.44,0.23,1019.5,4142,2.0,0.02,0.0,84.1,138.6,-1.2,10.1,9.8,-0.3,60.2,2.7,3.7,424.2,0.11,-1.6,0.6516737674984784,26.69,36.74,0.4347669256381798,0.2422258592471359,1643.0,93.2,0.0965761196022159,148.0,-20.69269521410579,1494.9,70,-32,87.28571428571429,31.45066791656902,1342,2527,-621,0.3972895863052783,0.2222222222222223,1160.4,-557,1174.285714285714,0.0425010955683391,0.009153386523466,0.0108993398766007,76.07416651809592,42,0.533961650958726,10,1.23,1.673155202312263,0.2123201211815198,17.54
2010-01-01,6.425820810245892,1.06143426738586,665,33,12,751,105,60,27,2,2,74,822,81,663,469,722905,-1,1209,0,624,37,42,289,31,172,-75,246,18,0,3914,4,1000,24,8,81.13,-2.7,3.5,403.0,-503.1,-9.9,-11835.1,-84.6,1.1,10.3,308.4,216.4,-91.9,-3.5,-8.1,-922.9,0.0,0.5,-94.9,-416.1,-23.8,30.23,0.5714285714285714,2.93,4.71,457.98,124.81,72.29,1.13,0.44,233.49,4.37,13.59,30.43,27.61,417.32,77.7,-40.64,0.8,33.14,47.63,3910.77,0.89,1344.0,3722,2.0,0.04,0.0,597.5,69.8,-1.2,17.8,35.5,17.7,-27.8,2.7,5.4,431.6,0.11,-4.3,0.6516148148148148,28.35,41.1,0.49353060632434,0.2350375939849624,1687.5,93.39,0.1679817275747508,156.3,-21.25314861460957,1531.2,70,-33,90.75285714285717,48.35031538088307,1993,2591,-927,0.624953445065177,0.3962820891118324,1564.7,-597,1229.090909090909,0.0429697538153658,0.0100052864726392,0.0114915464584333,67.4080130825838,44,0.4794034090909091,23,1.2,1.671054980936753,1.346630606265495,17.11
2010-04-01,7.412379046987111,1.732022635957543,694,34,12,721,116,60,26,2,3,71,1193,85,663,528,722905,-17,1332,0,624,38,42,290,31,186,-68,232,18,0,3914,5,1000,37,8,66.18,-2.7,0.6,403.0,-1.5,-1.3,-4189.7,-1.0,1.1,10.3,224.9,240.8,16.0,-0.6,35.1,-149.8,0.0,0.5,-1.0,-416.1,-23.8,29.32,0.375,2.86,5.27,451.06,127.96,486.94,1.38,0.47,188.99,4.36,17.21,28.49,28.36,838.79,69.4,15.99,0.8125,32.43,46.82,3914.44,0.5,168.7,4117,1.2,0.02,0.0,85.9,176.8,-1.2,19.8,20.3,0.5,82.4,2.7,0.3,453.6,0.11,-4.3,0.6630446834460584,27.55,40.06,0.4784308580425086,0.2220461095100864,1803.8,94.35,0.2175497806277422,154.1,-22.71788413098237,1649.6,70,-34,95.35714285714286,50.13999066728885,2149,2934,-695,0.3269901680938787,0.32875605815832,235.9,-598,1281.818181818182,0.0439080585274152,0.0104200702780452,0.0119842191090719,66.60450660450661,42,0.5159610983981693,21,1.14,1.686507661915417,0.2019275975552421,15.7
2010-07-01,6.585515001214233,0.971059633964301,717,38,12,754,110,66,27,3,3,74,774,91,663,542,722905,6,665,0,624,37,42,316,31,195,-64,274,18,0,3914,6,1000,39,8,86.68333333333334,9.5,3.9,403.0,-809.4,3.8,-7180.0,-1.8,0.0,10.3,222.8,283.0,60.2,-3.9,28.3,407.3,0.0,0.5,-1.8,-803.7,-23.8,29.91,0.3333333333333333,2.9,4.61,444.14,126.39,554.16,1.12,0.5,170.11,3.465,17.3,28.64,28.95,170.46,79.35,16.6,0.825,35.51,46.67,3914.44,0.43,458.6,4781,1.6,0.02,0.0,84.4,198.3,-1.2,18.0,15.7,-2.3,68.3,2.7,-3.8,459.4,0.11,-4.3,0.666366861539999,29.89,39.52,0.457879523644352,0.2905160390516039,2001.3,93.04,0.298955020445252,208.3,-25.20528967254408,1793.0,70,-38,101.9371428571429,31.08468320688948,1516,2631,-673,0.3737878342638847,0.3871446229913473,597.3,-653,1457.402597402598,0.0456656428460937,0.0109670087387455,0.0126680187099075,76.2865634287502,44,0.5328274760383387,21,1.23,1.706782553241324,0.1780966448617852,18.08
2010-10-01,6.605100569090547,0.4123406515759183,720,38,12,752,125,78,39,2,3,74,441,96,663,543,722905,8,711,0,624,27,42,325,31,180,-55,295,18,0,3914,5,1000,37,8,107.18666666666668,-0.2,4.9,403.0,-912.8,3.2,-10681.1,3.2,0.0,10.3,224.8,322.1,97.3,-6.7,38.3,144.6,0.0,0.5,3.2,-909.2,-23.8,30.01,0.4000000000000001,3.03,3.67,437.22,120.74,605.41,0.89,0.54,151.23,2.57,17.38,30.02,29.38,556.75,99.77,17.21,0.8375,36.17,46.39,3914.44,0.5,862.3,4602,1.5,0.02,0.0,87.4,225.2,-1.2,23.3,34.8,11.4,90.6,2.7,7.6,519.6,0.11,-4.3,0.6676704966641956,30.21,38.96,0.4880146386093321,0.2745833333333333,2158.4,93.41,0.3136944613511869,197.7,-27.18387909319899,1960.7,70,-38,109.3,29.72411186696901,1573,2375,-1302,0.3509443593670238,0.3395266533952666,1134.3,-693,1572.987012987013,0.047690878831134,0.0115409308790804,0.0132980944841643,77.08667152221413,44,0.4813559322033898,26,1.23,1.779127749449552,0.1632729310666916,21.27
2011-01-01,7.505964964784339,0.1680943472336125,578,38,12,726,76,78,70,3,2,74,242,103,663,207,665659,14,923,0,624,660,42,1617,31,230,-52,5,18,6,3914,5,1000,45,8,127.69,-1.4,5.8,497.7,-1024.3,6.7,-12267.2,-5.4,0.1,1.3,225.2,340.5,115.3,-7.7,139.0,80.3,0.0,1.6,-6.7,-1011.4,-23.8,30.65,0.3636363636363635,3.6,3.15,430.3,101.61,166.7,0.87,0.57,132.35,2.31,14.86,30.62,29.46,797.22,116.24,17.82,0.85,36.69,50.33,3914.44,0.3,1052.6,5088,2.2,0.09,0.0,346.4,102.6,-1.2,48.5,48.2,-0.3,3.7,2.7,4.9,538.4,0.11,-2.8,0.6710280373831776,30.59,42.34,0.5215209988649263,0.3475778546712803,2247.0,93.98,0.3315555555555556,200.9,-28.29974811083123,2046.2,70,-38,117.2928571428571,33.37572674418605,1837,3514,-1061,0.3298189319275728,0.3463651732882502,1454.2,-733,1321.784232365145,0.0484856088949215,0.0117425919837766,0.0135562326420187,74.97616128592834,44,0.5879120879120879,17,1.25,1.767369831207179,0.5895166780122532,20.13
2011-04-01,8.04983363753459,0.0859986498945415,688,43,12,756,133,80,37,2,3,74,322,108,688,587,671504,18,1039,0,32,76,45,362,28,54,-53,4,18,9,3914,5,1000,55,8,95.05,-1.4,1.0,497.7,-8.1,2.4,-1040.5,-7.1,0.1,1.3,346.7,332.6,-14.0,-1.0,-220.9,-263.7,0.0,1.6,-7.1,-1011.4,-23.8,28.09,0.2727272727272729,3.19,3.22,407.6475,114.57,411.25,1.49,0.69,258.44,2.44,21.64,28.84,29.56,598.5,113.63,-14.04,0.9075,36.03,50.1,3914.44,0.17,255.4,4960,1.8,0.03,0.0,131.4,301.7,-1.2,43.6,60.7,17.2,131.4,2.7,4.1,537.6,0.11,-2.8,0.6853407257230336,29.61,41.58,0.5367852814806654,0.3239825581395349,2416.9,93.44,0.3398935580441291,222.9,-30.43954659949622,2194.0,70,-43,126.0514285714286,35.31011045029737,2078,3077,-1608,0.2918260038240919,0.2814589665653495,350.6,-771,1041.845140032949,0.0494108357975479,0.0118559437212921,0.0136641710823279,73.90430742182595,44,0.495266393442623,10,1.22,1.816513493010716,0.2405271828665569,19.03
2011-07-01,8.735564140969172,0.3264815491815771,650,43,12,743,122,77,34,0,3,68,227,101,711,434,688564,-95,729,0,102,148,58,347,33,21,-43,3,18,3,3914,4,1000,105,8,94.67,-50.7,2.9,497.7,-421.9,14.6,-1383.9,143.2,0.1,-0.1,342.5,363.1,20.6,-8.9,-79.9,-23.6,0.0,1.6,143.3,-556.2,-23.8,29.09,0.0833333333333334,3.18,3.04,384.995,114.97,391.89,1.5,0.68,-336.94,2.275,28.72,28.07,29.35,327.01,120.5,34.1,0.965,37.96,49.34,3914.44,2.58,451.5,5095,2.0,0.03,0.0,128.3,409.9,-1.2,40.8,21.5,-19.3,177.9,2.7,3.3,560.0,0.11,-2.8,0.690879773469147,30.07,39.44,0.5192183070068854,0.3476923076923077,2542.7,93.79,0.2705241592964573,226.0,-32.02392947103274,2316.7,70,-43,133.7857142857143,33.3037772654726,1878,3003,-1211,0.0757219251336898,0.2279451078239172,642.3,-745,1789.61038961039,0.0497383779062878,0.0114739291354586,0.0136357141973788,75.01662897432486,40,0.5637915742793791,148,1.29,1.896976956602185,0.2521619496855346,15.88
2011-10-01,7.712237054460123,0.1676184145553465,680,43,12,700,89,76,33,0,3,63,210,99,726,230,666496,-168,713,0,257,309,64,327,34,157,-42,2,18,3,3914,3,1000,167,8,109.57,-48.7,4.1,497.7,-692.2,38.5,-2694.9,-2.7,0.1,-0.3,329.1,401.1,72.1,-6.5,-52.2,14.5,0.0,1.6,-2.4,-683.0,-23.8,31.0,0.0,3.32,2.53,362.3425,110.23,477.34,1.43,0.67,150.39,2.11,24.71,28.53,28.97,794.03,144.71,48.54,1.0225,38.05,48.85,3914.44,0.23,711.3,5141,1.9,0.03,0.0,115.7,366.9,-1.2,37.0,-22.9,-59.9,160.2,2.7,4.8,546.5,0.11,-2.8,0.6910662824207493,29.43,38.1,0.5581237811762291,0.3786764705882353,2602.5,93.18,0.2057542624166049,257.5,-32.77707808564232,2345.0,70,-43,140.13,31.40613847251963,1760,3079,-1114,0.0436425467598715,0.2559445178335535,1012.6,-726,1975.584415584415,0.0493877571570987,0.0109559245571812,0.0136903742938564,76.09994568169473,37,0.6079187105816398,13,1.31,1.934187954146363,0.2069767441860465,16.26
2012-01-01,7.580855169074607,0.0099774252400097,639,43,12,723,80,76,32,0,3,63,113,110,604,276,656319,-26,1275,0,560,887,58,1739,43,160,-38,2,18,3,3914,3,1000,153,8,114.52,0.0,4.7,850.3,-826.7,31.4,-4428.8,-7.1,2.0,-0.3,323.7,416.7,93.0,-10.6,-101.8,-150.6,0.0,1.6,-6.9,-810.9,-23.8,29.76,0.0,3.81,2.37,339.69,96.08,91.63,1.51,0.53,222.56,2.43,22.7,28.48,28.48,1230.0,154.57,21.07,1.08,37.62,50.54,3914.44,0.42,1038.8,5382,1.9,0.08,0.0,623.7,170.8,-1.2,39.1,14.0,-25.2,-25.1,2.7,5.1,563.4,0.08,-5.1,0.6887921241953805,28.44,38.56,0.538567335243553,0.4045383411580595,2641.0,93.92,0.1753449043168669,258.5,-33.26196473551637,2382.5,32,-43,190.56125,39.72484952708513,2310,3592,-1138,-0.0062047569803516,0.1508397425835819,1458.3,-791,1904.415584415585,0.0491438782573379,0.0104514493417318,0.0135557890844361,71.56923076923077,38,0.5830022075055188,25,1.32,1.983270368974266,1.072570937231298,15.42
2012-04-01,7.477184286161833,-0.0711380355368612,649,34,12,668,170,64,30,0,4,60,134,105,548,306,634743,-45,1375,0,343,672,64,362,45,192,-36,0,18,9,3914,4,1000,193,8,97.4,0.0,1.2,850.3,13.9,19.2,-1557.1,15.2,2.0,-0.3,369.4,553.1,183.8,-1.2,18.7,-195.3,0.0,1.6,15.2,-810.9,-23.8,29.08,0.1428571428571428,3.45,2.55,379.31,106.19,565.03,1.38,0.57,377.68,2.59,21.12,28.63,28.44,622.42,143.76,184.02,0.96,36.73,50.42,3914.44,0.64,345.9,4960,2.0,0.03,0.0,108.8,333.1,-1.2,48.4,32.3,-16.1,144.9,2.7,1.0,602.0,0.08,-5.1,0.6889905259719046,27.89,38.61,0.5932258064516128,0.3924499229583975,2754.9,94.66,0.1398485663453184,254.7,-34.69647355163728,2500.1,32,-34,242.1247321428571,43.41045415595544,2533,3234,-1553,0.1372802960222017,0.1944971537001898,443.3,-768,1962.077922077922,0.0485219732350019,0.0103065521839702,0.0135379172455187,69.72992351816444,35,0.5370175438596492,38,1.29,2.051415530264589,0.174891496543964,15.33
2012-07-01,6.358997900135481,-0.2720564124402413,737,38,12,726,108,67,30,2,2,63,170,117,846,370,633461,-10,720,0,33,394,64,390,51,174,-40,0,18,3,3914,4,1000,171,8,100.58,-29.8,3.9,850.3,-778.0,11.2,-2488.4,31.0,2.0,-0.1,365.5,367.8,2.3,-13.4,-100.8,57.4,0.0,1.6,31.1,-795.6,-23.8,28.41,0.2307692307692308,3.56,2.18,375.92,102.88,584.9,1.36,0.61,416.45,3.09,22.65,28.72,28.6,276.13,168.15,-177.84,0.97,39.62,50.95,3914.44,0.85,711.7,6109,1.8,0.03,0.0,106.6,368.9,-1.2,39.6,53.8,14.2,146.9,2.7,3.1,612.9,0.08,-5.1,0.6799858931405396,30.61,39.68,0.5374509103891467,0.3994572591587517,2835.5,93.94,0.1151531836237072,294.4,-35.71158690176322,2541.0,32,-38,294.4098214285714,28.96199489259426,1928,3466,-1304,0.2396102604891628,0.0992743105950653,910.4,-854,1407.806691449814,0.0476045067499152,0.0103874322550874,0.0132434533576521,77.54222481071636,37,0.5543499511241446,57,1.39,2.016508882613502,0.1692600825658939,14.69
2012-10-01,6.352885546644883,-0.1762590410818743,757,39,12,705,73,67,28,2,3,60,164,120,861,598,639674,-20,682,0,190,545,71,414,55,179,-38,0,18,3,3914,5,1000,195,8,143.54,-29.9,5.3,850.3,-874.5,26.2,-3848.3,64.0,2.0,0.2,366.4,355.6,-10.8,-11.8,-436.9,-373.4,0.0,1.6,63.9,-926.7,-23.8,29.0,0.2142857142857142,3.46,2.29,407.0,105.65,604.55,1.65,0.63,386.99,3.75,21.88,28.6,28.61,554.82,159.73,-13.12,0.9,38.89,49.57,3914.44,1.32,1210.9,6571,1.8,0.03,0.0,108.4,371.5,-1.2,50.0,35.2,-14.7,173.1,2.7,4.1,617.3,0.08,-5.1,0.6871883003100149,30.31,38.93,0.5224726775956284,0.4109643328929987,2967.6,94.12,0.1402881844380404,311.1,-37.37531486146095,2656.6,32,-39,349.96875,28.36143536532641,1968,3644,-1137,0.1866401158580739,0.0641598737838546,1553.0,-868,2102.337662337663,0.0469396394546132,0.0103536295544946,0.012806444717352,77.9050185247558,36,0.5643971091669836,93,1.36,1.961905170541534,0.1634745890514251,13.79
2013-01-01,8.87857243907907,0.1711834932948435,787,39,12,680,76,66,26,2,2,63,178,128,979,863,639674,8,1195,0,452,509,82,575,64,176,-35,0,18,3,3914,4,1000,179,8,143.35,-29.9,8.8,887.2,-1054.2,8.8,-6156.5,14.5,0.0,-0.2,366.8,338.8,-28.0,-19.3,-358.1,-634.4,0.0,1.6,14.7,-1049.4,-23.8,28.21,0.1333333333333335,3.4,1.91,368.73,107.8,141.23,1.12,0.65,359.12,3.27,23.01,28.92,28.72,228.61,191.8,-17.25,0.99,38.7,52.07,3914.44,0.59,1651.8,6709,6.1,0.12,-0.1,469.7,201.8,-1.2,53.4,73.1,19.7,4.4,2.7,5.0,638.0,0.08,-4.1,0.684054339224479,30.11,40.85,0.5162517575055827,0.406861499364676,3032.8,93.63,0.1483528966300645,320.2,-38.19647355163728,2712.6,32,-39,362.2125,34.98595505617978,2491,3826,-1226,0.1574748525841136,0.089470812875068,2137.2,-922,1092.749658002736,0.0468507244534277,0.0103532604953455,0.0126254494144513,74.08178129226928,36,0.5246151184916105,43,1.35,1.923244882988455,0.6956457345971563,16.73
2013-04-01,7.066322435675612,-0.0549487393598966,787,39,12,715,133,64,26,2,2,58,158,120,571,741,639674,-18,1321,0,410,813,70,414,39,218,-37,1,18,7,3914,4,1000,233,8,139.12,-79.9,1.2,887.2,-5.1,22.0,-2711.9,3.1,0.0,16.9,329.7,384.9,55.1,-8.2,106.3,-151.5,0.0,1.6,-13.8,-1049.4,-23.8,28.6,0.125,3.16,2.0,367.07,115.7,490.43,1.3,0.74,247.14,3.16,24.04,28.35,28.64,718.07,183.22,55.2,1.0,36.36,50.14,3917.46,0.75,189.8,6455,6.1,0.04,-0.1,140.2,219.5,-1.2,58.5,43.7,-14.8,-3.6,2.7,1.6,655.4,0.08,-4.1,0.7465925672948553,28.02,38.96,0.5666579062636882,0.2044472681067344,3220.9,93.35,0.1691531453047297,160.9,-40.56549118387909,3060.1,32,-39,376.775,37.97324224309707,2668,3688,-1350,0.118431755327802,0.1498543817844851,330.0,-877,2043.764705882353,0.0469654455613435,0.0102659729895563,0.0126041238160579,72.47782133278317,33,0.5366377874041987,54,1.27,1.866799032684864,0.2021629416005768,15.33
2013-07-01,7.034392296904414,0.1062108224244804,797,41,12,393,166,66,24,1,3,55,461,101,601,710,639674,-22,899,0,384,805,112,559,43,197,-41,1,18,3,3914,4,1000,288,8,113.69,-76.4,3.4,887.2,-688.6,41.4,-5569.3,-14.6,0.0,19.9,312.4,296.2,-16.2,-10.1,877.8,-47.5,0.0,1.6,-10.7,-663.9,-23.8,31.62,0.1875,3.26,1.9,348.04,112.12,591.37,1.24,0.71,-111.4,2.75,25.45,29.87,28.98,497.64,193.02,-65.13,1.05,40.16,51.45,3917.46,0.49,678.4,6995,6.1,0.03,-0.1,126.3,257.1,-2.0,48.4,-10.5,-59.0,-22.9,3.4,5.5,675.0,0.08,-4.1,0.7569621001596405,30.62,39.5,0.5333028083028083,0.1845671267252196,3382.6,94.09,0.1929465702697937,147.1,-42.60201511335012,3235.5,32,-41,393.871875,31.05307976156685,2188,3714,-857,0.1984279756175811,0.3432796408766834,931.1,-882,2642.597402597402,0.0473277925517132,0.0103580089742475,0.0131131632364565,76.30495993069093,31,0.6132342277012328,35,1.39,1.886221761849384,0.167640031855588,17.67
2013-10-01,7.061649412335797,0.1115656594923593,834,44,12,393,106,67,23,2,2,56,440,108,789,532,639674,-7,813,0,194,629,114,582,50,204,-44,1,18,8,3917,4,1000,284,8,123.48,-75.5,4.5,887.2,-817.0,41.1,-11652.8,-22.5,0.0,-0.2,307.1,286.1,-21.0,-11.2,1060.2,-643.9,0.0,1.6,-18.5,-783.3,-23.4,31.4,0.2941176470588234,3.43,2.19,398.3,106.75,680.73,1.0,0.76,622.56,2.89,23.33,32.94,30.16,898.93,167.31,-4.91,0.92,41.63,52.46,3917.46,0.32,1398.8,6948,6.1,0.03,-0.1,126.4,264.0,-1.1,50.5,107.7,57.3,11.1,3.4,2.4,734.9,0.08,-4.1,0.7523280176929343,31.64,40.16,0.5484873141504549,0.1393285371702638,3436.4,94.98,0.157972772610864,116.2,-43.27959697732997,3320.2,32,-44,408.521875,27.61421319796954,2176,3797,-1796,0.3130434782608695,0.2635285396590068,1775.0,-943,959.3808630393996,0.0473312430303118,0.0107268027053252,0.0134234384277831,78.36117740652347,32,0.5493844924060751,26,1.38,1.929189374728044,0.145655681032496,17.95
2014-01-01,7.716245771918645,-0.1309136885615124,923,46,12,396,112,68,22,1,2,58,379,118,1214,526,598756,5,1486,0,258,328,124,635,46,193,-50,1,18,4,3917,3,0,258,8,140.48,-74.9,6.3,887.2,-939.4,35.7,-14849.3,-2.5,-16.6,-0.2,304.9,243.0,-61.8,-12.9,372.8,-1083.0,0.0,1.6,1.4,-907.4,-23.2,31.04,0.2941176470588234,3.46,1.5,404.35,105.83,135.9,1.21,0.67,475.97,3.21,22.97,32.59,31.05,523.99,244.11,-40.11,0.91,42.58,56.93,3917.46,0.59,1924.9,6719,6.1,0.16,-0.3,634.6,261.3,-2.0,64.8,112.4,47.6,6.9,3.4,4.1,759.5,0.08,-5.5,0.7440414804629312,32.41,43.61,0.5855674709562109,0.1451787648970748,3490.8,94.42,0.1510155631759431,134.0,-43.9647355163728,3356.8,32,-46,422.834375,36.46786193438224,2990,4040,-2428,0.3002697033263411,0.2804206309464197,2442.5,-1021,926.4492753623188,0.0479686658353261,0.0111986023421045,0.0139353577484603,73.27732594512467,33,0.4884970612930311,49,1.37,1.996681487414805,0.7241812164783751,16.03
2014-04-01,9.099472773617205,0.2877239690729176,934,48,12,396,196,69,21,1,3,58,395,119,553,929,598756,-13,3319,0,9,602,124,659,51,4,-55,102,20,5,3917,4,0,263,8,135.02,-74.9,1.3,887.2,-27.6,2.2,-2139.3,-20.7,-16.6,-0.1,245.5,346.7,101.2,-6.9,48.1,-493.3,0.0,0.0,-20.6,-907.4,0.0,28.73,0.3333333333333333,3.18,1.81,412.06,115.24,63.17,1.37,0.31,660.11,3.39,22.19,32.58,32.01,684.55,202.42,101.18,0.89,41.94,62.78,3917.46,0.45,619.8,4996,6.1,0.04,-0.2,1474.4,267.4,-1.5,83.1,129.4,46.3,-0.2,4.9,1.4,774.9,0.33,-5.5,0.7492496958226308,32.12,48.45,0.7084796087677931,0.1632762312633833,3698.5,93.99,0.1482815362165855,152.5,-46.58060453400503,3546.0,32,-48,437.759375,65.5615696887686,4845,3805,-3330,0.3546181818181817,0.2381994013354825,755.0,-1006,840.234375,0.0486163147150358,0.0118089673667542,0.014369953374054,60.40049039640376,33,0.4389389983384762,34,1.31,2.23799618440865,1.572693333333333,17.26
2014-07-01,10.23702670825551,0.4552823152556424,1038,47,12,376,148,66,18,1,3,56,27,174,557,741,598756,0,1159,0,90,692,127,676,55,168,-61,1,19,5,3917,4,0,236,8,116.47,-43.8,12.4,887.2,-2517.7,-2.7,-3459.8,-19.8,-16.6,-0.1,243.9,236.6,-7.3,-24.7,804.0,1189.9,0.0,0.0,-19.7,-2473.3,0.0,28.56,0.1578947368421053,3.22,1.89,428.83,113.67,535.52,1.23,0.32,-1689.5,3.23,23.54,29.17,31.75,95.54,193.88,-107.1,0.85,45.92,59.81,3917.46,0.54,1323.1,6935,6.1,0.04,-0.2,161.7,270.0,-11.0,69.9,107.1,37.2,1.7,7.0,1.4,816.5,0.33,-5.5,0.7497139078910561,35.36,46.44,0.587035175879397,0.1615606936416185,3932.3,93.85,0.1625081298409508,167.7,-49.52518891687657,3764.6,32,-47,454.9375,34.10426782519806,2669,3554,-1803,0.1590148574488019,0.0314527226263023,1575.2,-1039,1091.987513007284,0.0494566396124496,0.0119858802563753,0.0141789355061168,74.56884230585993,32,0.5668588727115468,43,1.45,2.321444553389894,0.1843575418994413,19.78
