Date_x,"BPS(지배, Adj.)(원/주)",BPS증가율(YoY)(비율),BS_Accounts Payable,"BS_Accumulated Intangible Amort, Suppl.","BS_Curr Derivative Liab. Hedging, Suppl.","BS_Goodwill, Net",BS_Income Taxes Payable,BS_Intangibles - Gross,"BS_Intangibles, Net",BS_Inventories - Finished Goods,BS_Inventories - Raw Materials,BS_Land/Improvements - Gross,BS_Long Term Investments,BS_Minority Interest - Non Redeemable,BS_Note Receivable - Long Term,BS_Notes Receivable - Short Term,BS_Number of Common Shareholders,BS_Other Comprehensive Income,"BS_Other Current liabilities, Total",BS_Other Equity,BS_Other Long Term Assets,"BS_Other Long Term Assets, Total",BS_Other Long Term Liabilities,BS_Other Property/Plant/Equipment - Gross,BS_Pension Benefits - Underfunded,BS_Prepaid Expenses,BS_Provision for Doubtful Accounts,BS_Receivables - Other,BS_Reserves,BS_Restricted Cash - Current,BS_Total Common Shares Outstanding,BS_Total Inventory,BS_Total Preferred Shares Outstanding,BS_Translation Adjustment,BS_Unrealized Gain (Loss),CAPEX(천원),CF_Acquisition of Business,CF_Cash Interest Paid,CF_Cash Taxes Paid,CF_Cash from Financing Activities,CF_Foreign Exchange Effects,"CF_Investment, Net","CF_Issuance (Retirement) of Debt, Net","CF_Issuance (Retirement) of Stock, Net","CF_Long Term Debt, Net",CF_Net Cash - Beginning Balance,CF_Net Cash - Ending Balance,CF_Net Change in Cash,CF_Other Financing Cash Flow,CF_Other Investing Cash Flow,"CF_Other Investing Cash Flow Items, Total",CF_Purchase/Acquisition of Intangibles,CF_Sale of Business,"CF_Short Term Debt, Net",CF_Total Cash Dividends Paid,CF_Total Debt Reduction,EBITDA2마진율(비율),EPS증가율(YoY)(비율),"FS_Accounts Receivable Turnover, TTM","FS_Average Inventory Days, TTM","FS_Average Payables Payment Days, TTM","FS_Average Receivables Collection Days, TTM",FS_Dividend Coverage - %,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM","FS_Earnings Retention Rate, TTM",FS_Free Cash Flow Net of Dividends,"FS_Free Cash Flow Yield - %, TTM",FS_Income Tax Rate - %,FS_Income before Tax Margin - %,"FS_Income before Tax Margin - %, TTM",FS_Interest Coverage Ratio,"FS_Inventory Turnover, TTM",FS_Net Change in Cash - Total,"FS_Payables Turnover, TTM","FS_Pretax ROA - %, TTM","FS_Pretax ROE - %, TTM",FS_Shares used to calculate Diluted EPS - Total,FS_Total Debt Percentage of Total Equity,Free Cash Flow2(천원),Gross Investment (GI),"IS_Amort of Intangibles, Supplemental",IS_DPS - Common Stock Primary Issue,IS_Excise Tax Receipts,IS_Gross Dividends - Common Stock,IS_Income Tax - Total,"IS_Interest Expense, Net Non-Operating",IS_Interest Income - Non-Operating,IS_Interest/Invest Income - Non-Operating,IS_Investment Income - Non-Operating,IS_Other Tax,"IS_Other, Net","IS_Other, Net.1",IS_Selling/General/Administrative Expense,IS_Special DPS - Common Stock Primary Issue,IS_Total Adjustments to Net Income,Opex Margin,ROA(비율),ROE(지배)(비율),ROGI(%),매입채무회전율,매출액(천원),매출액이익률(비율),매출액증가율(YoY)(연도),매출원가(천원),매출채권회전율,매출총이익(천원),무형자산,무형자산감상비 누계,무형자산회전율s,부채비율(비율),부채총계(천원),비유동자산(천원),순부채(천원),순이익증가율(YoY)(비율),영업이익증가율(YoY)(연도),운전자본증감(천원),유형자산감상비 누계,이자보상율,인당매출s,인당순이익s,인당영업이익s,자기자본비율,자본금(천원),재고자산회전율(비율),채무총계,총자산회전율(비율),투자비 대비 매출 (Rev/GI)s,현금배당성향(%),EV_EBITDA
2014-10-01,9.56025907145676,0.3538280525164859,1009,48,22,365,121,64,17,2,2,55,29,178,578,787,598756,13,1220,0,71,690,127,689,26,176,-66,1,17,13,3917,4,0,222,8,122.89,-43.4,15.0,887.2,-2638.6,-1.0,-5667.4,2.2,-16.6,-0.1,241.6,390.9,149.4,-27.2,852.5,777.9,0.0,0.0,2.3,-2613.6,0.0,28.77,0.0,3.35,1.49,342.64,109.15,543.98,1.36,0.32,534.62,3.38,25.29,29.44,30.86,366.3,245.55,153.65,1.07,43.05,54.96,3917.46,0.63,2011.1,7097,6.1,0.04,-0.1,158.1,294.5,-2.9,56.3,99.0,42.6,-1.1,4.7,4.2,789.3,0.33,-5.5,0.7523255813953488,32.93,42.33,0.58812388750445,0.1887016848364718,3956.0,93.3,0.1512047491560935,190.4,-49.82367758186398,3765.5,32,-48,471.175,32.02863961813843,2684,3580,-2242,-0.0005809225049377,0.0404810794954531,2386.1,-1089,1107.284079084287,0.0501810533042228,0.0117325203684967,0.0140176526971617,75.7411424439624,31,0.5288770053475936,53,1.39,2.384274810224841,0.1817241379310345,18.11
2015-01-01,7.209822127435192,-0.0656308338864031,1418,59,3,252,88,94,35,0,2,56,41,36,942,324,616828,13,497,0,215,762,171,693,33,243,-72,62,15,50,3917,2,0,222,8,107.53,-43.1,17.2,887.2,-2808.6,-17.3,-11414.4,7.0,0.0,-0.1,240.1,304.6,64.5,-31.1,325.4,204.2,0.0,0.0,7.1,-2784.5,0.0,17.67,-0.3181818181818182,3.64,3.71,380.33,100.66,78.98,1.4,0.22,686.8,3.73,23.93,20.38,27.79,344.85,98.61,-82.56,0.96,37.54,49.54,3917.46,0.64,2686.2,7190,6.1,0.19,-0.1,755.4,189.8,-1.8,52.6,178.8,126.2,-1.8,6.4,3.0,779.9,0.0,-5.5,0.7458184527632897,28.64,37.72,0.5349629736142065,0.147672778561354,3892.1,92.68,0.1149593216454681,209.4,-49.01889168765742,3682.7,32,-59,483.715625,30.18113123680409,2716,3863,-3077,-0.3125144042406084,-0.4005670707860773,3168.7,-1245,346.3841807909604,0.0507389241193748,0.0107107021438162,0.0125315836722143,76.8160478019633,32,0.495872085616002,57,1.35,2.406054491327628,1.252113376429637,19.65
2015-04-01,9.21356672398048,0.0125385231871979,958,50,14,350,178,64,14,0,3,55,27,180,659,342,616828,-6,1970,0,79,888,129,755,35,271,-78,1,16,20,3917,3,0,195,8,81.14,-43.1,0.6,887.2,-1.9,12.8,-3.2,5.4,0.0,-3.8,293.9,385.9,92.0,-0.8,187.2,-295.5,0.0,0.0,9.2,-6.5,0.0,28.05,-0.0416666666666666,3.41,5.22,319.83,107.48,533.46,1.78,0.61,415.78,3.47,23.23,29.3,27.1,6748.0,70.14,92.03,1.14,35.11,52.57,3940.86,0.71,376.6,6298,6.1,0.04,-0.1,170.0,275.7,-1.1,70.4,115.9,45.5,-1.8,-0.8,6.0,274.0,0.0,-5.5,0.9067482845436146,26.68,40.31,0.6716486630069063,0.108455114822547,4051.4,95.67,0.0954170609706637,103.9,-51.02518891687657,3947.6,32,-50,494.74375,42.00855194730151,3635,3854,-3434,-0.0259851820036507,-0.008926080892608,458.1,-1209,929.2938099389712,0.0511038789807968,0.0104489008331461,0.0122866420207703,70.41829427083334,31,0.4805361167121338,62,1.3,2.309045839630151,0.1865671641791045,18.86
2015-07-01,8.409888582256125,-0.1784832821160774,978,50,14,281,178,64,14,0,3,55,27,70,1175,688,616828,-6,1243,0,81,189,125,755,35,271,-78,1,47,20,3917,3,0,195,8,73.01,-43.1,1.4,887.2,-1122.2,18.1,-6.5,-34.4,0.3,-5.6,290.2,360.1,69.8,-2.2,197.0,29.3,-0.2,0.0,-28.8,-1085.9,0.0,28.79,0.0909090909090908,3.37,1.37,395.12,108.66,557.06,1.77,0.62,-302.07,3.48,24.1,29.55,27.27,919.13,266.24,-20.8,0.93,39.03,50.22,3940.86,0.15,1144.6,7225,6.1,0.04,-0.1,167.9,298.0,-1.2,62.5,102.2,39.7,-1.8,-1.4,1.7,282.1,0.0,-5.5,0.9119032250352628,29.61,38.36,0.5475564971751412,0.0883435582822085,4182.9,96.21,0.0637286066678533,86.4,-52.68136020151132,4096.5,32,-50,502.575,27.54725179230936,2536,3559,-3170,0.0799168495207298,0.0802363255193441,1299.1,-1209,1122.376237623762,0.0511020837495627,0.0104923570335581,0.0123403561915618,78.40231647078862,30,0.5113569682151589,14,1.43,2.320971586119425,0.1789597100831379,18.45
2015-10-01,7.73765699002022,-0.1906435869377353,978,50,14,278,178,64,14,0,3,55,1246,71,1299,688,616828,-6,2267,9854,0,112,174,755,35,271,-78,1,47,20,3917,3,0,195,8,71.35,-43.1,2.2,887.2,-1314.4,15.9,-10.2,-30.4,0.3,-7.4,287.7,363.2,75.5,-7.1,193.4,-593.6,-0.2,0.0,-23.0,-1277.2,0.0,28.31,0.0909090909090908,3.545,8.504999999999999,533.54,103.525,563.79,1.9,0.63,623.37,3.93,23.2,29.14,27.26,909.5,144.825,6.22,0.7350000000000001,37.42,47.57,3940.86,0.19,1967.6,8501,6.1,0.04,-0.1,164.5,280.8,-1.2,63.9,104.6,40.7,-1.8,-0.8,1.8,276.1,0.0,-5.5,0.9130937191554924,28.59,36.67,0.5023592768303629,0.0868098159509202,4153.9,96.24,0.0500252780586449,84.9,-52.316120906801,4069.0,32,-50,508.759375,26.29389080576416,2591,4795,-2541,0.0782376191583351,0.0387181655859412,2193.6,-1209,1068.955512572534,0.0509306879895888,0.010531008333959,0.0122566133593613,79.18039373242266,30,0.5429934640522875,19,1.37,2.252189589514892,0.1769197676919768,17.13
2016-01-01,6.263268701042437,-0.1312866544641762,1138,72,23,252,122,92,20,0,2,53,52,54,1084,500,650226,7,732,9854,187,742,141,763,36,208,-87,56,6,66,3941,2,0,212,8,75.62,-43.1,3.1,887.2,-1477.8,21.4,-9.8,-20.3,0.3,-9.2,284.7,962.4,677.8,-8.6,32.4,-483.1,-0.5,0.0,-11.2,-1449.2,0.0,27.79,0.6000000000000001,3.72,15.64,671.96,98.39,119.17,1.64,0.65,692.17,3.89,23.69,29.23,29.31,741.2,23.41,584.81,0.54,39.29,49.87,3940.86,0.34,2617.3,7894,6.1,0.2,-0.1,788.8,292.1,-1.5,70.0,129.9,59.9,-1.8,-0.9,4.4,285.4,0.0,-5.5,0.9044762672483284,30.04,38.18,0.5840095465393795,0.1033391915641476,4217.8,95.47,0.0836823308753629,117.6,-53.12090680100756,4100.3,32,-72,518.9375,25.36589913302881,2721,3907,-4261,0.5755950385517934,0.7938346109933125,2921.6,-1409,856.5420560747663,0.050674762203855,0.0113211723910322,0.013446772147992,79.76650803093396,30,0.4421637488206311,37,1.34,2.245172845049897,0.8382571732199787,15.27
2016-04-01,6.371368739315525,-0.3084796658895913,994,72,7,250,207,88,16,0,2,52,48,51,734,871,650226,17,689,9854,224,746,133,763,36,197,-91,57,6,6,3941,2,0,219,19,90.92,-43.1,1.2,230.6,-820.2,0.4,-0.1,-19.9,0.3,-3.9,941.4,425.0,-516.4,-4.8,87.0,-447.3,-0.5,0.0,-16.0,-795.6,0.0,26.75,0.0434782608695651,3.54,11.86,518.91,103.4,493.22,1.78,0.65,-10.47,4.36,23.97,28.36,29.06,1132.3000000000002,30.87,-516.38,0.71,38.89,51.11,3940.86,0.16,750.7,8067,3.7,0.05,-0.1,191.5,297.9,-1.8,86.9,142.5,55.6,-1.8,-0.7,2.1,299.8,0.0,-5.5,0.9084499007370556,29.65,39.37,0.6179046293073442,0.1020120724346077,4382.3,96.01,0.0816754702078295,101.4,-55.19269521410579,4280.9,32,-72,529.278125,26.00284495021337,2742,3529,-3948,0.0413405357733436,0.031428839478375,-384.0,-1449,781.3788201847905,0.0503853836417613,0.0111529798555145,0.0132192777297953,79.3632874237977,29,0.4492362890825218,16,1.34,2.145127145692463,0.202688399661304,15.21
2016-07-01,6.356138240824002,-0.2442066052771845,959,75,3,251,204,88,13,0,2,52,39,53,776,822,650226,7,676,9854,151,639,136,783,40,171,-92,59,3,18,3941,3,0,200,85,63.65,-43.1,1.6,575.2,-1220.9,-5.1,-0.3,-22.1,0.0,-5.4,940.9,429.3,-511.6,-12.1,192.1,-741.4,-0.1,0.0,-16.7,-1186.6,0.0,27.7,0.0416666666666667,3.42,10.94,523.57,106.99,514.22,1.91,0.65,396.67,4.64,23.83,29.6,29.08,1523.4,33.47,4.48,0.7,39.11,48.39,3940.86,0.13,1455.7,8250,2.7,0.05,-0.1,191.3,308.7,-0.7,81.0,156.4,75.4,-1.8,-0.7,0.6,284.5,0.0,-5.5,0.9183085714285716,29.85,37.09,0.5742423263327948,0.0760166840458811,4375.0,96.64,0.045925075904277,72.9,-33.42245989304813,4302.1,32,-75,535.28125,22.05767052879171,2532,3465,-4781,0.0521869318789434,0.0044989414255469,-890.7,-1530,731.3423249839435,0.0496639947277901,0.0110082593636,0.0128910593444903,81.92848476197273,30,0.4149279210925645,15,1.34,2.096482079109681,0.1939178915357324,14.15
2016-10-01,6.010299537976497,-0.2232403755131059,894,75,9,240,189,85,10,0,4,51,39,52,728,813,650226,16,689,9854,144,613,130,772,40,244,-92,62,1,18,3941,4,0,179,111,60.54,-43.1,2.2,890.7,-1417.3,-10.0,-0.3,1.5,0.0,-6.4,938.6,558.5,-380.1,-14.2,243.9,-1460.9,-0.1,0.0,7.9,-1404.7,0.0,27.67,0.0833333333333334,3.595,10.755,499.285,101.98,529.21,2.0,0.65,899.79,5.24,23.59,29.99,29.3,1104.71,34.045,129.69,0.735,37.83,46.3,3940.86,0.31,2508.2,7977,2.8,0.05,-0.1,190.0,312.2,-1.0,93.3,174.3,81.0,-1.8,-0.6,2.1,278.3,0.0,-5.5,0.9054127566979464,28.84,35.41,0.5444592790387183,0.1554809843400447,4411.8,95.18,0.0620862322155084,139.0,-90.40573770491804,4272.8,32,-75,543.340625,20.49875311720698,2466,3329,-5626,0.0843126684636119,0.0385415724237765,-1062.6,-1549,662.3773802654357,0.0491373292674999,0.0109489236751892,0.0126773738635496,82.98841059602648,29,0.3952163396936307,38,1.29,2.160910510178494,0.1879327398615233,13.34
2017-01-01,5.874709218710303,-0.0620378113855251,756,75,9,246,218,85,7,0,4,51,180,56,772,449,650226,16,1163,9854,106,542,137,772,38,244,-92,4,6,18,3941,3,0,179,111,76.34,-43.1,3.0,890.7,-1644.6,-24.3,-0.3,3.1,0.0,-9.8,939.0,536.5,-402.4,-14.9,568.0,-2198.9,-0.1,0.0,13.0,-1632.9,0.0,27.43,0.0416666666666667,3.77,10.57,475.0,96.97,124.22,1.95,0.65,807.63,5.32,23.14,29.07,29.26,953.38,34.62,-22.26,0.77,35.89,43.69,3940.86,0.31,3465.4,7673,2.8,0.21,-0.1,794.5,297.8,-1.2,76.3,145.0,68.7,-1.8,-0.4,3.4,280.5,0.0,-5.5,0.912858853025546,27.41,33.43,0.5814350870431041,0.1392857142857143,4427.3,95.92,0.0496704443074589,105.3,-90.72336065573772,4322.0,7,-75,1044.005803571429,19.76079434331277,2627,3536,-7189,0.05,0.0361883978905255,3762.3,-1549,792.4895688456188,0.048650816863828,0.0108412970982022,0.0125122227267521,83.49978016456254,30,0.3575882400452306,42,1.23,2.20360323821901,0.8032554847841472,13.39
2017-04-01,6.261441087371495,-0.0172533809361407,1015,74,25,254,299,79,5,0,4,54,53,53,708,212,650226,-13,753,9854,150,695,134,843,39,212,-104,67,7,23,3829,4,0,169,105,90.45,-43.1,3.9,186.2,-3467.1,12.6,0.0,-32.0,-2482.4,-0.9,558.1,613.5,55.4,-15.4,485.9,2754.7,-0.1,0.0,-31.0,-937.4,0.0,25.06,0.0,3.58,11.85,500.49,102.12,90.02,2.05,0.65,-71.37,5.56,24.17,26.52,28.8,256.07,30.9,55.39,0.73,38.36,47.93,3911.24,0.12,755.3,7757,2.9,0.05,-0.1,794.5,294.2,-4.2,89.7,144.6,54.9,-1.8,-0.8,3.4,314.2,0.0,-5.5,0.9070370370370372,29.28,36.66,0.5687184024266936,0.1108374384236453,4590.0,95.86,0.0473952034319877,112.5,-327.8571428571428,4477.5,7,-74,1562.773214285714,25.07361059992639,2725,3552,-4870,-0.023502011433411,-0.0235583045297436,-320.2,-1738,764.6011396011396,0.0481195803346428,0.0105538414721459,0.0121774993647752,79.95291694254396,30,0.4573079605459799,13,1.33,2.252088959973162,0.8606868161629292,13.2
2017-07-01,6.157148989786151,-0.0313066273102414,830,77,40,261,243,80,4,0,4,53,41,55,722,491,650226,-28,779,9854,111,728,133,850,41,181,-104,95,6,13,3829,4,0,204,75,75.47,-43.1,4.7,594.0,-3724.2,25.9,-3.3,-32.6,-2485.9,-1.7,558.9,664.4,105.5,-16.5,272.5,2366.8,0.0,0.0,-30.9,-1189.2,0.0,26.73,0.04,3.36,17.85,426.49,108.83,481.04,2.01,0.64,520.98,5.36,23.75,27.74,28.33,1094.29,20.5,50.11,0.86,36.17,44.5,3828.58,0.1,1437.0,8240,0.9,0.05,-0.1,794.5,313.1,-1.1,69.4,124.6,55.2,-1.8,-0.8,2.0,303.1,0.0,-5.5,0.9135137410041664,27.61,34.04,0.5522983626440268,0.1298795180722891,4752.2,96.08,0.0862171428571427,107.8,-21.19625334522748,4644.3,7,-77,2104.940178571429,25.18924562777343,2895,3544,-5069,0.0194125419249924,0.0474224993413541,-843.8,-1794,965.748987854251,0.0480278545009768,0.0103634684315749,0.0120395427496066,79.87906588824019,30,0.4384352800073807,12,1.28,2.298509230641005,0.7903899721448467,13.56
2017-10-01,5.798880374157578,-0.0351761442974767,836,78,14,264,217,81,3,0,4,55,51,57,1005,502,650226,-6,806,9854,110,757,136,883,42,248,-104,88,5,22,3829,4,0,174,18,58.27,-43.1,5.1,902.2,-3968.5,14.6,-16.1,-33.0,-2481.6,-2.2,557.9,753.2,195.3,-16.9,127.2,1671.7,0.0,0.0,-30.9,-1437.0,0.0,26.82,0.0,3.51,13.0,427.42,104.35,487.39,1.83,0.64,885.32,4.83,24.29,27.97,27.83,1296.83,28.16,89.64,0.86,34.13,41.47,3828.58,0.1,2477.6,8686,1.1,0.05,-0.1,794.5,324.6,-0.9,99.7,131.5,31.8,-1.8,-1.1,2.0,308.2,0.0,-5.5,0.9112474351995312,26.0,31.67,0.5532377122967052,0.1385167464114833,4776.2,95.94,0.0825966725599527,115.8,-20.28971962616822,4660.5,7,-78,2649.385714285714,23.63475746867973,2943,3888,-5685,0.0036790295316693,0.048436274936841,-1054.1,-1899,921.5160796324656,0.0478941075297696,0.0101280140900721,0.0119034768079375,80.88340370250081,31,0.4152495218222917,12,1.23,2.295317528016568,0.7854671280276817,15.03
2018-01-01,5.803352639478685,-0.0121464019026431,782,81,14,268,218,83,2,0,4,53,46,62,1004,614,650226,-11,906,9854,109,765,215,874,45,246,-71,113,4,34,3829,4,0,226,-13,55.79,-43.1,6.2,1180.7,-4171.7,33.8,-319.2,-6.7,-2482.7,-3.7,558.1,757.7,199.5,-18.0,47.6,736.7,0.0,0.0,-2.9,-1664.4,0.0,26.98,0.1200000000000001,3.67,7.53,388.17,99.78,272.745,1.74,0.64,1003.09,4.8,24.14,28.46,27.69,678.92,48.6,4.2,0.94,32.54,39.62,3828.95,0.29,3600.7,8564,1.1,0.45,-0.1,794.5,342.5,-1.9,120.6,145.9,25.3,-1.8,-0.2,4.7,319.3,0.0,-5.5,0.9193185922388538,24.7,30.15,0.5833097247028393,0.1058823529411765,4983.8,96.76,0.1256973776342241,82.8,-22.2292595896521,4901.0,7,-81,2728.885714285714,24.8642447418738,3251,3851,-6450,0.0868287740628166,0.1108283608283609,-1213.1,-1920,879.0972222222223,0.0490779231997923,0.0102948052029856,0.0121652961603549,80.08697782677937,30,0.3996311442546708,38,1.17,2.300267952882374,0.7383828996282528,15.48
2018-04-01,6.794136920671494,0.0850755961553924,812,77,19,252,467,81,4,0,4,51,35,56,999,1200,650226,-4,1174,9854,20,560,170,851,40,109,-71,312,3,33,3829,3,0,227,-76,63.91,-43.1,2.2,95.2,-995.0,12.7,-27.8,-27.3,0.0,-0.4,728.9,688.6,-40.3,-9.4,-503.7,22.2,-2.4,0.0,-26.9,-958.2,0.0,26.48,0.2083333333333333,3.38,15.53,482.47,108.29,58.1,2.21,0.44,70.63,3.91,24.77,28.56,28.2,504.59,23.57,-40.32,0.76,36.51,46.0,3828.58,0.08,919.7,8882,0.4,0.06,-0.1,794.5,361.9,-0.3,117.9,177.6,59.7,-1.8,-0.3,-0.4,327.4,0.0,-5.5,0.9180956105191124,27.65,34.92,0.5941342628763748,0.1126847290640394,5114.5,96.77,0.1142701525054466,91.5,-13.6824505082932,5023.0,7,-77,2803.814285714286,27.82969885773624,3484,3520,-5538,0.1878794449262793,0.1931066604564509,-412.5,-1881,722.3914269599547,0.0501724552986774,0.0106866533920252,0.0126355398927934,78.22908204711617,56,0.4098157051282051,9,1.29,2.284371864721255,0.7229299363057324,19.59
2018-07-01,9.17955568062893,0.490877627917812,862,77,60,247,417,87,10,0,4,48,33,58,970,250,650226,-18,1195,9854,19,503,163,823,43,116,-71,396,4,34,3752,2,0,301,-78,70.23,-43.1,21.7,537.0,-3601.3,54.6,-40.8,-27.1,-2334.2,-0.7,712.4,811.4,99.1,-35.3,543.0,1869.3,-9.9,0.0,-26.4,-1204.6,0.0,27.89,0.1153846153846152,3.48,19.38,482.42,105.26,526.4,1.89,0.47,684.35,3.51,23.51,28.12,28.28,71.32,18.88,135.47,0.76,38.71,49.91,3825.26,0.08,1776.5,7766,1.0,0.06,-0.1,794.5,347.7,-19.5,93.6,102.3,8.7,-1.8,-0.1,0.9,344.4,0.0,-5.5,0.9203354696384765,29.36,37.93,0.6428214419592653,0.0864269141531322,5258.3,97.21,0.1064980430116578,74.5,-12.52871098403622,5183.8,7,-77,2876.114285714286,33.89507759687708,3560,3343,-4606,0.1239282153539381,0.1690282552192504,-931.2,-1850,1683.937198067633,0.0512121597969227,0.0109503531933156,0.0130852938981486,74.68534452108369,52,0.4906045904086583,9,1.37,2.384741018038303,0.7024756852343059,21.66
2018-10-01,8.83331341028332,0.5232791229232012,870,78,8,248,324,95,17,0,4,50,81,62,805,1128,650226,55,1097,9854,27,452,169,858,42,100,-71,415,3,26,3752,2,0,219,14,74.33,-7.2,23.1,980.1,-3774.4,13.5,-269.7,-27.3,-2295.4,-1.3,700.5,752.6,52.1,-36.4,-31.1,1003.5,-13.8,0.0,-26.0,-1415.4,0.0,27.0,0.1538461538461537,3.51,15.26,492.27,104.17,539.99,2.21,0.49,897.74,4.17,24.18,28.69,28.46,597.75,23.98,-43.9,0.74,38.85,48.92,3752.38,0.08,2809.5,8835,1.2,0.06,-0.1,794.5,359.7,-2.2,81.1,158.5,77.4,-1.8,-0.3,2.2,317.2,0.0,-5.5,0.92436018591734,29.47,37.19,0.601495348439016,0.0862068965517241,5185.1,97.16,0.0856119927976215,75.0,-11.63622082585278,5110.1,7,-78,2934.528571428571,29.33455943822103,3509,3234,-5116,0.1150188230632059,0.1037806398005816,-1314.4,-1973,850.4481434058899,0.0520045671117322,0.011192968065661,0.0133403207104846,77.31885463124556,54,0.4237923988557418,9,1.37,2.421749379039445,0.7044688774605427,17.72
2019-01-01,7.701059942177897,0.3270018936622268,910,82,9,246,386,107,26,0,1,50,35,65,834,1323,650226,15,1111,9854,29,513,223,877,48,96,-79,438,0,28,3752,1,0,199,28,96.14,-7.2,26.6,1425.0,-3992.1,7.0,-820.4,-27.8,-2289.6,-1.9,698.8,1033.8,335.0,-39.9,-35.2,547.6,-25.5,0.0,-25.9,-1634.8,0.0,26.5,0.107142857142857,3.48,13.75,481.65,105.31,120.31,3.01,0.3,803.79,3.87,23.83,28.16,28.38,340.61,26.62,280.9,0.76,37.57,47.38,3753.06,0.07,3772.4,9026,2.8,0.26,-0.1,794.5,362.1,-4.0,103.9,159.9,55.9,-1.8,-0.1,1.8,334.1,0.0,-5.5,0.9224569205113952,28.53,36.06,0.6091870380898238,0.0928571428571428,5397.0,97.02,0.0829086239415706,84.5,-11.15082644628099,5312.6,7,-82,2993.557142857143,28.50955216954134,3686,3297,-5960,0.0756036170411111,0.0698317402638437,-1735.4,-2040,868.6978832584989,0.052107511471621,0.0111966566302052,0.0133274525925533,77.81522720433344,55,0.4053018924601983,9,1.32,2.437740977548831,0.6863930885529158,17.97
2019-04-01,7.909689965271733,0.1641934888309529,968,31,12,248,614,64,32,0,1,50,32,73,700,1143,650226,4,1333,9854,143,665,130,1802,48,92,-76,407,0,29,3752,1,0,207,59,128.31,-7.2,20.0,95.8,-1264.8,2.0,-133.9,-53.4,-2289.6,-53.4,1039.1,815.0,-224.1,-62.1,362.0,113.9,-9.2,0.0,0.0,-1149.3,0.0,26.29,0.0689655172413794,3.23,14.93,492.18,113.27,433.38,1.42,0.65,-87.75,3.56,23.36,27.87,28.21,78.14,24.52,-224.11,0.74,36.62,48.22,3752.38,7.62,924.7,9904,2.6,0.07,-0.1,794.5,357.4,-17.0,171.2,239.8,68.6,-1.8,-0.1,-19.4,294.2,0.0,-5.5,0.933032218114266,27.93,36.87,0.5752475247524752,0.0759297520661157,5490.7,96.52,0.0735555772802816,73.5,-70.30345710627401,5417.2,7,-31,3047.3,36.70602762985259,4756,4247,-5088,0.0674454686501777,0.03552467207995,-441.7,-2077,595.2872531418312,0.0521004102028093,0.0111793561717532,0.0132108693875455,73.14966408852256,54,0.4077757148161901,993,1.3,2.416305626005586,0.6774963758847105,19.78
2019-07-01,8.452267059142988,-0.079229174786825,953,33,25,237,436,67,34,0,1,49,31,75,730,1393,650226,0,1090,9854,125,539,137,1772,58,107,-72,197,0,28,3752,1,0,193,76,104.94,-7.2,64.1,329.1,-1647.6,6.9,-852.6,-75.5,0.0,-75.5,1032.9,725.5,-307.4,-106.2,220.2,-649.0,-14.4,0.0,0.0,-1465.8,0.0,26.23,0.0344827586206897,3.34,15.63,490.19,109.61,47.63,1.55,0.17,795.14,3.95,23.47,27.01,27.92,84.33,23.42,-84.18,0.75,37.14,49.47,3752.38,7.1,1982.3,9956,3.3,0.07,-0.1,794.5,351.3,-15.8,123.2,186.4,63.1,-1.8,0.0,-9.4,281.0,0.57,-5.5,0.9373533552322852,28.33,37.86,0.602606929240492,0.0693599160545645,5540.6,96.59,0.0536865526881311,66.1,-222.5140562248996,5474.5,7,-33,3087.628571428571,33.99241804801903,4573,4084,-5541,0.0141044974718354,-0.0456142867388653,-789.5,-2086,780.0117233294256,0.0518468660833879,0.0110198329812622,0.0128173133433124,74.63108842782647,53,0.3974320350046625,960,1.33,2.295721809724896,0.6936441417845294,18.52
2019-10-01,9.683233605892926,0.0962175976480319,883,36,27,241,550,71,35,0,1,48,29,78,505,1025,650226,-19,1266,9854,119,693,149,1803,60,254,-71,191,0,30,3752,1,0,240,68,100.69,0.0,95.5,403.9,-4558.9,27.6,-927.2,-112.1,0.0,-112.1,1026.7,749.3,-277.4,-137.4,689.0,1203.0,-18.8,0.0,0.0,-4309.4,0.0,27.28,0.0,3.31,18.42,439.08,110.48,432.68,1.53,0.15,-1600.72,3.84,22.95,26.52,27.38,80.44,19.87,27.81,0.83,37.8,50.74,3752.38,8.45,3050.9,9619,3.2,0.07,-0.1,794.5,340.7,-17.4,121.8,116.4,-5.3,-1.8,0.0,-15.0,264.3,0.57,-5.5,0.9412332267228904,28.95,38.99,0.5865286658718977,0.0731596828992072,5596.7,96.6,0.0793813041214246,64.6,-38.57133011716058,5532.1,7,-36,3146.428571428572,40.7162487117829,4741,4067,-4110,0.0128831630386494,0.0543510990665461,-1129.1,-2127,1414.747474747475,0.0519108618027976,0.0108573246756307,0.0127553413389584,71.06499847421422,53,0.4543882438905578,990,1.38,2.290678118195921,0.694796676869261,18.97
