Unnamed: 0,Date_quarter,EBITDA2,EBITDA2마진율,EBITDA2증가율,EPS,EPS증가율,당기순이익,순이익률,순이익증가율,매출액,매출원가,매출총이익,매출총이익률,매출액증가율,영업이익,영업이익률,영업이익증가율,CAPEX,운전자본증감,순부채,이자발생부채,BPS,BPS증가율,Free Cash Flow2,ROA,ROE,ROIC,매입채무회전율,매출채권회전율,부채비율,부채총계,비유동비율,비유동자산,유동비율,유동자산,이익잉여금,이자보상율,자기자본비율,자본,자산총계,재고자산회전율,총자산회전율,현금배당성향,y,Close,Close_dow
10,2004-02-01,495.0,0.1344378055404671,0.0248447204968944,0.23,-0.3235294117647059,123.0,0.0334057577403585,-0.2931034482758621,3682.0,2593.0,1090.0,0.2960347637153721,-0.044346258815289,307.0,0.083378598587724,-0.3944773175542407,-101.2,359.6,-1988,50,0.0109873991416309,-0.0873724793757452,892.3,16.2,62.47,33.09,5.044747081712062,-28.17138485080337,545.4077253218884,6354,1.4042918454935622,1636,145.43881334981458,5883,-344,743.1818181818181,15.494081659795189,1165,7519,-2201.0,1.89,0.0,-0.1025815027061719,23.525,10533.925
11,2004-05-01,630.0,0.1555555555555555,0.2727272727272727,0.38,0.6521739130434783,210.0,0.0518518518518518,0.7073170731707317,4050.0,2743.0,1307.0,0.322716049382716,0.1112410407178725,573.0,0.1414814814814814,0.8664495114006514,-179.9,257.8,-2452,49,0.0077433045356371,-0.2952559167257364,1182.7,15.62,48.72,27.1,5.175471698113207,-11.344537815126053,368.2505399568034,6820,0.949244060475162,1758,161.61757830762042,6914,-134,743.1818181818181,21.35608856088561,1852,8672,-2864.0,1.76,0.0,-0.0918704254664495,24.84,10362.765
12,2004-08-01,436.0,0.1145258733911216,-0.3079365079365079,0.31,-0.1842105263157895,183.0,0.0480693459416863,-0.1285714285714285,3807.0,2697.0,1109.0,0.2913054898870502,-0.1355318722285325,371.0,0.097452061991069,-0.3525305410122164,-282.0,195.8,-1828,52,0.0103145071380013,0.3320549502516303,1474.0,16.9,59.98,33.55,5.146946564885496,-9.390725209669462,444.7314751869477,6542,1.2730978260869563,1874,139.7132453345471,6139,47,743.1818181818181,18.357668788219144,1472,8013,-2332.0,1.89,0.0,-0.0838174677933131,26.025,10137.975
13,2004-11-01,518.0,0.1272414640137558,0.1880733944954129,0.33,0.0645161290322582,196.0,0.0481454188160157,0.0710382513661203,4071.0,2856.0,1215.0,0.2984524686809138,0.0379676642229984,458.0,0.1125030704986489,0.2345013477088949,-54.9,-448.6,-1715,29,0.0087036773090079,-0.1561712845259166,-115.8,15.47,51.01,30.73,3.8963165075034105,-8.437305699481865,408.0957810718358,7158,1.1390313390313391,1999,145.01783092091463,6913,243,743.1818181818181,19.681328545780968,1755,8912,-2842.0,1.81,0.0,-0.0954284785082571,25.94,10463.375
14,2005-02-01,505.0,0.1197817836812144,-0.025096525096525,0.35,0.0606060606060605,210.0,0.0498102466793168,0.0714285714285714,4216.0,3042.0,1175.0,0.2787001897533207,0.0223176533251747,472.0,0.111954459203036,0.0305676855895196,-116.2,-34.6,-2184,70,0.0070807843137254,-0.1864606117236081,609.8,15.76,52.39,31.22,4.1387755102040815,-7.950216858382047,395.12453630100686,7456,1.0582935877053523,1997,148.25428859737642,7346,448,743.1818181818181,20.19693888472653,1887,9343,-3130.0,1.74,0.0,-0.1022519103293212,25.32,10628.79
15,2005-05-01,691.0,0.1536238328145842,0.3683168316831684,0.52,0.4857142857142858,305.0,0.0678079146287238,0.4523809523809523,4498.0,3088.0,1410.0,0.3134726545131169,-0.0502470953420834,672.0,0.1493997332147621,0.4237288135593219,-186.5,-81.7,-2040,57,0.0080260897797854,0.13350293190369,1133.4,16.29,49.36,30.1,3.845579078455791,-5.788931788931789,412.70468661773,7309,1.1366459627329193,2013,140.80494122335125,7067,744,743.1818181818181,19.50440528634361,1771,9080,-2569.0,1.7,0.0,-0.1001229246468967,22.825,10421.29
16,2005-08-01,590.0,0.1369227198886052,-0.14616497829233,0.39,-0.25,229.0,0.0531445811093061,-0.2491803278688525,4309.0,3016.0,1293.0,0.3000696217219773,-0.0371724391193057,509.0,0.1181248549547458,-0.2425595238095238,-317.8,50.2,-1891,58,0.0093106187389509,0.1600441802184709,1569.3,17.78,59.36,37.19,3.73729863692689,-6.595744680851063,427.8137890394814,7260,1.3388332351208014,2272,135.5708781180288,6685,962,743.1818181818181,18.94607569498716,1697,8957,-2376.0,1.83,0.0,-0.0996749524310866,25.04,10558.39
17,2005-11-01,597.0,0.1314109619194365,0.0118644067796609,0.37,-0.0512820512820513,215.0,0.047325555800132,-0.0611353711790393,4543.0,3223.0,1320.0,0.2905569007263922,-0.1236061011008834,513.0,0.112920977327757,0.0078585461689586,-78.0,-61.6,-1300,34,0.0155453476394849,0.6696363663191247,290.4,17.81,65.69,41.78,4.164082687338501,-15.69799585348998,597.2532188841202,6958,1.952789699570816,2275,118.81349045103616,5848,882,743.1818181818181,14.341991874923057,1165,8123,-1305.0,1.88,81.70731707317074,-0.0980546028325484,26.67,10686.44
18,2006-02-01,205.0,0.0456468492540636,-0.6566164154103853,0.12,-0.6756756756756757,70.0,0.0155867290135827,-0.6744186046511628,4491.0,3622.0,869.0,0.1934981073257626,-0.0123121626212332,137.0,0.0305054553551547,-0.732943469785575,-149.8,351.2,-1707,34,0.0159295090439276,0.0247123070742358,902.2,14.66,53.74,34.06,4.778364116094988,25.3872244205766,599.8277347114556,6964,1.7028423772609818,1977,117.3506394350067,6148,932,743.1818181818181,14.289230769230768,1161,8125,-1657.0,1.86,0.0,-0.0983970343906223,31.54,11008.66
19,2006-08-01,599.0,0.1364775575301891,1.921951219512195,0.58,3.833333333333333,346.0,0.0788334472544998,3.942857142857144,4389.0,3038.0,1351.0,0.3078149920255183,0.0614566711232071,501.0,0.114149008885851,2.656934306569344,-306.2,884.8,-2500,27,0.0124173072861668,-0.2204839928258597,2361.8,15.53,54.21,36.1,3.549065420560748,14.171779141104295,401.4255543822598,7603,1.2175290390707498,2306,124.56261908886196,7191,1607,743.1818181818181,19.943139938928088,1894,9497,-2802.0,1.8,0.0,-0.1156600948881902,28.61,11284.05
20,2006-11-01,761.0,0.1473093302361595,0.2704507512520868,0.47,-0.189655172413793,284.0,0.0549748354626403,-0.1791907514450866,5166.0,3734.0,1432.0,0.2771970576848626,-0.0235336526844528,610.0,0.1180797522260937,0.217564870259481,-67.1,-442.6,-1974,8,0.0120564385150812,-0.0290617573334611,98.7,17.43,72.17,49.78,4.5042219541616415,-12.364767831498323,434.51276102088167,7491,1.1670533642691416,2012,121.63120567375888,7203,1577,743.1818181818181,18.708627238198584,1724,9215,-2037.0,1.99,72.16748768472905,-0.1326706379519538,33.7,12163.66
21,2007-02-01,670.0,0.1296188817953182,-0.1195795006570302,0.49,0.0425531914893617,297.0,0.0574579222286709,0.045774647887324,5169.0,3764.0,1405.0,0.2718127297349584,0.022554926230814,559.0,0.1081447088411685,-0.0836065573770491,-143.0,-279.9,-2342,6,0.0112857588357588,-0.0639226649195258,733.0,20.58,82.31,57.7,4.518607442977191,-11.660275208662306,396.5696465696466,7630,1.037941787941788,1997,124.37458854509543,7557,1869,743.1818181818181,20.138162026376385,1924,9554,-2388.0,2.02,0.0,-0.1340530977470284,37.0,12481.01
22,2007-05-01,768.0,0.1385281385281385,0.1462686567164179,0.57,0.1632653061224489,345.0,0.0622294372294372,0.1616161616161615,5544.0,3934.0,1610.0,0.2904040404040404,-0.0303970311607484,682.0,0.123015873015873,0.220035778175313,-225.1,84.5,-2634,5,0.0133843823216187,0.1859532457144517,1628.5,18.83,75.75,53.78,4.5532407407407405,-9.169698974528613,435.0905218317358,8171,1.0697550585729498,2009,120.59397030148492,8040,2192,743.1818181818181,18.688426709125284,1878,10049,-2496.0,1.95,0.0,-0.1545403694155365,39.47,13346.78
23,2007-08-01,765.0,0.13726897541719,-0.00390625,0.52,-0.0877192982456139,317.0,0.0568813924277767,-0.0811594202898551,5573.0,3979.0,1594.0,0.2860218912614391,-0.0391360359128909,642.0,0.1151982774089359,-0.0586510263929618,-364.4,252.3,-2779,3,0.0111623848763936,-0.1660141941429819,2266.2,17.02,62.82,45.22,4.039593908629442,-13.3197896749522,420.9403780901599,8684,1.3456131846825012,2776,115.87440034888792,7971,2363,743.1818181818181,19.19605471294315,2063,10747,-2398.0,1.95,0.0,-0.1552908588694679,40.54,13448.86
24,2007-11-01,860.0,0.1409373975745657,0.1241830065359477,0.62,0.1923076923076923,381.0,0.0624385447394297,0.2018927444794953,6102.0,4397.0,1705.0,0.2794165847263192,0.0881222212920773,726.0,0.1189773844641101,0.1308411214953271,-88.8,-695.7,-1928,2,0.0110247250509164,-0.0123324743772564,-120.3,18.26,72.69,53.42,4.643083421330516,-14.682386910490855,447.2505091649695,8784,1.6143657666836475,3169,126.0855098985194,7579,2387,743.1818181818181,18.273167100855968,1963,10748,-1477.0,2.07,66.00790513833992,-0.1673841498366329,36.83,13519.99
25,2008-02-01,755.0,0.1246285902938263,-0.1220930232558139,0.67,0.0806451612903227,407.0,0.067183889072301,0.0682414698162729,6058.0,4405.0,1653.0,0.272862330802245,-0.0010514810234636,638.0,0.1053152855727963,-0.1212121212121212,-167.3,-736.0,-1952,3,0.0100785454545454,-0.0858234189062475,525.2,19.0,72.24,53.84,4.574247144340601,-30.829516539440203,421.91387559808607,8818,1.5827751196172248,3308,125.95293337752734,7600,2753,743.1818181818181,19.16024935826916,2090,10908,-1542.0,2.1,0.0,-0.1357940940413762,34.16,12373.41
26,2008-05-01,985.0,0.1494008797209161,0.304635761589404,0.77,0.1492537313432835,469.0,0.071136053389959,0.1523341523341523,6593.0,4671.0,1923.0,0.2916729865008342,0.0447697267917732,862.0,0.1307447292583042,0.3510971786833856,-233.6,-494.7,-2624,2,0.0096986972402597,-0.0376887930901169,1538.9,18.92,72.48,55.24,4.633928571428571,-14.057569296375268,383.6444805194805,9453,1.3405032467532467,3303,131.59181179346166,8614,2983,743.1818181818181,20.676344717630275,2464,11917,-2021.0,2.05,0.0,-0.1354979519104409,38.405,12607.625
27,2008-11-01,937.0,0.1447998763715036,-0.048730964467005,0.77,0.0,480.0,0.0741770978210477,0.023454157782516,6471.0,4583.0,1888.0,0.2917632514294545,-0.0121218168884712,815.0,0.1259465306753206,-0.0545243619489559,-71.9,-317.1,-2260,1,0.0090448166023166,-0.0674194298208231,396.3,21.08,88.73,69.15,5.0696902654867255,-58.19244604316546,427.6061776061776,8860,1.4966216216216215,3101,129.99667994687917,7831,3180,743.1818181818181,18.953530918404685,2072,10932,-1360.0,2.19,63.74367622259697,-0.0273632286231125,30.325,8691.29
28,2009-02-01,800.0,0.1413927182750088,-0.1462113127001066,0.66,-0.1428571428571428,411.0,0.0726405090137857,-0.14375,5658.0,4035.0,1622.0,0.2866737363025804,0.060272454465255,677.0,0.1196535878402262,-0.1693251533742331,-124.5,-472.6,-2469,1,0.0076525565800502,-0.1539290494745695,974.3,21.0,80.21,63.73,5.635474860335195,13.779834388699465,342.45599329421617,8171,1.269907795473596,3030,137.83189891961177,7527,3593,743.1818181818181,22.601117741782694,2386,10557,-1869.0,2.18,0.0,0.004296657857076,31.46,7850.41
29,2009-05-01,852.0,0.1538739389561134,0.0649999999999999,0.71,0.0757575757575756,444.0,0.0801878273433267,0.0802919708029197,5537.0,3867.0,1671.0,0.3017879718258985,0.0591778197001289,732.0,0.1322015531876467,0.0812407680945346,-168.1,-306.5,-3352,1,0.0066397830508474,-0.1323444679707492,1945.3,18.38,65.39,52.66,5.176706827309237,9.763710104038088,300.9491525423729,8878,1.086130891827738,3203,145.988490182803,8625,3958,743.1818181818181,24.94081839702401,2949,11828,-3088.0,1.89,0.0,-0.0145310893981507,30.0,8403.8
30,2009-08-01,803.0,0.1458673932788374,-0.0575117370892018,0.41,-0.4225352112676056,255.0,0.0463215258855585,-0.4256756756756757,5505.0,3845.0,1660.0,0.301544050862852,-0.0128698997191578,420.0,0.0762942779291553,-0.4262295081967213,-243.5,1.4,-3998,0,0.0092228835978836,0.3890338776515496,2916.7,15.72,59.15,48.89,5.362622036262204,5.605335505549333,332.310405643739,9421,1.1516754850088184,3265,144.109632953999,8991,3947,743.1818181818181,23.1315274151436,2835,12256,-3486.0,1.75,0.0,-0.0326267459406422,35.145,9320.795
31,2010-02-01,772.0,0.1394005055976886,-0.0386052303860523,0.63,0.5365853658536586,400.0,0.0722282412423257,0.5686274509803921,5538.0,3847.0,1690.0,0.3051643192488263,0.048101256322216,651.0,0.1175514626218851,0.55,-78.9,-585.9,-3640,0,0.0090829131463332,-0.0151764304585302,800.2,16.3,57.74,49.35,5.624269005847953,-19.28944618599791,301.8249408583981,8931,1.053058465697871,3116,151.04148734721986,8774,4032,743.1818181818181,24.88645920941968,2959,11890,-3236.0,1.86,0.0,-0.0568110149579959,41.88,10552.52
32,2010-05-01,923.0,0.1544769874476987,0.1955958549222798,0.76,0.2063492063492062,491.0,0.0821757322175732,0.2275,5975.0,4044.0,1932.0,0.323347280334728,0.0044060409772115,804.0,0.1345606694560669,0.2350230414746544,-136.6,-362.2,-3855,0,0.0081295995995996,-0.104956805308488,1703.4,15.63,53.48,45.58,5.9209370424597365,-14.818948412698411,297.6643309976643,8921,1.026026026026026,3075,151.70698232973066,8843,4181,743.1818181818181,25.146836717570068,2997,11918,-2868.0,1.79,42.37588652482269,-0.0624779379102955,39.82,10510.95
33,2010-08-01,839.0,0.1438367906737528,-0.0910075839653304,0.7,-0.0789473684210526,445.0,0.0762900737184982,-0.0936863543788187,5833.0,3988.0,1845.0,0.3163037887879307,-0.0401555597764935,714.0,0.1224069946854106,-0.1119402985074626,-238.2,26.8,-4401,1,0.0089584444444444,0.1019539566112976,2853.4,16.42,62.8,54.07,4.506214689265537,-15.463944856839872,352.73368606701933,10000,1.1533850493653033,3271,145.61510353227771,9564,4634,743.1818181818181,22.08804051421893,2836,12835,-3731.0,1.72,0.0,-0.0597347658499478,39.55,10396.43
34,2010-11-01,947.0,0.1461870947823402,0.1287246722288437,0.84,0.2,535.0,0.082587218277246,0.202247191011236,6478.0,4534.0,1944.0,0.3000926211793763,0.0087554299358336,827.0,0.12766285890707,0.1582633053221289,-75.5,-700.1,-3762,0,0.0102062285223367,0.1392857973982431,30.9,17.09,65.42,56.99,5.502427184466018,-13.326476033737912,342.233676975945,9959,1.16844276383637,3399,146.89002636885374,9470,4860,743.1818181818181,22.61247960214469,2909,12869,-2992.0,1.77,47.02970297029702,-0.0722063933305326,45.27,11190.65
35,2011-02-01,893.0,0.1374692118226601,-0.0570221752903906,0.78,-0.0714285714285714,503.0,0.0774322660098522,-0.0598130841121495,6496.0,4579.0,1917.0,0.2951046798029557,0.0575415089512962,772.0,0.1188423645320197,-0.0665054413542926,-154.1,-930.8,-4223,4,0.0092737767881992,-0.0913610480205098,553.4,17.41,60.25,53.05,5.412529550827423,-11.366579177602802,286.6963540217089,10301,1.0061230169774562,3615,155.34230013601328,10279,5368,743.1818181818181,25.86008348927595,3593,13894,-3783.0,1.79,0.0,-0.0826066147375233,51.65,12051.21
36,2011-05-01,1081.0,0.1500555247084952,0.2105263157894736,0.96,0.2307692307692306,628.0,0.0871737923375902,0.2485089463220675,7204.0,4895.0,2310.0,0.3206551915602443,-0.0267508439137774,949.0,0.1317323709050527,0.2292746113989637,-266.7,-465.8,-4794,0,0.009793921647819,0.056087705311355,1793.7,17.75,62.92,55.59,5.672074159907299,-10.619103773584904,301.2924071082392,11190,1.0115778136779752,3757,151.1867625118676,11147,5675,743.1818181818181,24.9194847020934,3714,14904,-3943.0,1.81,41.9170243204578,-0.0831902563882961,56.15,12381.26
37,2011-08-01,1139.0,0.1587677725118483,0.0536540240518039,0.95,-0.0104166666666666,612.0,0.0853080568720379,-0.0254777070063694,7174.0,4959.0,2215.0,0.3087538332868692,-0.0404319619905434,923.0,0.1286590465570114,-0.0273972602739726,-403.7,38.9,-5230,0,0.008706728538283,-0.1110069233378139,3038.0,17.88,67.84,59.98,5.225500526870389,-11.561643835616438,305.56844547563804,11853,1.0984789894302656,4261,145.07398507651448,11471,6282,743.1818181818181,24.65675057208238,3879,15732,-4297.0,1.79,0.0,-0.0575044726429784,54.48,11412.535
38,2011-11-01,1114.0,0.1467914086177362,-0.0219490781387181,1.0,0.0526315789473683,642.0,0.0845961259718012,0.0490196078431373,7589.0,5338.0,2252.0,0.2967452892344182,0.0003317420051656,981.0,0.1292660429569113,0.0628385698808233,-80.9,-424.1,-4637,2,0.0095787947969206,0.1001600376999436,394.4,18.89,71.45,63.57,5.944320712694878,-16.330966214762213,305.91983010353067,11524,1.141263940520446,4298,145.12211221122112,10993,6468,743.1818181818181,24.635406448237525,3766,15291,-3404.0,1.88,60.81460674157303,-0.0645769236749098,57.18,11869.04
39,2012-02-01,1037.0,0.1428374655647382,-0.0691202872531417,1.0,0.0,644.0,0.0887052341597796,0.0031152647975076,7260.0,5143.0,2116.0,0.2914600550964188,0.0562828435384614,889.0,0.1224517906336088,-0.0937818552497451,-166.3,-585.7,-5041,1,0.0091441965085049,-0.0453708736463814,1166.8,18.91,62.67,56.06,5.765695067264574,-27.45839636913768,253.8048343777976,11340,0.9516670396061758,4253,153.28999734677632,11555,7113,3883.333333333334,28.26417004048583,4469,15808,-4295.0,1.84,0.0,-0.0929621788765862,58.365,12881.115000000002
40,2012-05-01,1196.0,0.156524015181259,0.1533269045323047,1.07,0.07,689.0,0.090171443528334,0.0698757763975155,7641.0,5270.0,2371.0,0.3102996989922785,-0.0155773414705965,1061.0,0.1388561706582908,0.1934758155230596,-256.7,-175.5,-5143,0,0.0090229176814417,-0.0132629287822499,2291.9,18.87,66.17,59.24,6.514215080346108,-16.435792643579266,278.37311251826594,11430,0.9931807111544082,4078,150.90214671407875,11458,7330,3883.333333333334,26.42893923789908,4106,15536,-3817.0,1.82,57.14285714285714,-0.0864705204839636,59.08,12767.17
41,2012-08-01,1120.0,0.1536772777167947,-0.0635451505016722,0.91,-0.1495327102803738,578.0,0.0793084522502744,-0.1611030478955006,7288.0,5039.0,2249.0,0.308589462129528,0.0287124970625722,940.0,0.1289791437980241,-0.1140433553251649,-372.0,569.0,-6164,0,0.0100026151990349,0.1085787937097373,3884.9,17.44,63.64,57.12,5.5741150442477885,-56.71595330739299,302.0506634499397,12520,0.983357452966715,4077,155.23492415834258,12588,7904,3883.333333333334,24.87248724872488,4146,16665,-5300.0,1.72,0.0,-0.0940548193710817,61.06,13117.51
42,2012-11-01,1189.0,0.1550599895670318,0.0616071428571427,1.09,0.1978021978021977,699.0,0.0911580594679186,0.2093425605536332,7668.0,5302.0,2366.0,0.3085550339071465,-0.0298059614432486,1049.0,0.1368022952529994,0.1159574468085107,-86.5,-1087.5,-5194,0,0.009868382516086,-0.0134197587608739,-195.4,18.17,63.1,56.87,5.9573033707865175,-18.326959847036328,264.05591302418463,11901,0.9749278899489684,4394,150.6079979942334,12014,8060,3883.333333333334,27.46830814236957,4507,16408,-4346.0,1.77,67.36292428198433,-0.0779803226534653,68.1,13113.515
43,2013-02-01,1098.0,0.1465367676498065,-0.0765349032800672,1.68,0.5412844036697246,1102.0,0.1470705992259442,0.5765379113018598,7493.0,5263.0,2230.0,0.2976111036967837,0.0833661814102149,1165.0,0.1554784465501134,0.1105815061963775,-176.8,-1749.0,-5149,0,0.0093347560975609,-0.0540743549062129,348.6,20.84,61.85,56.31,5.9603624009060026,-18.451120413691207,200.0,10906,0.7964049889948642,4342,163.16361167684997,12017,9158,3883.333333333334,33.33333333333333,5452,16359,-4524.0,1.76,0.0,-0.0932621610263238,73.485,13980.53
44,2013-05-01,1235.0,0.1602231447846393,0.1247723132969034,1.25,-0.2559523809523809,810.0,0.1050856253243383,-0.26497277676951,7708.0,5270.0,2438.0,0.3162947586922677,-0.0298783031643449,1142.0,0.1481577581733264,-0.0197424892703862,-267.4,-1245.0,-5455,0,0.0098187915492957,0.0518530368309542,1760.3,21.61,67.63,61.54,5.709642470205852,-21.792479502403168,210.3098591549296,11199,0.8347417840375587,4445,158.2885598217796,12079,9404,1001.5037593984964,32.22585330428468,5325,16524,-4371.0,1.77,60.29748283752861,-0.111014045725378,79.685,14971.425
45,2013-08-01,1138.0,0.1512292358803986,-0.0785425101214575,1.04,-0.1679999999999999,671.0,0.0891694352159468,-0.1716049382716049,7525.0,5175.0,2350.0,0.3122923588039867,-0.0831347916945786,984.0,0.1307641196013289,-0.138353765323993,-369.6,-888.5,-5141,26,0.0104324999999999,0.0625034605962504,2933.5,21.2,72.08,65.36,5.379417879417878,-24.29770745883113,240.0604838709677,11907,1.0127016129032258,5023,145.1292733733611,11844,10070,1001.5037593984964,29.406533467718027,4960,16867,-4319.0,1.7,0.0,-0.1350223778601857,73.905,15336.125
46,2013-11-01,1218.0,0.1561538461538461,0.0702987697715289,1.18,0.1346153846153845,752.0,0.0964102564102564,0.1207153502235469,7800.0,5350.0,2449.0,0.313974358974359,-0.0062638393292561,1091.0,0.1398717948717948,0.1087398373983739,-59.0,-900.7,-4015,26,0.0098329119318181,-0.057473095440384,122.3,21.87,70.7,64.12,5.442522889114954,-28.560966678872205,235.14610389610385,11588,1.0602678571428572,5225,144.2202069229787,11291,10201,1001.5037593984964,29.8377331072899,4928,16516,-3491.0,1.74,72.78325123152709,-0.14747639443372,75.08500000000001,15772.44
