Date_x,이자보상율,"EPS(지배, Adj.)(원/주)",매입채무회전율,재고자산회전율(비율),당기순이익(천원),유동자산(천원),매출총이익(천원),유동비율(비율),인당매출s,Opex Margin,이익잉여금(천원),매출액(천원),부채총계(천원),매출액증가율(YoY)(연도),영업이익증가율(YoY)(연도),매출액이익률(비율),채무총계,EBITDA2증가율(YoY)(비율),순이익률(비율),순이익증가율(YoY)(비율),ROA(비율),유형자산감상비 누계,영업이익(천원),매출채권회전율,운전자본증감(천원),순부채(천원),ROE(지배)(비율),SG&A,인당순이익s,무형자산회전율s,매출원가(천원),부채비율(비율),EBIT(천원),EPS증가율(YoY)(비율),투자비 대비 매출 (Rev/GI)s,자산총계(천원),영업이익률(비율),Gross Investment (GI),비유동자산(천원),단기투자자산,ROGI(%),무형자산,총자산회전율(비율),비유동비율(천원),자본금(천원),"BPS(지배, Adj.)(원/주)",Free Cash Flow2(천원),인당영업이익s,무형자산감상비 누계,EBITDA2(천원),현금배당성향(%),자기자본비율,EBITDA2마진율(비율),CAPEX(천원),BPS증가율(YoY)(비율),close,close_weighted,EV_EBITDA,PBR
2006-09-01,882.0512820512821,0.1,7.442857142857143,0.4098805646036917,61.0,921,169.1,4.32,0.03634005769801875,0.2055629139072848,581,377.5,216,0.6029723991507432,0.4638297872340424,42.44,0,0.4758555133079847,16.17,0.5024630541871922,22.61,-86,68.8,-3.84028484231943,-77.1,-536,27.48,91.5,0.006583248483305756,74.3295238095238,208.4,22.33712512926577,68.8,0.4285714285714286,2.288315450834254,1183,18.21,615,262,536,0.4459923664122138,21,1.29,0.2709410548086866,1,12.93161903995081,63.2,0.006807528318696704,-98,77.63,0.0,81.74133558748944,20.56,26.22,0.1115094769076479,22.05445434150341,19.8125,37.67,10.86
2006-12-01,979.4871794871796,0.11,8.307142857142857,0.4080769230769231,69.5,1040,191.8,4.17,0.03670618556701031,0.2045240339302545,650,424.4,252,0.6520046710782406,0.4980392156862745,42.73,0,0.5415482954545454,16.38,0.2045060658578857,21.2,-96,76.4,-4.148582600195503,-45.6,-648,26.04,105.0,0.006,79.49327380952381,232.6,23.46368715083799,76.4,0.09999999999999987,2.405723412096092,1326,17.99,620,286,648,0.4829450139794968,20,1.3,0.266542404473439,3,10.74543636689046,148.1,0.006677835051546392,-98,86.82,0.0,80.99547511312217,20.46,33.52,-0.1927304777427579,20.24666431235149,23.42,35.12,10.24
2007-03-01,1071.794871794872,0.12,6.88918918918919,0.404481546572935,75.4,1138,205.4,4.75,0.03765660240425769,0.2083423854008256,725,460.3,247,0.6122591943957969,0.5714285714285712,41.95,0,0.5926233593620203,16.39,0.597457627118644,21.95,-107,83.6,-10.72960372960373,-66.9,-673,26.23,109.5,0.006144515984964085,85.87583959899749,254.9,20.61769616026711,83.6,0.5,2.506586756188399,1445,18.16,730,307,673,0.4562647754137116,19,1.34,0.2564745196324144,1,9.380541204430225,-16.2,0.006815726301685959,-98,95.86,0.0,82.90657439446368,20.83,28.68,-0.2242598848305699,19.54415367462158,19.69,36.26,10.6
2007-06-01,1162.820512820513,0.14,11.692,0.4199186991869919,82.3,1230,224.2,4.75,0.03829929472626447,0.2007744433688286,807,516.5,267,0.5335510688836105,0.4942339373970346,40.88,0,0.5148240105155544,15.93,0.4936479128856623,21.92,-107,90.7,-5.638646288209607,-115.6,-710,26.31,120.5,0.006209972458967584,97.85583959899749,292.3,20.27334851936219,90.7,0.5555555555555558,2.564968956291484,1584,17.55,812,354,710,0.4580645161290323,15,1.35,0.2687927107061504,1,7.64303525795594,-6.4,0.006888477427518701,-98,103.72,0.0,83.14393939393939,20.08,42.2,-0.3944406989542747,17.41501286285117,18.755,27.67,8.23
2007-09-01,1279.746835443038,0.16,10.57666666666667,0.4127031019202363,96.2,1354,241.6,4.73,0.03865655588224347,0.205798138869005,903,558.8,296,0.4802649006622515,0.4694767441860466,40.74,0,0.4813860620893986,17.21,0.577049180327869,22.14,-107,101.1,-4.846487424111015,-113.9,-809,26.84,126.6,0.006374269604376792,119.7939348370927,317.3,20.51282051282051,101.1,0.5999999999999999,2.617178807353046,1739,18.1,839,385,809,0.4839064649243466,14,1.34,0.2666204986149585,3,5.91373823210703,84.0,0.006940191298522461,-98,115.0,0.0,82.97872340425532,20.58,39.56,-0.542691583023194,14.68764934411436,15.55,26.74,8.02
2007-12-01,1248.235294117647,0.16,9.48611111111111,0.4830917874396135,96.3,1242,258.4,3.65,0.03854873646209386,0.2013333333333333,1000,600.0,370,0.413760603204524,0.3887434554973821,40.62,0,0.3919603777931353,16.04,0.3856115107913669,22.13,-143,106.1,-5.004170141784821,-82.0,-670,27.55,137.6,0.00632129963898917,111.6174130979623,341.5,25.20435967302452,106.1,0.4545454545454546,2.510141022882867,1838,17.69,1039,596,670,0.4599156118143459,46,1.35,0.4059945504087193,3,6.302082561885221,161.9,0.006886281588447653,-98,120.85,0.0,79.86942328618063,20.14,72.03,-0.4135107829307322,16.06155764036025,16.1025,21.09,6.66
2008-03-01,1432.051282051282,0.17,7.793617021276596,0.5762544802867384,101.9,1116,276.8,3.57,0.04066308678887595,0.1988804229513295,1101,643.1,341,0.3971323050184663,0.3361244019138758,40.51,0,0.3351762987690381,15.84,0.3514588859416445,22.24,-152,111.7,-9.627245508982037,-99.8,-475,26.91,148.9,0.006611828516930062,101.6822084195997,366.3,21.29918800749531,111.7,0.4166666666666667,2.346962263723899,1942,17.37,1376,826,475,0.3889838556505223,45,1.37,0.5159275452841974,3,5.067880447912427,-31.2,0.007187629089164409,-98,127.99,0.0,82.44078269824922,19.9,53.42,-0.4597454094099627,14.03750276316228,15.76,16.76,5.2
2008-06-01,1534.615384615385,0.17,7.468627450980391,0.5401103230890465,103.9,1269,304.6,5.49,0.04244857204711279,0.2006127808578932,1205,685.4,355,0.3270087124878993,0.3197353914002206,41.84,0,0.3252988816043194,15.15,0.2624544349939248,21.56,-166,119.7,-4.867897727272727,-162.2,-551,25.92,167.1,0.006810223569267857,81.83185380967065,380.9,20.22792022792023,119.7,0.2142857142857142,2.177772252851562,2110,17.46,1468,841,551,0.3847368421052632,47,1.35,0.4794754846066134,3,2.976592835844885,11.8,0.007490477388551802,-98,137.46,0.0,83.17535545023696,20.05,31.79,-0.6105483312082813,8.96041239606822,14.09,17.64,5.4
2008-09-01,1828.205128205128,0.19,8.82391304347826,0.5561695685087056,112.8,1321,328.8,3.82,0.04426954695188668,0.2206342724921737,1318,734.7,369,0.3147816750178958,0.410484668644906,42.1,0,0.4095652173913042,15.36,0.1725571725571724,21.0,-182,142.6,-4.706598334401026,-169.7,-595,25.24,166.7,0.006901962447852366,58.2442347620516,405.9,20.02170374389582,142.6,0.1875,1.992565870908461,2212,19.41,1528,891,595,0.4056611744824672,45,1.35,0.4834508952794357,3,3.121498814989555,90.5,0.007976750785505736,-98,162.1,0.0,83.31826401446655,22.06,61.12,-0.4721614835702014,9.884746247466923,9.01,11.05,3.61
2008-12-01,1829.48717948718,0.38,10.4925,0.5129427792915532,112.3,1468,333.3,3.79,0.04564343598055105,0.2176626826029217,1430,753.0,409,0.2549999999999999,0.3449575871819037,41.44,0,0.3563922217625155,14.91,0.1661474558670821,20.45,-199,142.7,-4.471496437054632,-108.9,-763,25.09,169.4,0.006983792544570502,60.88825650118203,419.7,20.80366225839267,142.7,1.375,1.917087526346382,2375,18.95,1500,907,763,0.4070106341079165,48,1.34,0.4613428280773144,3,3.704487955927081,260.3,0.008374392220421394,-98,163.92,0.0,82.77894736842106,21.77,23.09,-0.41218035156637,12.4923213059222,9.775,7.6,2.68
