Date_x,이자보상율,"EPS(지배, Adj.)(원/주)",매입채무회전율,재고자산회전율(비율),당기순이익(천원),유동자산(천원),매출총이익(천원),유동비율(비율),인당매출s,Opex Margin,이익잉여금(천원),매출액(천원),부채총계(천원),매출액증가율(YoY)(연도),영업이익증가율(YoY)(연도),매출액이익률(비율),채무총계,EBITDA2증가율(YoY)(비율),순이익률(비율),순이익증가율(YoY)(비율),ROA(비율),유형자산감상비 누계,영업이익(천원),매출채권회전율,운전자본증감(천원),순부채(천원),ROE(지배)(비율),SG&A,인당순이익s,무형자산회전율s,매출원가(천원),부채비율(비율),EBIT(천원),EPS증가율(YoY)(비율),투자비 대비 매출 (Rev/GI)s,자산총계(천원),영업이익률(비율),Gross Investment (GI),비유동자산(천원),단기투자자산,ROGI(%),무형자산,총자산회전율(비율),비유동비율(천원),자본금(천원),"BPS(지배, Adj.)(원/주)",Free Cash Flow2(천원),인당영업이익s,무형자산감상비 누계,EBITDA2(천원),현금배당성향(%),자기자본비율,EBITDA2마진율(비율),CAPEX(천원),BPS증가율(YoY)(비율),close,close_weighted,EV_EBITDA,PBR
2013-03-01,369.2120227457352,0.1,35.87428571428571,0.2966031355671688,441.9,6506,674.1,5.62,0.04895768938249276,0.2973000984609007,6653,1929.7,1207,0.09449265498270099,-0.137898330804249,34.93,0,-0.1031548972965464,22.9,-0.04205506178192076,22.25,-775,454.5,-7.149685068543906,-785.1,-4286,25.72,219.7,0.01143126537036021,825.0888888888888,1255.6,16.4620840152755,454.5,0.0,2.125256394517097,8539,23.55,3845,2033,4286,0.5420220276757979,9,0.95,0.2772776868521549,53,3.397881697644513,1359.4,0.01266639280738526,-24,516.52,0.6474315455985518,85.8648553694812,26.76,113.72,-0.2577790571526439,5.450288472353876,4.96735870876312,12.27,4.18
2013-06-01,467.1890303623899,0.08,108.65,0.3259450726978999,425.1,6190,713.8,5.0,0.04995575871402738,0.3027359238699445,6157,2017.6,1295,0.1324016388842115,-0.04408817635270545,32.55,0,-0.1136442647247177,18.24,0.002357934449422228,20.91,-761,477.0,-8.58188005104211,-219.4,-3907,24.74,229.9,0.01131685375995999,851.3000000000001,1303.8,18.99662608185419,483.8,-0.111111111111111,2.104117405297867,8112,21.15,3697,1922,3907,0.5567543859649123,9,0.96,0.2819422033152413,48,4.222979474436512,336.3,0.01238385938140136,-26,484.42,0.0,84.03599605522683,23.98,88.03,-0.1772231710025564,6.297976608451915,5.50833713422701,10.56,3.47
2013-09-01,569.7384806973848,0.07,84.03125,0.3286073561773027,388.1,6362,746.1,4.41,0.0513683866647358,0.292882426097771,6241,2090.6,1498,0.1683245780708615,-0.02948663555366993,33.12,0,-0.1072243637688663,16.0,-0.09744186046511627,20.13,-778,457.5,-6.236873508353222,-250.7,-4086,23.94,281.2,0.01092696918503378,884.7666666666668,1344.5,21.69756662804171,464.9,-0.2222222222222221,2.15655064313653,8402,19.67,3624,2040,4086,0.5393973848777714,9,0.95,0.2954808806488992,46,3.559368814702744,780.9,0.01216088217714351,-28,465.52,0.000515331100231899,82.1709116876934,22.24,113.19,-0.0556315180496495,5.376040756225715,6.34964689972407,12.33,3.96
2013-12-01,453.3620689655172,0.1,46.02758620689655,0.3216679418515684,464.0,6535,767.4,4.53,0.05195037271520474,0.3141620284477427,6568,2102.1,1503,0.09199999999999986,0.06371359223300965,36.7,0,0.07489474448315914,22.07,0.0605714285714285,20.57,-840,525.9,-6.175381903642774,-509.5,-4186,24.46,233.4,0.01097148473399367,904.4444444444445,1334.8,20.78263274336283,534.0,0.0,2.161012467077909,8735,25.4,3918,2200,4186,0.5141188959660297,9,0.98,0.3042035398230089,46,3.674035011686072,1098.6,0.01222110180741346,-32,592.31,0.0,82.79336004579278,28.17,122.82,0.02995575235512793,5.812868344894699,5.269243359108485,13.68,4.45
2014-03-01,398.7246811702926,0.11,45.03103448275862,0.2909052866508579,484.6,7169,779.6,4.71,0.05263628072628614,0.3205945816350995,7263,2085.5,1587,0.08073793853966937,0.1694169416941693,37.73,0,0.1595678773329205,23.24,0.09662819642453058,20.59,-921,531.5,-7.661645848640705,-635.7,-4781,24.39,239.2,0.01117233330419723,921.7555555555556,1305.9,20.03534907208686,540.4,0.09999999999999987,2.168295178746878,9508,25.91,4096,2339,4781,0.5095328044326911,9,0.97,0.2952909986112864,48,3.813784363950078,1563.4,0.0126339206964929,-35,598.94,0.8252166735451918,83.30879259570888,28.71,128.31,0.1224005728609909,6.608835254178203,5.71972226904924,11.68,3.89
2014-06-01,390.6181818181818,0.11,78.61764705882354,0.2942148760330578,482.7,7260,799.6,4.37,0.05307602938875303,0.3206460674157303,7260,2136.0,1729,0.05868358445678035,0.1259958071278826,37.48,0,0.2076710292721191,22.6,0.1354975299929428,21.62,-951,537.1,-11.72338090010977,-260.3,-4684,26.06,253.1,0.01146855629955973,934.911111111111,1336.5,21.83908045977012,546.5,0.375,2.128476754011086,9646,25.58,4222,2386,4684,0.5267836848086879,9,0.97,0.3013767841354048,48,4.129774410600194,391.2,0.01293805374793018,-38,585.02,0.0,82.0754716981132,27.38,74.28,-0.02207092513722309,7.152794576399417,6.64073126678076,10.97,3.86
2014-09-01,404.1461700632466,0.11,61.1,0.2896266105706022,511.2,7606,858.7,4.42,0.05346695333864854,0.3331517545054247,7540,2202.9,1792,0.05371663637233337,0.2570491803278689,39.12,0,0.3599200893624335,23.2,0.3171862921927338,20.85,-964,575.1,-13.32667876588022,-335.4,-5160,25.4,273.8,0.01217859261221801,947.3888888888889,1344.2,21.93658954584405,585.0,0.5714285714285714,2.100678141020037,9961,26.56,4012,2355,5160,0.5777632268203248,9,0.92,0.2883202742409403,46,3.637436347537533,1003.7,0.01360353828393502,-39,633.07,0.5565336463223788,82.00983836964161,28.74,93.95,0.02193297095606228,6.500594513899388,7.303192087596,12.32,4.21
2014-12-01,449.1704374057315,0.11,48.43214285714286,0.2906066536203523,524.7,7665,871.4,4.27,0.05393784483027338,0.336026936026936,7596,2227.5,1814,0.05965463108320246,0.1325347024149079,39.48,0,0.09513599297665087,23.56,0.1308189655172414,20.86,-983,595.6,-14.16984732824428,-501.0,-5263,25.34,265.6,0.01248838876593622,961.3222222222223,1356.1,22.07887049659201,605.8,0.09999999999999987,2.124531762910297,10030,27.2,3975,2365,5263,0.577144305080451,9,0.9,0.2878529698149951,91,3.97301888094951,1522.3,0.01396028802094698,-39,648.66,0.0,81.91425722831505,29.12,93.5,0.08137752316253222,7.141177669192993,6.55165876091846,12.78,4.35
2015-03-01,400.5057803468208,0.11,59.17272727272727,0.2843890208498284,497.7,7578,853.3,4.15,0.05316826976919201,0.3254141339148995,8185,2155.1,1861,0.03337329177655235,0.04289746001881456,39.07,0,0.02100377333288805,23.09,0.02703260420965736,19.98,-1031,554.3,-8.728635074929121,-1289.5,-4958,24.11,287.3,0.01229212544958739,969.0555555555555,1301.8,21.16696997270246,566.0,0.0,2.054654924042711,10653,26.26,4906,3075,4958,0.511730726505221,9,0.86,0.3497099965881952,92,4.121489306867973,1391.4,0.01379288938528875,-41,611.52,1.094032549728752,82.53074251384587,28.37,105.27,0.08068231277743099,7.927397502949731,6.72568253576908,14.69,4.57
2015-06-01,506.139534883721,0.1,46.14516129032258,0.3103136556636077,478.3,7301,835.1,3.54,0.05271104115286322,0.312941384180791,7854,2265.6,2127,0.06067415730337067,0.01303295475702848,36.8,0,0.03071689856757032,21.11,-0.009115392583385118,19.91,-1055,544.1,-16.25251076040172,-366.2,-4484,24.6,281.6,0.01199759686998433,983.4555555555555,1430.5,25.1151257527453,553.5,-0.09090909090909083,1.994104112148822,10596,24.43,5087,3295,4484,0.4963583628746374,9,0.88,0.389066005431574,180,4.650658826683443,242.0,0.01353268608558799,-47,602.99,0.0,79.9263873159683,26.61,105.6,0.1261290240808932,8.616589280941167,7.699884799287945,12.77,4.25
2015-09-01,552.8776978417266,0.11,87.49411764705883,0.3213427656166578,523.2,7492,920.0,3.73,0.05264213751177287,0.3282242990654206,8144,2407.5,2070,0.09287757047528244,0.06903147278734112,38.22,0,0.07425719114789842,21.73,0.02347417840375599,19.27,-1057,614.8,-12.54559666492965,-700.5,-4602,23.68,295.3,0.01178023589670058,1006.188888888889,1487.4,23.64363221016562,624.7,0.0,1.902638966623603,10825,25.95,5261,3333,4602,0.5068478378086919,9,0.86,0.3807402330363263,175,4.133694541182327,633.5,0.01343686062726849,-51,680.08,0.676032110091743,80.87759815242495,28.24,92.27,0.1364307567830707,7.917413193623117,8.44659398690704,14.74,4.96
2015-12-01,535.173642030276,0.12,75.635,0.3277528852681602,526.0,7365,901.2,3.82,0.05245619710875377,0.3191101536931936,8166,2413.9,1993,0.0836812570145904,0.00906648757555395,37.33,0,0.01882342059013964,21.79,0.002477606251191089,19.32,-1091,601.0,-13.51567749160134,-1008.7,-4455,23.65,296.5,0.01149460516383161,1026.9,1512.7,22.72001823985408,604.8,0.09090909090909083,1.783882537514669,10765,25.05,5466,3400,4455,0.4976167778836987,9,0.88,0.3875968992248062,173,4.286498736204512,1006.5,0.0131349077968295,-58,660.87,0.0,81.48629818857408,27.37,102.48,0.07890218109914549,8.226026452414347,8.55270181967628,13.61,4.34
2016-03-01,583.6753731343283,0.12,26.22931034482759,0.3144559784698193,533.3,7803,932.4,3.9,0.05286937731848784,0.3237559603863553,8702,2453.7,2054,0.1385550554498631,0.1288111131156415,38.05,0,0.1248528257456829,21.73,0.07152903355434992,19.04,-1125,625.7,-9.702253855278766,-1241.3,-4872,23.15,306.7,0.01141811138274626,1060.077777777778,1521.3,22.02680965147453,625.7,0.09090909090909083,1.779118004131225,11379,25.5,5647,3576,4872,0.4564957831896144,9,0.88,0.383485254691689,173,4.049509222298894,1455.5,0.01321334509438997,-69,687.87,0.9099943746484156,81.94920467527902,28.03,115.66,-0.01746458117679273,8.261140559601223,7.74446317280475,14.29,4.64
2016-06-01,0.0,0.11,40.95384615384616,0.3240284054228534,513.8,7745,912.3,3.54,0.05294346198446914,0.3084555307618744,8470,2509.6,2242,0.1076977401129944,0.112295533909208,36.48,0,0.1066020995373058,20.47,0.07422120008362931,19.33,-1154,605.2,-20.52003270645952,-330.6,-4608,24.14,304.9,0.01135123521044993,826.0176838810642,1597.2,24.69162995594714,607.4,0.09999999999999987,1.774414703718201,11322,24.2,5695,3577,4608,0.4567983676497868,142,0.9,0.393942731277533,169,4.199878246490143,326.0,0.01324402928394416,-69,667.27,0.0,80.19784490372726,26.59,128.46,-0.0969283271451602,8.342790303682017,8.620697569289046,13.23,4.47
2016-09-01,0.0,0.12,35.60217391304348,0.3151474530831099,538.7,8206,948.4,3.93,0.05260639286340109,0.3179691427245659,9132,2586.1,2146,0.074184839044652,0.04716981132075482,36.67,0,0.04572991412774963,20.83,0.02962538226299705,18.8,-1222,643.8,-15.114552893045,-617.6,-5014,23.09,300.6,0.01115783758397348,577.5331250575348,1637.7,22.0305923416487,647.8,0.09090909090909083,1.746529566757544,11887,25.05,6018,3681,5014,0.4407660253568578,136,0.89,0.3778872805666769,172,4.186475648771261,787.4,0.01307235924150944,-69,711.18,0.8399851494338221,81.94666442331959,27.5,91.14,0.0127685069767729,8.921561867136482,8.21223811353121,11.17,3.68
2016-12-01,0.0,0.12,32.82244897959183,0.3323563740111529,550.2,7711,954.5,3.56,0.05211292284224197,0.3185578273763071,9045,2562.8,2226,0.0616844111189363,0.06988352745424287,37.24,0,0.07885060601933813,21.47,0.04600760456273778,18.89,-1228,643.0,-8.299222797927461,-888.8,-4410,23.22,305.8,0.01100781266104595,329.5015415054788,1608.3,23.08410245774137,648.7,0.0,1.697374181020629,11869,25.31,6530,4158,4410,0.4217405801933979,127,0.89,0.4311936119464897,168,3.741884174647418,1243.6,0.01297489229246975,-69,712.98,0.0,81.24526076333305,27.82,93.18,-0.1270534753590816,7.893893917332106,8.979946306090595,10.77,3.5
2017-03-01,625.9701492537314,0.12,28.22105263157895,0.3087791329549571,538.1,8281,948.4,3.83,0.05222962622407462,0.3152522487289792,10032,2557.0,2216,0.0420996861882057,0.005433914016301777,37.18,0,0.02423423030514482,21.05,0.009000562535158574,18.08,-1323,629.1,-9.834615384615384,-1133.2,-4938,21.95,310.7,0.01094507911084912,77.00206643986196,1608.6,20.83294161887751,637.8,0.0,1.622140875590797,12853,24.94,7117,4572,4938,0.3982607333124412,127,0.86,0.4298204380934474,176,3.095832584844304,1686.0,0.01289015148662042,-95,704.54,0.2912098123025459,82.7588889753365,27.55,99.05,-0.2355042512813913,7.204194094287654,7.982802220406665,10.76,3.38
2017-06-01,0.0,0.12,42.2775,0.309761515080664,540.4,8554,958.5,3.39,0.05252090857602203,0.3068649281050685,9979,2649.7,2571,0.05582562958240356,0.05386649041639102,36.23,0,0.06002068128343852,20.39,0.05177111716621252,17.83,-1386,637.8,-37.21488764044943,-150.7,-5092,22.19,321.0,0.01099431734044085,82.77749956961392,1691.1,24.24785438083561,637.5,0.09090909090909083,1.560435294095929,13174,24.06,6992,4620,5092,0.4054228738078348,113,0.85,0.4357257379986796,177,3.116077943072008,558.2,0.01295447779671082,-95,707.32,0.0,80.4842872324275,26.7,85.8,-0.2580551720335874,7.228128293675891,7.60095562996654,9.6,3.22
2017-09-01,0.0,0.13,21.30365853658537,0.3065037003812514,579.8,8918,986.5,3.69,0.0528356901601502,0.3062120436086925,10444,2733.4,2467,0.0569583542786436,0.02625038831935389,36.23,0,0.03800725554711892,21.21,0.07629478373862986,17.33,-1428,660.7,-10.86838966202783,-537.3,-5345,21.17,319.3,0.01111187626975132,89.30785278566671,1746.9,22.26132467063707,667.2,0.08333333333333348,1.507209187292373,13549,24.41,7260,4631,5345,0.39029974393734,107,0.82,0.4178848583288215,175,3.000261354140338,935.8,0.01293417213999045,-95,738.21,0.9146257330113833,81.79201417078751,27.01,63.18,-0.283344367470304,7.272287035560634,6.94696242529646,9.07,2.99
2017-12-01,0.0,0.17,22.4,0.3798480662983425,792.7,7240,980.5,3.29,0.05335389590944481,0.3080251627213556,9273,2750.1,2347,0.07308412673638198,0.03810264385692075,35.92,0,0.05052035120199716,28.82,0.4407488186114139,20.36,-1520,667.5,-19.89942112879884,-753.9,-3531,25.21,308.5,0.01223273641971612,98.38470820533499,1769.6,24.56819847168429,672.0,0.4166666666666667,1.474845777993604,11900,24.44,7637,4660,3531,0.369097197712995,94,0.89,0.4878048780487805,170,3.234722532239027,1530.1,0.01295192749196462,-95,749.0,0.0,80.27731092436974,27.23,64.14,-0.1355364353190273,7.110286320865031,7.12474782659299,10.81,3.67
2018-03-01,717.3913043478261,0.13,16.7785046728972,0.3657511064826868,573.4,7682,1014.5,3.55,0.05435794124605568,0.3127380147346692,9658,2809.7,2299,0.09882675009777064,0.07534573199809258,36.44,0,0.09224458511936873,20.41,0.06560118937000547,19.64,-1546,676.5,-11.89039356749894,-1076.1,-3946,23.94,319.3,0.01235643503656154,152.190323621829,1795.3,23.05686490823388,695.2,0.08333333333333348,1.482079661756923,12270,24.74,7666,4588,3946,0.3614827842792397,38,0.86,0.4600882470918572,167,3.223559841945911,1949.1,0.01312657991709353,-95,769.53,1.230554586675968,81.26324368378158,27.38,96.97,0.04125780500111587,7.394091369690057,7.47282792076107,11.54,3.87
2018-06-01,685.6835306781485,0.12,15.67863247863248,0.4031911889296809,539.2,7082,1021.1,2.93,0.05512323078911871,0.3042305806541991,8553,2855.4,2545,0.0776314299732046,-0.001254311696456512,35.76,0,0.06480800769100248,18.88,-0.002220577350110942,19.8,-1527,637.0,-19.43771272974813,-201.5,-3352,25.01,333.2,0.0123010953729887,181.6194288332351,1834.4,28.70840383530739,687.9,0.0,1.50337030414433,11410,24.09,7134,4328,3353,0.3854311199207136,54,0.89,0.4882120699379582,159,4.266744236124292,556.7,0.01306428542366972,-95,753.16,0.0,77.69500438212094,26.37,80.18,0.3692674939696443,8.701331413214136,7.04241856999551,13.35,4.74
2018-09-01,690.0197628458498,0.13,11.48424242424242,0.4086297943301834,586.4,7196,1045.6,3.3,0.05588771879304561,0.3048461146063594,8492,2940.5,2300,0.07576644472086036,0.05690933858029346,35.69,0,0.05079855325720328,19.94,0.0113832355984822,19.43,-1498,698.3,-7.524309109518935,-618.3,-3462,24.06,336.4,0.01228036485352747,214.8836344407117,1894.9,25.59537057645226,709.1,0.0,1.540034586421933,11286,24.12,7117,4090,3462,0.3845308478820338,50,0.89,0.4551524593812598,300,4.275083687325262,919.1,0.01318803161031443,-95,775.71,0.8917121418826739,79.62076909445331,26.37,79.08,0.4249037609425856,8.83733655723598,8.526620012978796,14.43,4.89
2018-12-01,742.4908424908424,0.12,8.887671232876713,0.3993818035210321,501.2,7441,1025.4,3.08,0.05672220942936793,0.2926172689952218,8843,2971.8,2568,0.08061525035453276,-0.08898876404494382,34.49,0,0.01903871829105475,16.87,-0.3677305411883437,18.92,-1619,608.1,-8.910944527736133,-844.0,-3718,23.85,343.0,0.01077964009073672,212.8914716454746,1946.4,27.48876043673732,682.4,-0.2941176470588236,1.585362192867254,11910,22.96,7330,4469,3726,0.3707623438230774,109,1.0,0.4783772211517876,313,4.574170769936297,1449.8,0.01283591449582817,-95,763.26,0.0,78.4382871536524,25.67,75.02,0.4140844305338687,9.827944648745376,8.57817740963831,12.47,4.41
2019-03-01,745.9613196814562,0.13,8.485355648535565,0.4000915750915751,578.5,7644,1030.3,2.84,0.05636275463124774,0.2821502141712716,8887,3058.3,2861,0.08847919706730267,-0.03074648928307455,33.58,0,-0.04166179356230415,18.93,0.00889431461457968,18.72,-1650,655.7,-7.417657045840408,-1062.4,-3726,23.72,372.0,0.01050624193168719,169.534997961264,2028.0,30.47507456327227,658.3,0.0,1.632243225647918,12249,21.52,7398,4605,3735,0.3634758364312267,100,1.0,0.4905198125266297,314,4.276375834207063,1917.4,0.01239580304991189,-95,737.47,1.344559585492228,76.64299126459304,24.11,115.6,0.3266004181345108,9.258905980520275,9.66472968010751,14.08,5.05
2019-06-01,734.1324200913243,0.13,6.705993690851735,0.4343027281539953,546.3,7221,1010.3,2.08,0.05612044175003313,0.2737157616147444,7685,3136.1,4239,0.09830496602927785,0.009576138147566748,32.17,556,-0.006094322587497869,17.44,0.01316765578635004,19.05,-1716,643.1,-32.0992835209826,-202.0,-2382,26.61,359.7,0.01025925102260472,131.80746172938,2125.8,51.74560546875,650.6,0.08333333333333348,1.646489987588315,12431,20.74,7566,5210,2993,0.3674013605442176,207,1.04,0.635986328125,310,5.344851044172801,486.0,0.01209398418777068,-95,748.57,0.0,65.89976671225163,23.87,144.42,0.2526766893878341,10.25170211984631,9.26554493662282,13.94,5.58
2019-09-01,886.0406091370559,0.13,7.097682119205298,0.465177151120752,571.3,6915,1073.2,2.54,0.05581450886031067,0.2832405881804334,8071,3216.7,3495,0.09392960380887594,-0.0001432049262493074,33.45,577,0.04025989093862403,17.84,-0.02575034106412011,18.59,-1735,698.2,-14.2584219858156,-564.9,-2149,24.67,369.9,0.009890598859938248,89.75110756271329,2143.5,40.7960779736197,703.4,0.0,1.625748385482286,12062,21.87,8197,5147,2777,0.3519263419093639,192,1.05,0.6007937434341076,300,5.218227314316323,883.8,0.0117333690211346,-95,806.94,1.013591217982227,71.02470568728238,25.08,126.12,0.220614073541364,10.5460140131512,10.1923616961528,15.15,5.64
2019-12-01,983.5408022130015,0.15,8.208365019011408,0.4551298245614036,625.9,7125,1084.0,2.54,0.05546963699407776,0.2856482052547181,8040,3242.8,3587,0.0911905242613904,0.1693800361782603,33.39,581,0.06921625658360187,19.34,0.2488028731045491,19.35,-1786,711.1,-8.01086956521739,-715.4,-2170,25.98,371.4,0.01017871937507397,80.0155360278757,2158.8,42.0565130730449,712.5,0.25,1.616361634432102,12116,21.97,8188,4991,2803,0.3511792756798556,185,1.05,0.5851799742056513,297,5.558015420438908,1554.8,0.01187122736418511,-95,816.09,0.0,70.39451964344669,25.16,104.91,0.2150869960887603,11.1802626228593,10.7896777528866,13.47,5.13
2020-03-01,979.5389048991353,0.14,5.643271767810027,0.4431805632247377,596.2,7244,1071.6,2.62,0.05530908199431426,0.2799651133815101,8188,3210.4,3626,0.0497335120818756,0.03675461339026986,33.38,615,0.07631496874449128,18.63,0.03059636992221271,18.75,-1753,679.8,-5.892804698972101,-915.3,-2374,25.45,381.5,0.01010267197936135,62.17221856755824,2138.8,41.73572744014733,690.0,0.0769230769230771,1.598823088839248,12314,21.49,8110,5070,3041,0.3554939386123291,252,1.02,0.5835635359116023,282,4.811975621754453,2151.3,0.01180169179697056,-95,793.75,0.9294432369169034,70.55384115640734,24.71,92.35,0.1252461917081948,9.857685499128197,11.381311665699,11.33,4.16
2020-06-01,1346.857142857143,0.13,5.654918032786885,0.4040155440414508,557.9,7720,1049.4,2.25,0.05443037508637933,0.2973709522282783,8193,3119.0,4285,-0.005452632250247058,0.09951795988182233,33.67,599,0.0904658214996592,18.05,0.02123375434742814,18.58,-1813,707.1,-54.24347826086957,-98.2,-2178,27.79,332.8,0.01000975430044962,59.75258926656248,2069.7,48.99382574891379,716.6,0.0,1.554795566471802,13031,22.97,8419,5311,2834,0.3531435720988427,245,1.01,0.6071796044358065,281,4.641078085324874,728.1,0.0119000268286594,-95,816.29,0.0,67.11687514388765,26.17,54.96,-0.1316730724638645,9.571060819205693,10.80732174701115,12.62,4.72
2020-09-01,1369.117647058823,0.15,6.568730650154798,0.424149878095727,651.8,7793,1183.7,2.77,0.05396741891912597,0.3208386277001271,9072,3305.4,3749,0.02757484378400243,0.2000859352621025,35.78,641,0.1914640493717006,19.77,0.140906704008402,19.51,-1934,837.9,-371.3932584269663,-322.8,-2836,27.15,337.4,0.01019466920733877,56.88717872734679,2121.7,38.84169084127642,846.3,0.1538461538461537,1.538583664592014,13401,25.6,8786,5608,3536,0.3492198080433375,238,1.03,0.5810194778284293,289,3.948905332211948,1399.9,0.01229649402089356,-95,961.44,1.052333588370314,72.02447578538916,29.08,119.61,-0.2432477363762905,8.982991813931115,10.8186681683793,16.32,6.07
2020-12-01,1386.645962732919,0.17,6.707374631268437,0.439732198723564,704.3,7991,1240.1,2.6,0.05425030222262565,0.3169982071202936,9149,3513.9,4070,0.08360059208091775,0.2558008718886233,35.43,693,0.2350843656949602,20.11,0.1252596261383607,19.89,-2008,893.0,-20.06796116504854,-580.9,-2664,28.08,344.1,0.01035684962309847,50.80445841746036,2273.8,41.50520089740975,896.0,0.1333333333333335,1.525110081492192,13876,25.5,9185,5885,3417,0.3625050365509699,307,1.04,0.6001427697328167,291,5.374243454991729,2169.3,0.01286375020113792,-95,1007.94,0.0,70.66878062842318,28.68,57.19,-0.03306431370654006,12.42041746868935,8.38053523121759,19.34,7.44
2021-03-01,1413.28,0.16,6.503314917127072,0.4345857418111754,696.2,8304,1254.6,2.54,0.05490486249924821,0.3079971181556196,9830,3608.8,4380,0.1240966857712436,0.2993527508090614,34.78,728,0.2623370078740157,19.3,0.1677289500167729,19.31,-2063,883.3,-14.59870550161812,-775.4,-2843,27.29,370.3,0.01057860629038451,50.81671934067535,2354.2,41.95402298850575,884.3,0.1428571428571428,1.501447834256371,14820,24.5,9696,6516,3630,0.3755138717286308,283,1.0,0.624197720088131,290,6.232390709766153,2966.5,0.01346125255956948,-95,1001.98,1.258578607322326,70.44534412955466,27.76,51.98,0.2951833508029733,15.32771708126234,12.0606538112283,19.88,7.61
2021-06-01,1290.201729106628,0.17,6.990529247910863,0.4552346570397112,704.5,8310,1273.4,2.09,0.05660751384670582,0.2995506212001057,9011,3783.0,5058,0.2128887463930746,0.2662989676141987,33.66,690,0.2421688370554582,18.64,0.2627711059329629,19.58,-2097,895.4,-12.44407894736842,-158.0,-2676,29.45,372.0,0.01099035508845702,51.99419533107151,2509.6,52.32774674115456,901.4,0.3076923076923077,1.545687967849228,14724,23.83,9122,6414,3426,0.4022575679835813,272,1.01,0.6636316606311433,285,7.95740453913094,862.9,0.0139927244384128,-95,1013.97,1.24287537218205,65.6479217603912,26.8,68.63,0.714559503812771,18.13207738690233,15.0946608553524,22.11,9.33
2021-09-01,1571.452420701168,0.17,6.247663551401869,0.4939562476826103,731.9,8091,1322.6,2.17,0.05836384038548698,0.2957013461442226,8857,3996.6,4877,0.2091123615901251,0.1234037474638978,33.21,694,0.105862040272924,18.34,0.1228904571954588,20.44,-2120,941.3,-9.969069593414817,-505.1,-2287,29.64,375.3,0.01112022056985237,53.71767878695386,2674.0,51.71243770543951,947.2,0.1333333333333335,1.599032991854627,14308,23.7,9304,6217,3036,0.4012050856826976,256,1.07,0.6592089916233698,283,8.471609529889776,1574.3,0.01416132533048696,-95,1063.22,1.162117903930131,65.91417388873357,26.6,70.75,1.145305804316274,19.0636481690266,17.9591567120231,22.72,10.04
2021-12-01,1943.385214007782,0.18,5.66,0.5225826268583365,775.3,8139,1395.0,1.94,0.06024867209256642,0.2929019819904545,8757,4253.3,5328,0.2104214690230228,0.118589025755879,32.92,713,0.1172887275036212,18.27,0.1008093142126936,20.46,-2162,998.9,-5.196456933414783,-912.7,-1868,30.49,388.9,0.01120064402066104,60.06798475781508,2858.3,57.16738197424893,1006.1,0.0588235294117645,1.65685497059336,14648,23.65,9658,6509,2632,0.396858249747917,239,1.1,0.6983905579399141,282,10.09713568537098,2294.3,0.01432445237058921,-95,1126.16,0.0,63.62643364281814,26.48,67.14,0.8788013177915326,22.45414091807624,18.2896691424712,24.95,11.4
2022-03-01,1251.556156968877,0.18,5.433944954128441,0.4848282873926796,755.9,8852,1330.2,2.0,0.06001548420918616,0.2722464291539484,9457,4291.7,5604,0.189231877632454,0.04709611683459758,31.0,721,0.0490528753068924,17.64,0.08575122091353049,19.57,-2148,924.9,-4.027496246246247,-1180.8,-2383,29.15,401.4,0.01092623195213331,66.39026351713977,2961.5,56.45210033242671,928.8,0.125,1.725467564186327,15531,21.64,9736,6679,3155,0.3894092219020173,225,1.08,0.6728115241261207,276,9.856361597418248,3061.5,0.0138675597073527,-95,1051.13,1.181830186187772,63.91732663704849,24.49,83.52,0.5814736361077835,23.33510650550225,21.0409061627651,24.6,10.61
