Date_x,EBITDA2증가율(YoY)(비율),이자보상율,ROGI(%),ROE(지배)(비율),이익잉여금(천원),유동비율(비율),SG&A,부채총계(천원),부채비율(비율),매출원가(천원),자본금(천원),유동자산(천원),CAPEX(천원),현금배당성향(%),"EPS(지배, Adj.)(원/주)",유형자산감상비 누계,인당매출s,인당영업이익s,EPS증가율(YoY)(비율),ROA(비율),순부채(천원),무형자산감상비 누계,매출액증가율(YoY)(연도),Gross Investment (GI),영업이익(천원),투자비 대비 매출 (Rev/GI)s,매출채권회전율,"BPS(지배, Adj.)(원/주)",매입채무회전율,매출액이익률(비율),영업이익증가율(YoY)(연도),비유동자산(천원),단기투자자산,순이익증가율(YoY)(비율),매출총이익(천원),자기자본비율,매출액(천원),무형자산회전율s,비유동비율(천원),재고자산회전율(비율),영업이익률(비율),EBITDA2마진율(비율),총자산회전율(비율),Free Cash Flow2(천원),당기순이익(천원),BPS증가율(YoY)(비율),Opex Margin,채무총계,EBIT(천원),무형자산,운전자본증감(천원),EBITDA2(천원),인당순이익s,순이익률(비율),자산총계(천원),close,close_weighted,EV_EBITDA,PBR
2014-03-01,0.2663900899848077,926.4492753623188,0.5855674709562109,43.61,7583,2.74,1987.5,2990,36.46786193438224,134.0,33,7149,140.48,0.7241812164783751,0.22,-1021,0.04796866583532611,0.01393535774846035,0.2941176470588234,32.41,-2428,-46,0.1510155631759431,6719,1022.8,1.996681487414805,-43.9647355163728,7.716245771918645,0.1451787648970748,94.42,0.2804206309464197,4040,2596,0.3002697033263411,3356.8,73.27732594512467,3490.8,422.834375,0.4928031227128568,0.4884970612930311,29.3,31.04,1.37,1924.9,867.8,-0.1309136885615124,0.7440414804629312,49,1022.8,32,2442.5,1083.65,0.01119860234210451,25.1,11189,16.14945732838825,14.2231279981935,16.03,8.2
2014-06-01,0.1523339658444023,840.234375,0.7084796087677931,48.45,6787,1.89,2202.1,4845,65.5615696887686,152.5,33,8430,135.02,1.572693333333333,0.24,-1006,0.0486163147150358,0.014369953374054,0.3333333333333333,32.12,-3330,-48,0.1482815362165855,4996,1075.5,2.23799618440865,-46.58060453400503,9.099472773617205,0.1632762312633833,93.99,0.2381994013354825,3805,3482,0.3546181818181817,3546.0,60.40049039640376,3698.5,437.759375,0.5148849797023004,0.4389389983384762,26.84,28.73,1.31,619.8,931.3,0.2877239690729176,0.7492496958226308,34,993.5,32,755.0,1062.74,0.01180896736675423,25.35,12235,17.16531047786372,15.66871282899265,17.26,10.34
2014-09-01,0.04863587981550288,1091.987513007284,0.587035175879397,46.44,7249,3.13,2311.7,2669,34.10426782519806,167.7,32,6941,116.47,0.1843575418994413,0.22,-1039,0.0494566396124496,0.01417893550611684,0.1578947368421053,35.36,-1803,-47,0.1625081298409508,6935,1049.4,2.321444553389894,-49.52518891687657,10.23702670825551,0.1615606936416185,93.85,0.03145272262630239,3554,2020,0.1590148574488019,3764.6,74.56884230585993,3932.3,454.9375,0.4541272680807564,0.5668588727115468,26.67,28.56,1.45,1323.1,865.9,0.4552823152556424,0.7497139078910561,43,1049.7,32,1575.2,1123.11,0.01198588025637535,22.31,10495,20.45053503989984,17.5519399863296,19.78,10.84
2014-12-01,0.05459650293275509,1107.284079084287,0.58812388750445,42.33,7808,3.31,2296.7,2684,32.02863961813843,190.4,31,7484,122.89,0.1817241379310345,0.22,-1089,0.0501810533042228,0.01401765269716172,0.0,32.93,-2242,-48,0.1512047491560935,7097,1064.1,2.384274810224841,-49.82367758186398,9.560259071456759,0.1887016848364718,93.3,0.0404810794954531,3580,2473,-0.0005809225049377975,3765.5,75.7411424439624,3956.0,471.175,0.4272076372315036,0.5288770053475936,26.88,28.77,1.39,2011.1,860.2,0.3538280525164859,0.7523255813953488,53,1064.1,32,2386.1,1138.11,0.01173252036849672,21.99,11064,20.45053503989984,17.5519399863296,18.11,9.3
2015-03-01,-0.3651271166889679,346.3841807909604,0.5349629736142065,37.72,8968,3.33,2672.5,2716,30.18113123680409,209.4,32,7852,107.53,1.252113376429637,0.15,-1245,0.05073892411937486,0.01253158367221439,-0.3181818181818182,28.64,-3077,-59,0.1149593216454681,7190,613.1,2.406054491327628,-49.01889168765742,7.209822127435192,0.147672778561354,92.68,-0.4005670707860773,3863,3170,-0.3125144042406084,3682.7,76.8160478019633,3892.1,483.715625,0.4292222222222222,0.495872085616002,15.73,17.67,1.35,2686.2,596.6,-0.06563083388640312,0.7458184527632897,57,613.1,32,3168.7,687.98,0.01071070214381627,15.5,11715,16.56188623478986,19.39475387941275,19.65,8.75
2015-06-01,0.06958428213862278,929.2938099389713,0.6716486630069063,40.31,8131,2.63,2371.9,3635,42.00855194730151,103.9,31,8434,81.14,0.1865671641791045,0.23,-1209,0.05110387898079684,0.01228664202077034,-0.04166666666666663,26.68,-3434,-50,0.09541706097066371,6298,1065.9,2.309045839630151,-51.02518891687657,9.21356672398048,0.108455114822547,95.67,-0.008926080892608046,3854,3676,-0.02598518200365074,3947.6,70.41829427083334,4051.4,494.74375,0.4454461396208969,0.4805361167121338,26.29,28.05,1.3,376.6,907.1,0.01253852318719795,0.9067482845436146,62,1065.9,32,458.1,1136.69,0.01044890083314615,22.49,12288,20.2301486621338,20.7069046189715,18.86,8.9
2015-09-01,0.07282456749561494,1122.376237623762,0.5475564971751412,38.36,9176,3.68,2379.8,2536,27.54725179230936,86.4,30,8183,73.01,0.1789597100831379,0.24,-1209,0.0511020837495627,0.01234035619156187,0.09090909090909083,29.61,-3170,-50,0.0637286066678533,7225,1133.6,2.320971586119425,-52.68136020151132,8.409888582256125,0.08834355828220859,96.21,0.08023632551934412,3559,3254,0.07991684952072986,4096.5,78.40231647078862,4182.9,502.575,0.3865956984575277,0.5113569682151589,27.07,28.79,1.43,1144.6,935.1,-0.1784832821160774,0.9119032250352627,14,1133.6,32,1299.1,1204.9,0.01049235703355813,22.43,11742,19.64562264666697,20.3920400848082,18.45,8.24
2015-12-01,0.0334150477546109,1068.955512572534,0.5023592768303629,36.67,9176,3.35,2403.0,2591,26.29389080576416,84.9,30,7650,71.35,0.1769197676919768,0.24,-1209,0.0509306879895888,0.01225661335936131,0.09090909090909083,28.59,-2541,-50,0.05002527805864498,8501,1105.3,2.252189589514892,-52.316120906801,7.73765699002022,0.08680981595092026,96.24,0.03871816558594121,4795,2631,0.07823761915833516,4069.0,79.18039373242266,4153.9,508.759375,0.4866044245991475,0.5429934640522875,26.59,28.31,1.37,1967.6,927.5,-0.1906435869377353,0.9130937191554925,19,1105.3,32,2193.6,1176.14,0.01053100833395901,22.38,12445,19.34757846676121,19.47915709997505,17.13,7.17
2016-03-01,0.7041774470188087,856.5420560747663,0.5840095465393795,38.18,10181,4.06,2423.8,2721,25.36589913302881,117.6,30,9541,75.62,0.8382571732199787,0.24,-1409,0.05067476220385506,0.01344677214799204,0.6000000000000001,30.04,-4261,-72,0.08368233087536292,7894,1099.8,2.245172845049897,-53.12090680100756,6.263268701042437,0.1033391915641476,95.47,0.7938346109933125,3907,4351,0.5755950385517934,4100.3,79.76650803093396,4217.8,518.9375,0.3641871737509321,0.4421637488206311,26.05,27.79,1.34,2617.3,940.0,-0.1312866544641762,0.9044762672483285,37,1099.8,32,2921.6,1172.44,0.01132117239103229,22.31,13448,17.04841111321835,17.793976429513,15.27,6.85
2016-06-01,0.03117824560786153,781.3788201847905,0.6179046293073442,39.37,9977,4.11,2598.9,2742,26.00284495021337,101.4,29,9758,90.92,0.202688399661304,0.24,-1449,0.05038538364176132,0.01321927772979535,0.04347826086956519,29.65,-3948,-72,0.0816754702078295,8067,1099.4,2.145127145692463,-55.19269521410579,6.371368739315525,0.1020120724346077,96.01,0.03142883947837505,3529,4015,0.04134053577334362,4280.9,79.3632874237977,4382.3,529.278125,0.3346927162367223,0.4492362890825218,25.07,26.75,1.34,750.7,944.6,-0.3084796658895913,0.9084499007370557,16,1099.4,32,-384.0,1172.13,0.01115297985551457,21.56,13287,17.04841111321835,17.793976429513,15.21,6.93
2016-09-01,0.006008797410573585,731.3423249839435,0.5742423263327948,37.09,10868,4.92,2567.3,2532,22.05767052879171,72.9,30,10546,63.65,0.1939178915357324,0.25,-1530,0.04966399472779015,0.01289105934449037,0.04166666666666674,29.85,-4781,-75,0.04592507590427708,8250,1138.7,2.096482079109681,-33.42245989304813,6.356138240824002,0.07601668404588113,96.64,0.004498941425546965,3465,4849,0.05218693187894341,4302.1,81.92848476197273,4375.0,535.28125,0.3018555623312135,0.4149279210925645,26.01,27.7,1.34,1455.7,983.9,-0.2442066052771845,0.9183085714285715,15,1138.7,32,-890.7,1212.14,0.01100825936360008,22.55,14011,18.51407314735688,16.3922294652384,14.15,6.15
2016-12-01,0.03816722499022207,662.3773802654357,0.5444592790387183,35.41,11414,5.32,2544.7,2466,20.49875311720698,139.0,29,11167,60.54,0.1879327398615233,0.26,-1549,0.04913732926749999,0.01267737386354965,0.08333333333333348,28.84,-5626,-75,0.06208623221550846,7977,1147.9,2.160910510178494,-90.40573770491804,6.010299537976497,0.1554809843400447,95.18,0.03854157242377654,3329,5715,0.08431266846361196,4272.8,82.98841059602648,4411.8,543.340625,0.2767018535450087,0.3952163396936307,26.01,27.67,1.29,2508.2,1005.7,-0.2232403755131059,0.9054127566979464,38,1147.9,32,-1062.6,1221.03,0.01094892367518928,22.92,14496,18.34705357706546,18.55745232076855,13.34,5.59
2017-03-01,0.03619801439732528,792.4895688456188,0.5814350870431041,33.43,13264,5.53,2624.3,2627,19.76079434331277,105.3,30,12385,76.34,0.8032554847841472,0.25,-1549,0.04865081686382805,0.01251222272675214,0.04166666666666674,27.41,-7189,-75,0.04967044430745893,7673,1139.6,2.20360323821901,-90.72336065573771,5.874709218710303,0.1392857142857143,95.92,0.03618839789052553,3536,7287,0.05000000000000004,4322.0,83.49978016456254,4427.3,1044.005803571429,0.2659846547314578,0.3575882400452306,25.73,27.43,1.23,3465.4,987.0,-0.06203781138552511,0.912858853025546,42,1139.6,7,3762.3,1214.88,0.01084129709820228,22.34,15921,19.8173981459907,19.111484697064,13.39,5.45
2017-06-01,-0.01879484357537153,764.6011396011396,0.5687184024266936,36.66,10577,4.29,2825.0,2725,25.07361059992639,112.5,30,10041,90.45,0.8606868161629292,0.24,-1738,0.04811958033464286,0.01217749936477526,0.0,29.28,-4870,-74,0.04739520343198778,7757,1073.5,2.252088959973162,-327.8571428571428,6.261441087371495,0.1108374384236453,95.86,-0.02355830452974361,3552,4936,-0.02350201143341102,4477.5,79.95291694254396,4590.0,1562.773214285714,0.3268310636731689,0.4573079605459799,23.37,25.06,1.33,755.3,922.4,-0.01725338093614071,0.9070370370370371,13,1073.5,7,-320.2,1150.1,0.01055384147214599,20.11,13593,17.39858399916993,15.9981647014588,13.2,6.31
2017-09-01,0.04805550513967027,965.748987854251,0.5522983626440268,34.04,11213,4.34,2881.7,2895,25.18924562777343,107.8,30,10844,75.47,0.7903899721448467,0.26,-1794,0.04802785450097682,0.01203954274960667,0.04000000000000004,27.61,-5069,-77,0.08621714285714277,8240,1192.7,2.298509230641005,-21.19625334522748,6.157148989786151,0.1298795180722891,96.08,0.04742249934135412,3544,5136,0.01941254192499242,4644.3,79.87906588824019,4752.2,2104.940178571429,0.3083616114156443,0.4384352800073807,25.08,26.73,1.28,1437.0,1003.0,-0.03130662731024147,0.9135137410041665,12,1192.7,7,-843.8,1270.39,0.01036346843157493,21.15,14388,18.48302599895843,17.6561520131714,13.56,6.09
