Date_x,EBITDA2증가율(YoY)(비율),이자보상율,ROGI(%),ROE(지배)(비율),이익잉여금(천원),유동비율(비율),SG&A,부채총계(천원),부채비율(비율),매출원가(천원),자본금(천원),유동자산(천원),CAPEX(천원),현금배당성향(%),"EPS(지배, Adj.)(원/주)",유형자산감상비 누계,인당매출s,인당영업이익s,EPS증가율(YoY)(비율),ROA(비율),순부채(천원),무형자산감상비 누계,매출액증가율(YoY)(연도),Gross Investment (GI),영업이익(천원),투자비 대비 매출 (Rev/GI)s,매출채권회전율,"BPS(지배, Adj.)(원/주)",매입채무회전율,매출액이익률(비율),영업이익증가율(YoY)(연도),비유동자산(천원),단기투자자산,순이익증가율(YoY)(비율),매출총이익(천원),자기자본비율,매출액(천원),무형자산회전율s,비유동비율(천원),재고자산회전율(비율),영업이익률(비율),EBITDA2마진율(비율),총자산회전율(비율),Free Cash Flow2(천원),당기순이익(천원),BPS증가율(YoY)(비율),Opex Margin,채무총계,EBIT(천원),무형자산,운전자본증감(천원),EBITDA2(천원),인당순이익s,순이익률(비율),자산총계(천원),close,close_weighted,EV_EBITDA,PBR
2017-12-01,0.04910608256963389,921.5160796324656,0.5532377122967052,31.67,12236,4.54,2851.8,2943,23.63475746867973,115.8,31,11507,58.27,0.7854671280276817,0.26,-1899,0.04789410752976967,0.01190347680793754,0.0,26.0,-5685,-78,0.08259667255995273,8686,1203.5,2.295317528016568,-20.28971962616822,5.798880374157578,0.1385167464114833,95.94,0.048436274936841,3888,5755,0.00367902953166932,4660.5,80.88340370250081,4776.2,2649.385714285714,0.3122389977513653,0.4152495218222917,25.18,26.82,1.23,2477.6,1009.4,-0.03517614429747673,0.9112474351995311,12,1203.5,7,-1054.1,1280.99,0.01012801409007213,21.18,15395,18.86006854176727,18.68516191740385,15.03,6.38
2018-03-01,0.106817134202555,879.0972222222223,0.5833097247028393,30.15,12843,4.56,2989.2,3251,24.8642447418738,82.8,30,12475,55.79,0.7383828996282528,0.28,-1920,0.04907792319979234,0.01216529616035499,0.1200000000000001,24.7,-6450,-81,0.1256973776342241,8564,1265.9,2.300267952882374,-22.2292595896521,5.803352639478685,0.1058823529411765,96.76,0.1108283608283609,3851,6550,0.08682877406281664,4901.0,80.08697782677937,4983.8,2728.885714285714,0.2945315487571702,0.3996311442546708,25.4,26.98,1.17,3600.7,1072.7,-0.01214640190264316,0.9193185922388538,38,1265.9,7,-1213.1,1344.65,0.01029480520298568,21.59,16326,19.8173981459907,19.111484697064,15.48,6.28
2018-06-01,0.1776975915137815,722.3914269599547,0.5941342628763748,34.92,12316,4.12,3096.2,3484,27.82969885773624,91.5,56,12483,63.91,0.7229299363057324,0.29,-1881,0.05017245529867748,0.01263553989279345,0.2083333333333333,27.65,-5538,-77,0.1142701525054466,8882,1280.8,2.284371864721255,-13.6824505082932,6.794136920671494,0.1126847290640394,96.77,0.1931066604564509,3520,5604,0.1878794449262793,5023.0,78.22908204711617,5114.5,2803.814285714286,0.2811726176212158,0.4098157051282051,25.04,26.48,1.29,919.7,1095.7,0.0850755961553924,0.9180956105191124,9,1280.8,7,-412.5,1354.47,0.01068665339202523,21.49,16003,22.21590140257181,20.3603787020653,19.59,8.09
2018-09-01,0.154920929793213,1683.937198067633,0.6428214419592653,37.93,10246,3.45,3130.3,3560,33.89507759687708,74.5,52,10720,70.23,0.7024756852343059,0.29,-1850,0.05121215979692273,0.01308529389814869,0.1153846153846152,29.36,-4606,-77,0.1064980430116578,7766,1394.3,2.384741018038303,-12.52871098403622,9.17955568062893,0.08642691415313225,97.21,0.1690282552192504,3343,4673,0.1239282153539381,5183.8,74.68534452108369,5258.3,2876.114285714286,0.318290012377416,0.4906045904086583,26.51,27.89,1.37,1776.5,1127.3,0.490877627917812,0.9203354696384763,9,1394.3,7,-931.2,1467.2,0.01095035319331564,21.51,14063,25.20400316671781,22.8199683895699,21.66,10.55
2018-12-01,0.09352141702901662,850.4481434058899,0.601495348439016,37.19,11621,4.02,3093.7,3509,29.33455943822103,75.0,54,12237,74.33,0.7044688774605427,0.3,-1973,0.05200456711173221,0.01334032071048461,0.1538461538461537,29.47,-5116,-78,0.08561199279762155,8835,1328.4,2.421749379039445,-11.63622082585278,8.83331341028332,0.08620689655172414,97.16,0.1037806398005816,3234,5187,0.1150188230632059,5110.1,77.31885463124556,5185.1,2934.528571428571,0.2703561277378365,0.4237923988557418,25.61,27.0,1.37,2809.5,1125.5,0.5232791229232012,0.9243601859173401,9,1328.4,7,-1314.4,1400.79,0.01119296806566109,21.75,15471,28.15907019875522,25.30592387720069,17.72,8.37
2019-03-01,0.06394972669467891,868.6978832584989,0.6091870380898238,36.06,12633,4.17,3199.3,3686,28.50955216954134,84.5,55,13318,96.14,0.6863930885529158,0.31,-2040,0.05210751147162104,0.01332745259255338,0.107142857142857,28.53,-5960,-82,0.08290862394157061,9026,1354.3,2.437740977548831,-11.15082644628099,7.701059942177897,0.09285714285714286,97.02,0.06983174026384376,3297,6034,0.07560361704111118,5312.6,77.81522720433344,5397.0,2993.557142857143,0.2550081212777477,0.4053018924601983,25.09,26.5,1.32,3772.4,1153.8,0.3270018936622268,0.9224569205113953,9,1354.3,7,-1735.4,1430.64,0.01119665663020523,21.45,16615,26.52927020127842,28.3156943536629,17.97,8.23
2019-06-01,0.06592984709886518,595.2872531418312,0.5752475247524752,36.87,12632,3.8,3287.3,4756,36.70602762985259,73.5,54,13466,128.31,0.6774963758847105,0.31,-2077,0.05210041020280932,0.01321086938754558,0.06896551724137945,27.93,-5088,-31,0.07355557728028161,9904,1326.3,2.416305626005586,-70.30345710627401,7.909689965271733,0.0759297520661157,96.52,0.03552467207995003,4247,6154,0.06744546865017775,5417.2,73.14966408852256,5490.7,3047.3,0.3277764914717913,0.4077757148161901,24.15,26.29,1.3,924.7,1169.6,0.1641934888309529,0.933032218114266,993,1326.3,7,-441.7,1443.77,0.01117935617175323,21.36,17713,27.31208103614376,25.8337305434289,19.78,9.17
2019-09-01,-0.009058069792802548,780.0117233294256,0.602606929240492,37.86,13131,4.13,3333.0,4573,33.99241804801903,66.1,53,13942,104.94,0.6936441417845294,0.3,-2086,0.05184686608338795,0.0128173133433124,0.03448275862068972,28.33,-5541,-33,0.05368655268813116,9956,1330.7,2.295721809724896,-222.5140562248996,8.452267059142988,0.06935991605456453,96.59,-0.04561428673886536,4084,6576,0.0141044974718354,5474.5,74.63108842782647,5540.6,3087.628571428571,0.3035754106890656,0.3974320350046625,24.02,26.23,1.33,1982.3,1143.2,-0.07922917478682501,0.9373533552322852,960,1330.7,7,-789.5,1453.91,0.01101983298126228,20.67,18026,30.3028325196276,28.03210628264975,18.52,8.13
2019-12-01,0.0898921322967754,1414.747474747475,0.5865286658718977,38.99,11302,3.52,3300.7,4741,40.7162487117829,64.6,53,12318,100.69,0.694796676869261,0.3,-2127,0.05191086180279765,0.01275534133895848,0.0,28.95,-4110,-36,0.07938130412142463,9619,1400.6,2.290678118195921,-38.57133011716058,9.683233605892926,0.07315968289920724,96.6,0.05435109906654612,4067,5178,0.01288316303864945,5532.1,71.06499847421422,5596.7,3146.428571428572,0.349278598419787,0.4543882438905578,25.03,27.28,1.38,3050.9,1140.0,0.09621759764803195,0.9412332267228903,990,1400.6,7,-1129.1,1526.71,0.01085732467563077,20.43,16385,30.04785526783318,29.6470714785022,18.97,9.76
2020-03-01,0.05907845439803161,1768.797953964194,0.5834638069705093,37.26,10793,3.33,3295.1,4881,43.7091430106564,64.7,50,11978,102.29,0.7114712993641981,0.3,-2058,0.05148081104637554,0.01264768864402856,-0.03225806451612911,27.52,-3557,-38,0.02125254771169161,9624,1383.2,2.265442489213131,-11.85056976994195,9.930149177183731,0.07229050279329609,96.45,0.02133943734770738,4070,4724,-0.03744149765990645,5447.0,69.58499501495513,5511.7,3162.814285714286,0.3644667323363482,0.4608830169746634,25.1,27.48,1.33,4108.0,1110.6,0.2894522639406227,0.9424496979153437,1085,1383.2,7,-1483.1,1515.16,0.01061437911755972,20.26,16048,29.55174711161143,30.5764547013975,15.64,8.15
2020-06-01,-0.08486808840743332,2021.186440677966,0.5353036110550736,34.88,11408,3.52,3087.9,4899,41.27906976744186,45.6,50,12761,81.98,0.8551286190937466,0.25,-2130,0.04980218795932474,0.01218080009931969,-0.1935483870967741,25.2,-4033,-42,-0.08011728923452377,9924,1192.5,2.219998329267984,43.16923076923077,8.616535088640955,0.05601965601965602,96.55,-0.1008821533589686,4006,5198,-0.2102428180574555,5005.2,70.78189300411523,5050.8,3099.971428571429,0.337517903782964,0.3958307210031348,23.61,26.16,1.26,1053.9,923.7,0.08936445378677216,0.9561059634117366,1082,1192.5,7,-180.3,1321.24,0.009917438579555345,18.39,16767,27.2521688604602,29.6884048896499,17.84,8.71
2020-09-01,0.06539606990804092,1202.788461538462,0.5417001607717041,32.23,12467,3.57,3229.4,5201,40.21495399365963,35.8,51,14053,85.03,0.7870232788509163,0.27,-2255,0.04878327516532418,0.01183376343657389,-0.09999999999999987,23.62,-5200,-47,-0.02548460455546342,9948,1250.9,2.206252055555082,9.299689975887013,7.357422248472397,0.04548919949174078,96.85,-0.05996843766438709,4081,6358,-0.1203638908327502,5363.6,71.31906915186941,5399.4,3079.8,0.3155493698291193,0.3842442356959863,26.2,28.69,1.21,2337.6,1005.6,-0.1295326807600424,0.9599770344853132,1071,1414.7,7,-391.6,1548.99,0.00946534372290755,18.7,18134,25.35804869936401,30.1250645745164,20.67,9.83
2020-12-01,0.08374216452371441,2269.161676646707,0.7008464328899638,38.3,10411,2.12,3349.6,8497,77.55567725447243,53.7,51,15287,97.99,0.6717111937774772,0.31,-2342,0.04828971779228657,0.01191266188590388,0.03333333333333344,24.23,-7157,-46,0.01743884789250805,6094,1515.8,2.558824922617192,19.67622667588114,10.65938023516359,0.0613013698630137,96.62,0.08225046408682002,4166,8327,0.03438596491228063,5640.6,56.32036189790778,5694.3,3093.742857142857,0.3802482657904345,0.3725173361245585,26.62,29.06,1.24,3764.9,1179.2,0.100807919027855,0.9600126442231706,1077,1515.8,7,-506.4,1654.56,0.009407890042456029,20.77,19453,31.1225268778521,25.7584013087331,22.85,13.42
2021-03-01,0.1588347105256209,1628.084252758275,0.581231939163498,38.03,11358,2.91,3425.4,6061,51.28617363344051,62.3,51,13575,159.38,0.6240672374518892,0.34,-2399,0.04826724647017727,0.01215016811603507,0.1333333333333335,25.88,-4076,-52,0.08761362193152755,10101,1623.2,2.579587258560326,35.78865671641791,11.66174432545724,0.05795348837209302,96.52,0.1735106998264893,4304,5234,0.1419052764271567,5932.3,66.09989373007438,5994.6,3162.728571428572,0.3641902183110509,0.4423406139315231,26.85,29.29,1.3,4799.5,1268.2,0.1743775564069223,0.9587462049177593,1066,1609.4,7,-1108.6,1755.82,0.009526756013378122,21.24,17879,37.21504993877181,30.2237418061066,24.61,13.6
2021-06-01,0.2999000938512306,1996.95044472681,0.6128766985909843,38.32,11620,2.93,3668.3,6185,51.06505944517834,35.0,50,14041,74.05,0.6487303012982771,0.33,-2434,0.04960730600029203,0.01270730630383292,0.3200000000000001,26.3,-4494,-57,0.2192523956600934,10019,1571.6,2.685291414617867,-61.70541082164328,13.02493748767747,0.03249767873723305,97.06,0.3179035639412997,4256,5682,0.3225073075673919,6123.2,66.19664425862163,6158.2,3320.928571428571,0.3513870541611625,0.4386494764584372,25.52,27.89,1.3,1252.6,1221.6,0.5116212437697896,0.9634633496801013,1098,1571.4,7,-406.4,1717.48,0.009967012868624517,19.89,18297,42.64768263922294,35.8550365122376,24.48,13.74
2021-09-01,0.1432094461552367,1236.18320610687,0.6283454382648492,38.08,12614,3.15,3750.6,6110,46.73397582989139,28.8,50,14886,96.67,0.609606383794982,0.35,-2495,0.05051651107059786,0.01323204294796324,0.2962962962962961,26.62,-5388,-64,0.1718894692002817,10154,1619.4,2.765682487392672,-16.99113856068744,12.20749490300946,0.02611060743427017,97.16,0.2945878967143656,4298,6586,0.2920644391408114,6298.8,68.15054211843203,6327.5,3453.514285714286,0.3287440722043751,0.4251209352324644,25.6,27.99,1.29,2440.9,1299.3,0.6592081425724985,0.965673646779929,1107,1618.9,7,-956.8,1770.82,0.01038365621090787,20.6,19184,43.14584314074929,43.08899636167945,26.71,14.4
2021-12-01,0.0836838797021564,1189.65768390386,0.8082673702726474,40.94,13532,3.3,3844.6,6219,44.57105998709955,57.7,50,15832,121.47,0.6070446210268949,0.35,-2561,0.05117169993185293,0.01319474714979464,0.129032258064516,25.85,-6676,-80,0.1458300405668826,9824,1633.4,2.495430793383827,-10.527105517909,12.63460571449003,0.05875763747454175,96.67,0.0775827945639267,4340,7842,0.1057496607869743,6467.0,69.17013682331945,6524.7,3572.142857142857,0.3110442198810291,0.4121730890713834,25.03,27.48,1.26,3674.6,1303.9,0.1853039703762971,0.9576685518108112,1072,1633.3,7,-1460.6,1793.02,0.01042261418727962,20.06,20172,47.65771499399295,42.294024577773,25.63,13.31
2022-03-01,0.04863254775546477,1554.907407407407,0.6779295246038365,43.66,11347,2.56,3966.8,6900,58.75340599455041,34.6,49,14270,105.33,0.5999848965413079,0.36,-2573,0.05026360140919086,0.01270865672076121,0.0588235294117645,28.24,-5235,-94,0.1221933073099122,9083,1679.3,2.642590143967156,-11.58247245179063,15.06841563166739,0.03264150943396227,97.08,0.03456136027599799,4374,6358,0.04076644062450718,6692.5,62.99077451190732,6727.1,3676.785714285714,0.3724455040871935,0.4724087078651686,24.96,27.37,1.41,4961.4,1319.9,0.2921236490130799,0.9656166847527166,1030,1679.1,7,-1913.9,1841.21,0.01005612191030541,19.69,18644,47.85124470777724,46.8305016181219,25.04,15.35
