Date_x,"BPS(지배, Adj.)(원/주)",BPS증가율(YoY)(비율),CAPEX(천원),EBIT(천원),EBITDA2(천원),EBITDA2마진율(비율),EBITDA2증가율(YoY)(비율),"EPS(지배, Adj.)(원/주)",EPS증가율(YoY)(비율),Free Cash Flow2(천원),Gross Investment (GI),Opex Margin,ROA(비율),ROE(지배)(비율),ROGI(%),SG&A,단기투자자산,당기순이익(천원),매입채무회전율,매출액(천원),매출액이익률(비율),매출액증가율(YoY)(연도),매출원가(천원),매출채권회전율,매출총이익(천원),무형자산,무형자산감상비 누계,무형자산회전율s,부채비율(비율),부채총계(천원),비유동비율(천원),비유동자산(천원),순부채(천원),순이익률(비율),순이익증가율(YoY)(비율),영업이익(천원),영업이익률(비율),영업이익증가율(YoY)(연도),운전자본증감(천원),유동비율(비율),유동자산(천원),유형자산감상비 누계,이익잉여금(천원),이자보상율,인당매출s,인당순이익s,인당영업이익s,자기자본비율,자산총계(천원),재고자산회전율(비율),채무총계,총자산회전율(비율),투자비 대비 매출 (Rev/GI)s,현금배당성향(%),close,close_weighted,EV_EBITDA,PBR
2006-05-01,11.85309840652003,0.4800935093692407,56.91,638,788.36,17.88,0.01590165201927785,0.56,0.0980392156862746,1648.5,178,0.1327783558792924,14.3,52.62,10.29142857142857,816,2986,342,4.167910447761194,4805,32.98,0.06825255669186303,3351,18.45946984248943,1454,326,-177,55.66871165644172,508.029689608637,7529,1.407956844234659,2088,-2216,11.32,0.1213114754098361,690,14.48,0.02678571428571419,650.9,1.21,6923,-1455,1275,2555.555555555556,0.1383674796747968,0.006552613240418118,0.01421608594657375,16.4465653090667,9011,0.6940632673696374,50,1.84,60.07300831359309,0.0,29.77337599739439,31.56,8.89,15.92
2006-08-01,13.01768062654685,0.2704995794550704,96.23,507,752.96,18.99,0.1323217588763403,0.56,0.4736842105263159,2361.8,63,0.1155160628844839,15.53,54.21,10.73652694610778,844,3420,346,3.549065420560748,4389,34.07,0.01856579252726842,3038,14.1717791411043,1351,326,-177,55.91411042944785,401.4255543822598,7603,1.21752903907075,2306,-2500,12.67,0.5109170305676856,501,12.79,-0.01571709233791752,884.8,1.25,7191,-1360,1607,1431.428571428572,0.1346849593495935,0.007162253193960511,0.01365644599303136,19.94313993892808,9497,0.6103462661660409,52,1.8,113.8393059765697,0.0,41.57754992694726,41.41,8.97,12.93
2006-11-01,11.08333074853085,-0.280458815371857,63.59,616,905.63,19.05,0.3387387653736991,0.46,0.2777777777777779,98.7,599,0.119047619047619,17.43,72.17,2.839339339339339,817,2736,284,4.504221954161641,5166,30.13,0.1371340523882896,3734,-12.36476783149832,1432,326,-177,57.82515337423312,434.5127610208817,7491,1.167053364269142,2012,-1974,8.54,0.3209302325581396,610,12.95,0.1890838206627681,-442.6,1.22,7203,-1402,1577,1794.117647058824,0.13465,0.007442857142857143,0.01384285714285714,18.70862723819859,9215,0.717201166180758,32,1.99,116.2658627435324,0.7216748768472906,31.89926913266641,29.34,9.49,15.93
2007-02-01,11.62487845742025,-0.2478922246729576,69.2,566,774.64,16.31,1.774597944052438,0.47,3.272727272727272,733.0,511,0.1094989359644032,20.58,82.31,5.058695652173913,839,3142,297,4.518607442977191,5169,29.58,0.1509686038744156,3764,-11.66027520866231,1405,326,-177,59.90490797546012,396.5696465696466,7630,1.037941787941788,1997,-2342,8.69,3.242857142857143,559,11.91,3.08029197080292,-279.9,1.24,7557,-1523,1869,1996.428571428572,0.1329773109243698,0.008689915966386555,0.01615252100840336,20.13816202637638,9554,0.684001587931719,29,2.02,115.4008825283161,0.0,37.03024197363668,34.7,8.34,14.47
2007-05-01,12.23601952080916,0.03230557118115995,79.69,688,847.33,16.67,0.07480085240245571,0.54,-0.0357142857142857,1628.5,265,0.1242784992784993,18.83,75.75,10.7313769751693,921,3378,345,4.55324074074074,5544,31.68,0.1537981269510926,3934,-9.169698974528613,1610,326,-177,62.17177914110429,435.0905218317359,8171,1.06975505857295,2009,-2634,9.32,0.00877192982456143,682,13.55,-0.01159420289855073,84.5,1.21,8040,-1560,2192,1550.0,0.1312676470588235,0.008276470588235295,0.01523571428571428,18.68842670912528,10049,0.6895522388059702,28,1.95,109.3272552228253,0.0,37.8570752225364,35.95,9.33,16.62
2007-08-01,11.85998658239479,-0.08893243561308328,137.35,649,880.38,17.23,0.1692254568635783,0.5,-0.1071428571428572,2266.2,276,0.1164543333931455,17.02,62.82,14.86135693215339,945,3546,317,4.039593908629442,5573,31.2,0.2697653223969014,3979,-13.3197896749522,1594,326,-177,65.8036809815951,420.9403780901599,8684,1.345613184682501,2776,-2779,8.44,-0.08381502890173409,642,12.71,0.2814371257485031,252.3,1.16,7971,-1556,2363,1528.571428571429,0.1327,0.007669747899159664,0.01543361344537815,19.19605471294315,10747,0.6991594530171873,26,1.95,59.85261754166585,0.0,40.37483881102384,39.37,8.79,15.15
2007-11-01,11.89942039938916,0.07363216612176693,87.64,735,985.06,17.36,0.087706900168943,0.6,0.3043478260869563,-120.3,1154,0.1204523107177974,18.26,72.69,3.00969766115231,970,2622,381,4.643083421330517,6102,30.05,0.1811846689895471,4397,-14.68238691049086,1705,326,-177,68.67484662576688,447.2505091649695,8784,1.614365766683648,3169,-1928,8.91,0.341549295774648,726,12.95,0.1901639344262296,-695.7,1.26,7579,-1627,2387,1910.526315789474,0.1316941176470588,0.00788235294117647,0.01534705882352941,18.27316710085597,10748,0.8051194088929938,8,2.07,56.51593855907499,0.6600790513833992,38.18702886339919,39.66,7.27,13.28
2008-02-01,10.09287069592065,-0.1317869917617677,72.36,644,865.96,15.43,0.1178870184860066,0.66,0.4042553191489364,525.2,1305,0.106305711455926,19.0,72.24,2.991189427312775,1009,2658,407,4.574247144340602,6058,29.46,0.1719868446508028,4405,-30.8295165394402,1653,326,-177,71.40184049079755,421.9138755980861,8818,1.582775119617225,3308,-1952,9.51,0.3703703703703705,638,11.47,0.1413237924865831,-736.0,1.26,7600,-1687,2753,3752.941176470588,0.1338581277672359,0.008323466160657812,0.01548893105629348,19.16024935826916,10908,0.7971052631578948,9,2.1,51.04262427036155,0.0,34.69424301722725,35.38,7.17,12.52
2008-05-01,9.081504486733914,-0.2578056555655639,63.48,867,1103.01,18.08,0.3017478432251897,0.74,0.3703703703703702,1538.9,1025,0.1315031093584104,18.92,72.48,4.488372093023256,1056,3355,469,4.633928571428571,6593,31.51,0.1892135642135642,4671,-14.05756929637527,1923,326,-177,74.61963190184049,383.6444805194805,9453,1.340503246753247,3303,-2624,9.96,0.3594202898550725,862,14.2,0.2639296187683284,-494.7,1.32,8614,-1732,2983,4310.0,0.1366925996204933,0.008815559772296016,0.01611157495256167,20.67634471763028,11917,0.765381936382633,7,2.05,36.55406467533164,0.0,36.86462447333174,34.645,7.51,12.21
2008-08-01,9.80372906194479,-0.1733777273831278,86.05,789,1063.27,17.72,0.2077398396147119,0.67,0.3400000000000001,2482.9,729,0.1204084743179393,18.99,73.49,6.039800995024875,1115,3623,435,4.578171091445427,6561,31.75,0.1772833303427239,4656,-8.607976908947782,1905,326,-177,77.65030674846625,387.9574970484061,9858,1.27508854781582,3240,-2963,9.17,0.3722397476340693,785,13.16,0.2227414330218069,-172.0,1.34,9159,-1626,3121,3270.833333333333,0.139184440227704,0.009289563567362429,0.01655553447185326,20.49358819259618,12399,0.7163445791025221,8,2.02,25.36203568982439,0.0,40.37483881102384,39.37,7.12,11.9
2008-11-01,9.959258925056167,-0.1630467206984793,71.13,818,1057.0,17.56,0.0730310844009503,0.74,0.2333333333333334,396.3,999,0.1264101375367022,21.08,88.73,2.896423594983744,1070,2796,480,5.069690265486726,6471,31.36,0.06047197640117985,4583,-58.19244604316547,1888,326,-177,78.78220858895706,427.6061776061776,8860,1.496621621621622,3101,-2260,9.86,0.2598425196850394,815,13.59,0.1225895316804408,-317.1,1.3,7831,-1544,3180,4075.0,0.1380806451612903,0.009629032258064517,0.01666666666666667,18.95353091840468,10932,0.8263312476056698,2,2.19,26.5518181932984,0.6374367622259697,33.1761808564572,38.0,5.14,10.78
2009-02-01,8.13218883532787,-0.1942640423784736,51.69,664,934.6,17.75,0.07926463116079252,0.63,-0.04545454545454553,974.3,1149,0.1173559561682573,21.0,80.21,2.557457212713937,958,2991,411,5.635474860335195,5658,30.81,-0.06602839220864976,4035,13.77983438869946,1622,326,-177,77.55521472392638,342.4559932942162,8171,1.269907795473596,3030,-2469,9.54,0.00982800982800991,677,12.62,0.06112852664576796,-472.6,1.38,7527,-1575,3593,8462.5,0.1374768543830873,0.009762894113358848,0.01706141789684709,22.6011177417827,10557,0.7516939019529693,2,2.18,26.83395458376287,0.0,31.29581058240693,30.13,4.61,8.78
2009-05-01,6.081173103059698,-0.3303782306177399,42.05,735,967.97,18.81,-0.1224286271203343,0.68,-0.08108108108108103,1945.3,835,0.1329239660465956,18.38,65.39,3.232258064516129,935,4012,444,5.176706827309237,5537,32.47,-0.1601698771424238,3867,9.763710104038088,1671,326,-177,74.3159509202454,300.9491525423729,8878,1.086130891827738,3203,-3352,10.43,-0.05330490405117272,732,14.29,-0.1508120649651972,-306.5,1.46,8625,-1718,3958,14640.0,0.1333131036996537,0.009749863313285949,0.01656260251503554,24.94081839702401,11828,0.6419710144927536,2,1.89,27.03289718636255,0.0,28.74913566350338,29.45,4.64,7.24
2009-08-01,8.219297554721491,-0.1616151871611383,73.93,676,930.75,18.09,-0.1246343826121304,0.39,-0.417910447761194,2916.7,103,0.1226158038147139,15.72,59.15,6.954326923076923,985,4550,255,5.362622036262204,5505,32.27,-0.1609510745313214,3845,5.605335505549333,1660,326,-177,71.07668711656441,332.310405643739,9421,1.151675485008818,3265,-3998,5.95,-0.4137931034482759,420,13.13,-0.464968152866242,1.4,1.44,8991,-1640,3947,10500.0,0.1291406050665209,0.008851831601968289,0.01471505376344086,23.1315274151436,12256,0.6122789456122789,1,1.75,71.47949912811012,0.0,37.28273370821668,35.84,5.18,8.3
2009-11-01,8.38828326934601,-0.1577402161678708,34.04,750,979.77,18.2,-0.07306527909176919,0.67,-0.09459459459459452,184.3,697,0.1304801670146138,16.18,63.71,3.331367924528302,1034,4005,445,5.744927536231884,5748,33.14,-0.1117292535929532,3964,-24.10062893081761,1784,326,-177,68.85889570552148,333.7842648629406,9376,1.159131363474546,3256,-3498,9.75,-0.07291666666666663,746,13.93,-0.08466257668711652,-570.4,1.45,8929,-1713,3745,24866.66666666666,0.1268248587570621,0.008785310734463276,0.01454802259887006,23.05293393516619,12185,0.6437451002351887,3,1.81,73.24879353011615,0.8971428571428571,37.28273370821668,35.84,6.97,9.23
2010-02-01,8.994946622980555,0.1060917060736084,42.64,654,890.65,17.21,-0.04702546543976038,0.6,-0.04761904761904767,800.2,676,0.1179126038280968,16.3,57.74,3.084931506849315,1037,4122,400,5.624269005847953,5538,32.65,-0.02120890774125128,3847,-19.28944618599791,1690,326,-177,68.49079754601227,301.8249408583981,8931,1.053058465697871,3116,-3640,8.92,-0.02676399026763987,651,12.63,-0.03840472673559825,-585.9,1.51,8774,-1662,4032,32550.0,0.1220058158856763,0.008424061149883682,0.01391434031239614,24.88645920941968,11890,0.6311830408023706,0,1.86,76.51681923808964,0.0,41.6526558018771,41.835,6.78,9.58
2010-05-01,8.847772831307141,0.4549450708540839,56.85,807,1039.73,18.66,0.07413452896267447,0.73,0.07352941176470584,1703.4,508,0.1350627615062762,15.63,53.48,4.299329858525689,1125,4320,491,5.920937042459737,5975,34.67,0.07910420805490337,4044,-14.81894841269841,1932,326,-177,69.83435582822086,297.6643309976643,8921,1.026026026026026,3075,-3855,10.12,0.1058558558558558,804,14.49,0.09836065573770503,-362.2,1.52,8843,-1653,4181,16080.0,0.1200125456962446,0.008322449318710535,0.0137199235626454,25.14683671757006,11918,0.6756756756756757,1,1.79,81.64749253716079,0.4237588652482269,41.36782398662637,42.06,6.08,8.83
