Date_x,순부채(천원),SG&A,ROGI(%),총자산회전율(비율),무형자산회전율,Free Cash Flow2(천원),비유동자산(천원),운전자본증감(천원),투자비 대비 매출 (Rev/GI),EPS증가율(YoY)(비율),Opex Margin,매출액증가율(YoY)(연도),"BPS(지배, Adj.)(원/주)",EBITDA2마진율(비율),매출총이익(천원),영업이익(천원),무형자산감상비 누계,자기자본비율,ROA(비율),매출원가(천원),ROE(지배)(비율),Gross Investment (GI),ROIC(비율),비유동비율(천원),매출액(천원),무형자산,CAPEX(천원),"EPS(지배, Adj.)(원/주)",유동비율(비율),부채총계(천원),이익잉여금(천원),단기투자자산,재고자산회전율(비율),유동자산(천원),영업이익률(비율),채무총계,순이익률(비율),이자보상율,자본금(천원),당기순이익(천원),유형자산감상비 누계,EBITDA2(천원),매출액이익률(비율),순이익증가율(YoY)(비율),인당영업이익,매입채무회전율,영업이익증가율(YoY)(연도),EBIT(천원),매출채권회전율,현금배당성향(%),자산총계(천원),인당매출,부채비율(비율),인당순이익,EBITDA2증가율(YoY)(비율),BPS증가율(YoY)(비율),close,close_weighted,EV_EBITDA,PBR
2020-01-01,-1855,752.0,0.2102803738317757,1.18,41.36585365853659,122.0,3011,-445.0,1.320872274143302,3.136363636363637,0.4103773584905661,0.06605284227381913,18.65675876486288,19.28,1356.0,270.0,-621,55.61856439337413,27.1,340.0,50.01,1284,44.65,0.8078883820767373,1696.0,41,30.0,0.91,1.67,2974,9637,2266,0.4596205962059621,3690,15.92,411,14.15,3375.0,6014,240.0,-1209,327.0,79.89,1.893660531697342,0.02547169811320755,0.7472527472527473,17.51162790697675,270.0,-3.371769383697813,0.5833333333333334,6701,0.16,79.79608264019319,0.02264150943396226,2.35304347826087,-0.03978949276280008,266.412796615494,259.895,33.27,19.6
2020-04-01,-3573,829.0,2.440414507772021,0.93,88.29411764705883,2020.0,2902,291.0,5.184801381692574,3.516483516483516,0.2588274483677548,0.07322568531731122,14.07682108239392,48.87,2576.0,1413.0,-621,61.05100463678517,18.21,426.0,30.35,579,27.87,0.6122362869198312,3002.0,34,39.0,4.11,1.79,3024,10581,3971,0.6174413821472645,4862,47.07,398,36.11,17662.5,6132,1084.0,-1209,1467.0,85.74,1.551943462897527,0.1333018867924528,1.109375,1.956658291457286,1413.0,-40.56756756756756,0.1291512915129151,7764,0.2832075471698113,63.79746835443038,0.1022641509433962,1.534751037344398,-0.2454841025813421,255.6480150595678,294.71,37.78,14.84
2020-07-01,-3681,617.0,0.5770609318996416,0.89,64.85714285714286,2277.0,2951,48.0,2.169653524492234,-0.5888077858880779,0.3078193832599119,-0.04117098203872172,14.79973623534542,29.35,1494.0,483.0,-621,46.71118836337023,21.22,322.0,41.24,837,29.03,0.5779475127301215,1816.0,28,78.0,1.69,2.26,5825,10885,7050,0.2275689223057644,7980,26.6,3369,24.5,48300.0,3,445.0,-1209,533.0,82.21,-0.3215175851564663,0.04556603773584906,1.055737704918033,-0.4348842149989377,483.0,-302.6666666666667,0.3168539325842696,10931,0.1713207547169811,114.0814727771249,0.0419811320754717,-0.399427051360753,0.05135500044506913,289.5304720983668,281.94,31.83,15.7
2020-10-01,-3436,531.0,0.1711711711711712,0.99,21.0,7.0,3056,-324.0,1.083538083538083,-0.5562130177514792,0.3575207860922147,-0.02080038924705019,16.31887080744971,19.27,1067.0,209.0,-621,54.03317193777686,24.76,256.0,44.31,1221,33.99,0.582650142993327,1323.0,63,38.0,0.75,3.09,4462,10926,5793,0.1989174560216509,6651,15.8,2357,14.97,4180.0,6283,198.0,-1209,255.0,80.5,-0.3889795918367347,0.01971698113207547,1.0,-0.4060150375939849,209.0,44.1,0.7929292929292929,9707,0.124811320754717,85.07149666348903,0.01867924528301887,-0.3434412265758092,0.1026460571963586,325.4466820725237,310.95,30.58,15.76
2021-01-01,-380,830.0,-0.003103277060575968,0.72,25.01587301587302,253.0,10504,-313.0,0.195630585898709,-0.9066666666666666,0.4651015228426396,-0.07540372670807449,11.09334638359683,4.19,1209.0,-25.0,-777,60.74804767776407,16.4,367.0,27.74,8056,23.01,1.184483536310329,1576.0,63,33.0,0.07,1.53,5730,10783,2738,0.3849535906204201,4094,-1.59,2358,1.27,-500.0,10212,20.0,-1209,66.0,74.43,-0.9151636606546426,-0.001851851851851852,0.7551440329218106,-1.100632911392405,-25.0,-6.061538461538461,8.15,14598,0.1167407407407407,64.61434370771313,0.001481481481481481,-0.7825635703165542,-0.3202136033497726,364.3547989990246,351.49,40.73,11.16
2021-04-01,-2083,1146.0,0.2549280767181673,0.76,66.23809523809524,2607.0,10431,188.0,0.5558071390516782,74.71428571428571,0.2458662832494608,0.1346231358323255,10.84800510038006,48.57,3578.0,1914.0,-845,63.17426069298134,18.09,595.0,28.95,7508,25.11,1.047815168257157,4173.0,63,30.0,5.3,1.96,5803,12081,4116,0.7833677492021776,5327,45.87,2033,35.08,47850.0,10382,1464.0,-1209,2027.0,84.45,26.62204724409449,0.1417777777777778,0.9900166389351082,-29.84905660377358,1914.0,-20.96984924623116,0.1133879781420765,15758,0.3091111111111111,58.29231541938724,0.1084444444444444,10.59188544152745,-0.02211607523402881,395.5746914808918,397.29,38.45,11.32
2021-07-01,-1836,1119.0,0.05195140863272164,0.73,40.65079365079365,3125.0,10359,91.0,0.3309640734039804,-0.7433962264150943,0.3869582194455291,-0.05589105979869746,12.80821285186675,20.11,2096.0,402.0,-914,63.60531064707398,15.59,465.0,27.54,7738,20.47,1.049650420508663,2561.0,63,24.0,1.36,1.94,5647,12296,3870,0.4966065541981772,5157,15.7,2034,14.84,10050.0,3,380.0,-1209,515.0,79.73,-0.5769669327251996,0.02977777777777778,0.7463884430176565,-0.657728362764334,402.0,-16.52258064516129,0.4342105263157895,15516,0.1897037037037037,57.21957645151484,0.02814814814814815,-0.5859584105414866,0.1806975322511615,463.0192404215125,417.345,49.94,14.67
2021-10-01,-1213,812.0,0.02351097178683386,0.84,31.85714285714286,103.0,10383,-444.0,0.2419821557752592,-0.3970588235294118,0.3328350772296961,-0.03950834064969277,15.63322601143177,15.4,1590.0,195.0,-983,65.45393409549428,17.02,417.0,27.93,8294,21.83,1.066783109010583,2007.0,63,42.0,0.82,2.1,5137,12333,3250,0.4472921774013818,4487,9.72,2037,11.36,527.027027027027,10718,228.0,-1209,309.0,76.58,-0.2345013477088949,0.01444444444444444,0.7853107344632768,-0.3808917197452228,195.0,-200.7,0.8377192982456141,14870,0.1486666666666667,52.77920476728654,0.01688888888888889,-0.2342118349080059,0.220562633697432,557.3560028178221,539.375,58.23,17.57
2022-01-01,5318,1341.0,0.002686108979278588,0.56,42.42857142857143,123.0,22813,-1042.0,0.1282137375287797,-0.5731707317073171,0.4395809951365507,-0.02925045703839113,11.13066171774574,10.14,2108.0,56.0,-1144,59.28981485001711,10.62,565.0,17.76,20848,13.21,1.462840654055787,2673.0,63,65.0,0.35,1.18,10708,12235,1414,0.7659025787965617,3490,2.1,6732,3.74,266.6666666666666,17202,100.0,-1209,271.0,74.34,-0.6707746478873239,0.01444444444444444,0.6398640996602492,-0.7839506172839507,56.0,-4.538200339558574,1.98,26303,0.1486666666666667,68.66303302340494,0.01688888888888889,-0.3415584415584415,-0.2880124863795569,613.3663232800172,626.99,52.06,10.08
2022-04-01,2949,1692.0,0.1196961367384677,0.58,89.39682539682539,3382.0,22656,-219.0,0.2814733369983508,16.91428571428571,0.2705965909090909,0.1194511702986278,7.96503642053294,46.24,4808.0,2395.0,-1308,59.48306095251456,11.3,824.0,18.59,20009,14.23,1.335770296562703,5632.0,63,61.0,6.27,1.63,11553,13832,3904,0.9614202799590303,5858,42.52,6853,31.85,12605.26315789474,17479,1794.0,-1209,2604.0,83.22,7.516042780748663,0.01444444444444444,0.9155555555555556,19.24761904761905,2395.0,-27.33980582524272,0.1098104793756968,28514,0.1486666666666667,68.1150875537999,0.01688888888888889,3.560157790927022,-0.284405849129869,479.0602224420538,529.05,32.81,6.97
