Date_x,순부채(천원),SG&A,ROGI(%),총자산회전율(비율),무형자산회전율,Free Cash Flow2(천원),비유동자산(천원),운전자본증감(천원),투자비 대비 매출 (Rev/GI),EPS증가율(YoY)(비율),Opex Margin,매출액증가율(YoY)(연도),"BPS(지배, Adj.)(원/주)",EBITDA2마진율(비율),매출총이익(천원),영업이익(천원),무형자산감상비 누계,자기자본비율,ROA(비율),매출원가(천원),ROE(지배)(비율),Gross Investment (GI),ROIC(비율),비유동비율(천원),매출액(천원),무형자산,CAPEX(천원),"EPS(지배, Adj.)(원/주)",유동비율(비율),부채총계(천원),이익잉여금(천원),단기투자자산,재고자산회전율(비율),유동자산(천원),영업이익률(비율),채무총계,순이익률(비율),이자보상율,자본금(천원),당기순이익(천원),유형자산감상비 누계,EBITDA2(천원),매출액이익률(비율),순이익증가율(YoY)(비율),인당영업이익,매입채무회전율,영업이익증가율(YoY)(연도),EBIT(천원),매출채권회전율,자산총계(천원),인당매출,부채비율(비율),인당순이익,EBITDA2증가율(YoY)(비율),BPS증가율(YoY)(비율),close,close_weighted,EV_EBITDA,PBR
2001-12-01,-53.4,8.7,-0.2851851851851853,0.78,3.438356164383562,20.8,34.39999999999999,2.2,-0.9296296296296301,-0.1249999999999999,0.346613545816733,0.03174603174603186,5.440490997707906,43.65,22.0,7.7,-15.3,63.15789473684211,12.51,3.0,19.05,-26.99999999999999,19.05,0.4623655913978493,25.1,7.3,0.59,0.08,1.92,43.4,60.4,53.4,0.3009592326139089,83.4,30.56,0.0,20.33,0.0,0.2,5.1,-63.3,10.95,82.53,0.02115100836202677,0.01711111111111111,5.0,-0.06904450261780104,7.7,-4.921568627450981,117.8,0.05577777777777778,58.33333333333333,0.01133333333333333,-0.1738831615120274,-0.3793177622164904,7.015121841065307,5.7,9.61,4.81
2002-06-01,-50.6,8.0,-0.3333333333333333,0.88,3.546875,8.3,34.90000000000001,-1.8,-1.164102564102564,-0.1249999999999999,0.3524229074889868,0.03174603174603186,3.376816127098382,36.06,19.9,6.5,-15.3,69.87632508833921,15.99,2.8,22.4,-19.5,22.4,0.4406565656565657,22.7,6.4,0.72,0.07,2.3,34.1,69.0,50.6,0.2899106002554279,78.3,28.45,0.0,20.76,0.0,0.2,4.7,-63.3,8.2,85.15,0.02115100836202677,0.01444444444444444,4.0,-0.06904450261780104,6.5,9.458333333333334,113.2,0.05044444444444444,43.10998735777498,0.01044444444444445,-0.1738831615120274,-0.3793177622164904,4.5503604029554,4.625,8.9,3.71
2002-09-01,-55.3,7.2,-0.2989690721649486,0.87,3.677966101694915,14.3,34.39999999999999,-0.4,-1.118556701030928,0.0,0.3317972350230415,-0.01879036993540817,3.851440683880948,34.3,18.7,5.8,-15.3,72.14101461736888,17.07,3.0,23.61,-19.39999999999999,23.61,0.4100119189511321,21.7,5.9,0.31,0.07,2.53,32.4,73.1,55.3,0.2649572649572649,81.9,26.67,0.0,18.77,0.0,0.2,4.1,-63.3,7.46,83.55,-0.09585741811175341,0.01288888888888889,5.0,-0.06256590509666071,5.8,3.875,116.3,0.04822222222222222,38.61740166865316,0.00911111111111111,-0.04880754298391587,0.1405538646222941,5.542639337523354,4.3075,6.85,2.99
2003-03-01,-51.8,8.2,-2.500000000000024,0.72,1.43859649122807,10.7,58.30000000000001,5.7,-10.2500000000001,0.0,0.3333333333333333,-0.03770197486534999,5.281720585009243,32.9,20.0,6.0,-15.3,66.1235573659199,14.82,4.6,21.91,-2.399999999999977,21.91,0.5985626283367558,24.6,17.1,0.74,0.07,1.78,49.9,83.7,51.8,0.2764044943820225,89.0,24.26,0.0,17.39,0.0,0.2,4.3,-63.3,8.09,80.4,-0.07352157698454975,0.01,4.181818181818181,-0.09036370453693288,6.0,30.75,147.3,0.041,51.23203285420944,0.007166666666666667,-0.04081632653061218,0.3713623079057933,8.793839059485475,6.425,9.23,3.61
2003-06-01,-62.8,9.2,-2.6086956521739,0.74,1.623529411764706,20.1,58.29999999999998,9.3,-11.99999999999994,0.0,0.3333333333333333,-0.04141791044776133,5.278151775722543,33.07,21.6,6.0,-15.3,69.68529222864483,14.21,6.1,20.36,-2.300000000000011,20.36,0.537327188940092,27.6,17.0,0.77,0.07,2.06,47.2,88.1,62.8,0.2833675564681725,97.4,21.72,0.0,16.18,0.0,0.2,4.5,-63.3,9.14,77.07,-0.06958021851638874,0.01,6.777777777777777,-0.104699093157461,6.0,4.246153846153846,155.7,0.046,43.50230414746544,0.0075,0.005167173252279778,-0.0006756906635365656,9.641068479223836,8.32625,12.03,4.34
2003-09-01,-72.3,8.7,-2.548387096774198,0.76,1.75,26.7,55.7,8.2,-9.032258064516146,0.1428571428571428,0.3107142857142857,0.03970416504476448,5.167949934684094,39.12,22.7,7.9,-15.3,72.16748768472905,14.62,5.3,20.27,-3.099999999999994,20.27,0.4752559726962458,28.0,16.0,0.51,0.08,2.36,45.2,93.5,72.3,0.2624179943767573,106.7,28.24,0.0,19.12,0.0,0.2,5.4,-63.3,10.97,80.13,0.1817058096415329,0.01316666666666667,4.076923076923077,0.3001841620626151,7.9,3.68421052631579,162.4,0.04666666666666667,38.56655290102389,0.009000000000000001,0.1829452676141516,-0.02087886929385685,10.02787636332742,9.7675,12.53,4.61
2003-12-01,-83.0,10.8,-2.666666666666663,0.74,2.10759493670886,35.5,58.0,9.3,-8.538461538461526,0.375,0.3243243243243244,0.02920254586297277,8.012944047830016,39.98,27.7,10.4,-15.3,70.3765227021041,13.86,5.5,19.51,-3.900000000000006,19.51,0.4563335955940205,33.3,15.8,1.29,0.11,2.29,53.5,100.7,83.0,0.2716150081566068,122.6,31.36,0.0,21.65,0.0,0.3,7.2,-63.3,13.29,82.47,0.1323221757322175,0.01733333333333333,5.5,0.1104815864022664,10.4,15.13636363636363,180.6,0.05549999999999999,42.09284028324154,0.012,0.02198364008179965,0.5505072899511034,16.69582276195402,17.27,12.56,4.77
2004-03-01,-96.3,9.6,-1.388888888888891,0.71,2.072847682119205,12.0,56.19999999999999,4.3,-4.347222222222229,0.0,0.3067092651757188,0.001212562143809714,5.124181237129628,41.1,26.2,10.0,-15.3,70.85271317829456,14.19,5.2,20.62,-7.199999999999989,20.62,0.4099197665937271,31.3,15.1,1.2,0.11,2.46,56.4,107.8,96.3,0.2279679533867443,137.3,31.82,0.0,22.79,0.0,0.2,7.1,-63.3,12.88,82.57,0.05265588914549646,0.01818181818181818,3.25,0.01466836734693877,10.0,-28.45454545454545,193.5,0.05690909090909091,41.13785557986871,0.01290909090909091,0.02801400700350176,-0.3605120407002834,11.46044449609253,9.7775,12.14,4.45
2004-06-01,-109.4,9.6,-1.019047619047618,0.7,2.302158273381295,23.9,55.89999999999998,7.4,-3.047619047619043,0.0,0.3,0.01186871745185902,6.313207293599189,42.49,27.0,10.7,-15.3,72.47163295510606,15.22,5.0,21.37,-10.50000000000001,21.37,0.3807901907356946,32.0,13.9,1.21,0.11,2.63,55.8,115.4,109.4,0.217983651226158,146.8,33.37,0.0,23.68,0.0,0.2,7.6,-63.3,13.6,83.55,0.03905221588415975,0.01945454545454545,7.142857142857143,0.0487115021998743,10.7,15.23809523809524,202.7,0.05818181818181818,37.98502382573179,0.01381818181818182,0.03381995133819959,0.2320421549210481,15.05535960113183,11.21,13.13,4.95
2004-09-01,-124.3,9.5,-0.7720588235294121,0.69,2.446969696969697,36.6,55.09999999999999,11.2,-2.375000000000001,0.0,0.2941176470588235,-0.01520047875523634,6.58169273056228,41.39,26.9,10.5,-15.3,74.54203851573507,15.73,5.4,21.4,-13.59999999999999,21.4,0.3474148802017654,32.3,13.2,0.71,0.11,2.91,54.2,123.0,124.3,0.2046894803548795,157.8,32.37,0.0,23.51,0.0,0.3,7.6,-63.3,13.38,82.28,-0.007179054054053946,0.01909090909090909,6.75,-0.02996703626011388,10.5,5.295081967213115,212.9,0.05872727272727273,34.15248897290486,0.01381818181818182,-0.02588844433984472,0.04252758138249368,16.79283981254395,15.595,13.16,4.89
2005-03-01,-149.7,10.5,-1.381443298969074,0.63,2.705035971223022,13.9,59.59999999999999,3.9,-3.876288659793819,0.2727272727272729,0.2792553191489361,0.0104521147301897,6.243191887504052,41.04,31.6,13.4,-15.3,73.72549019607844,16.55,6.0,22.83,-9.699999999999989,22.83,0.3170212765957446,37.6,13.9,1.46,0.14,2.92,67.0,145.0,149.7,0.1924257932446264,195.4,35.67,0.0,25.74,1914.285714285715,0.3,9.7,-63.3,15.44,83.14,0.09485325393449573,0.02233333333333333,5.0,0.10194624652456,13.4,125.3333333333333,255.0,0.06266666666666666,35.63829787234042,0.01616666666666667,-0.008456148828219434,-0.0514306663825842,18.63047737858352,16.675,16.61,5.75
2005-06-01,-163.4,10.6,-0.898648648648648,0.63,2.922480620155039,30.0,58.30000000000001,9.8,-2.547297297297296,0.0,0.2811671087533156,0.004089487611258269,6.563867663980618,41.0,31.8,13.3,-15.3,75.0381679389313,16.92,5.8,22.89,-14.80000000000001,22.89,0.2965412004069177,37.7,12.9,1.48,0.14,3.11,65.4,154.7,163.4,0.1850760922925872,203.7,35.39,0.0,25.96,1330.0,0.3,9.8,-63.3,15.44,83.48,0.008547008547008739,0.02216666666666667,6.444444444444444,-0.007849733669750503,13.3,8.767441860465118,262.0,0.06283333333333334,33.26551373346898,0.01633333333333334,-0.0009746588693957392,0.05136407502040896,20.38635675732369,18.945,16.63,5.76
2005-09-01,-174.5,10.7,-1.059259259259259,0.63,3.391304347826087,43.3,57.69999999999999,10.6,-2.888888888888889,0.1428571428571428,0.2743589743589743,0.003593675131768004,6.652498560434145,41.9,33.0,14.3,-15.3,76.55677655677655,17.65,6.0,23.33,-13.5,23.33,0.2760765550239234,39.0,11.5,0.79,0.16,3.37,64.0,165.9,174.5,0.1811425917324663,215.3,36.71,0.0,28.63,1300.0,0.3,11.2,-63.3,16.36,83.78,0.1028505392912171,0.02383333333333333,6.666666666666666,0.03729867194122627,14.3,10.83333333333333,273.0,0.065,30.62200956937799,0.01866666666666666,0.02195121951219514,0.01350284633858334,21.82687910723291,21.16,17.22,5.87
2005-12-01,-194.2,11.4,-1.034883720930233,0.58,72.83333333333334,63.1,61.09999999999999,17.3,-2.540697674418606,0.25,0.2608695652173913,0.02088804010503709,7.674742032028277,45.2,37.6,17.8,-15.3,73.64975450081833,16.11,6.2,21.93,-17.19999999999999,21.93,0.2715555555555556,43.7,0.6,1.02,0.2,3.2,80.5,179.2,194.2,0.1788052373158756,244.4,40.63,0.0,30.35,1618.181818181818,0.3,13.3,-63.3,19.76,85.53,0.06007684247293055,0.02966666666666667,4.769230769230769,0.1067828929447017,17.8,-12.85294117647059,305.5,0.07283333333333333,35.77777777777777,0.02216666666666667,0.07875894988066845,0.1536630879823024,26.98151495634941,25.64,17.46,6.08
2006-03-01,-203.2,11.8,-2.738461538461545,0.57,92.0,11.8,67.60000000000002,-2.6,-7.076923076923093,-0.05000000000000004,0.2565217391304348,-0.008651934993569421,6.074353085187709,42.8,39.1,17.8,-16.2,74.90015360983104,16.24,6.9,21.83,-6.499999999999986,21.83,0.2772764561115669,46.0,0.5,0.79,0.19,3.21,81.7,192.1,203.2,0.1783637068631252,257.9,38.73,0.0,28.07,1186.666666666667,0.3,12.9,-63.3,19.69,84.79,-0.07512355848434926,0.01271428571428571,4.928571428571429,-0.04676347526458291,17.8,-7.666666666666667,325.5,0.03285714285714286,33.51107465135357,0.009214285714285715,-0.05309734513274345,-0.2085267413760379,23.06740314904616,26.87,21.59,7.16
2006-06-01,67.4,22.0,0.02568460812086874,0.34,77.87499999999999,35.9,677.5,8.1,0.1176581680830973,-2.421052631578947,0.3531300160513644,-0.1053190234697489,3.380696196199937,32.73,48.8,-14.5,-22.0,57.9238117159627,3.18,13.5,5.13,529.5,4.96,1.346115636797139,62.3,0.8,1.01,-0.27,1.15,365.6,172.7,103.1,0.325496342737722,191.4,21.83,170.6,-31.15,-1611.111111111111,0.4,-19.4,-63.3,20.38,75.86,-2.109725685785536,-0.01035714285714286,5.4,-0.4363542473534727,13.6,23.07407407407407,868.9,0.0445,72.64057222332606,-0.01385714285714286,-0.2352803738317757,-0.4434475328008584,23.43669966318772,23.78,22.99,3.64
2006-09-01,46.8,24.3,0.02431668237511781,0.39,100.1428571428571,56.3,670.4000000000001,15.2,0.1321394910461828,-1.37037037037037,0.3466476462196862,-0.05088320590561557,3.658842088915479,31.57,52.8,12.9,-29.4,60.57804820968875,2.69,17.3,4.17,530.5000000000001,4.06,1.295208655332303,70.1,0.7,1.95,0.1,1.17,336.9,181.1,101.8,0.3805646036916395,184.2,18.33,148.5,11.94,614.2857142857142,0.4,8.4,-63.3,22.14,72.0,-1.38330658105939,0.009214285714285715,5.766666666666667,-0.1603298213467705,12.9,7.876404494382022,854.6,0.05007142857142857,65.07629901487347,0.006,-0.03544149098686211,0.08227473767923632,24.66383527905656,24.6045,19.67,3.29
2006-12-01,18.8,28.7,0.03793626707132018,0.44,65.53846153846153,81.9,686.8000000000001,23.3,0.161608497723824,0.4999999999999998,0.3368544600938967,0.04000000000000004,6.251190266584543,34.62,66.2,20.0,-36.9,59.24448875595436,2.34,19.1,3.73,527.2,3.66,1.284218399401646,85.2,1.3,3.72,0.15,1.2,367.9,193.3,104.5,0.3946271421954609,215.9,23.45,123.3,14.39,1250.0,0.8,12.3,-63.3,29.51,74.88,0.2051926298157456,0.01428571428571429,5.305555555555556,0.2793235133660665,20.0,-9.063829787234042,902.7,0.06085714285714286,68.79207180254299,0.008785714285714286,0.0966107063668038,0.7085160044273637,43.36104480634778,35.925,17.28,3.14
2007-03-01,-2.7,26.9,0.05033809166040571,0.5,67.61538461538461,19.8,657.9,1.2,0.1651014274981217,0.3333333333333335,0.3060295790671217,0.01509081196581219,4.271364062440754,41.47,69.0,26.8,-44.4,61.32388753597521,2.83,18.9,4.36,532.4,4.29,1.187545126353791,87.9,1.3,2.38,0.2,1.26,349.4,207.9,117.5,0.3580448065173116,245.5,30.53,114.8,18.38,2436.363636363636,0.4,16.2,-63.3,36.44,76.01,0.2772758860319666,0.01914285714285714,4.725,0.3019189765458423,26.8,-8.61764705882353,903.4,0.06278571428571429,63.06859205776173,0.01157142857142857,0.1978625072212594,-0.3167118772127063,30.57281253995062,27.955,17.17,3.55
2007-06-01,-39.5,27.1,0.05746691871455576,0.38,83.81818181818181,52.7,653.6999999999999,6.5,0.1742911153119093,0.1499999999999999,0.2939262472885033,0.01394553348243632,5.204040372738461,43.79,73.3,30.4,-52.4,63.89501543890604,6.2,18.9,10.17,529.0,9.84,1.12823610631688,92.2,1.1,4.15,0.23,1.33,327.4,226.2,138.0,0.3642828921374951,253.1,32.96,98.5,19.8,3377.777777777778,0.8,18.3,-63.3,40.38,77.07,0.07725788900979325,0.02171428571428571,5.399999999999999,0.07959384212250242,30.4,-35.46153846153846,906.8,0.06585714285714286,56.50673110113911,0.01307142857142857,0.05594405594405605,0.2183556111498384,38.85594061810135,31.61,15.01,3.56
2007-09-01,-75.4,26.6,0.05897723030981709,0.4,94.0,76.8,647.5,4.4,0.1754385964912281,0.0,0.2829787234042553,-0.0009082652134422275,4.62599163885798,43.79,74.6,31.6,-60.9,66.0637381567614,7.33,19.4,11.56,535.8000000000001,11.27,1.055419722901386,94.0,1.0,2.18,0.23,1.46,315.2,244.9,150.9,0.3341628154994667,281.3,33.62,75.5,19.88,10533.33333333333,0.8,18.7,-63.3,41.18,77.0,0.004040404040403844,0.02257142857142857,6.928571428571429,0.02002427184466016,31.6,-6.962962962962963,928.8,0.06714285714285714,51.36897001303782,0.01335714285714286,0.0,-0.1110769118757435,36.39113422568277,38.29,17.05,4.36
2008-03-01,-153.0,28.7,0.07818930041152262,0.42,136.875,34.7,663.1,3.6,0.2048260381593715,0.3913043478260869,0.2621004566210046,0.02506493506493523,5.034344682376639,47.04,88.6,41.8,-73.6,66.46712463199215,9.58,20.9,14.96,534.6,14.72,0.9790344012992767,109.5,0.8,2.43,0.32,1.64,341.7,300.0,201.2,0.3076706940151728,355.9,38.16,48.2,23.6,6966.666666666667,0.8,25.9,-63.3,51.53,78.93,0.1871227364185113,0.02388571428571428,5.097560975609756,0.1350386674598454,41.8,-7.5,1019.0,0.06257142857142857,50.45031743688174,0.0148,0.07421785795843805,0.08827362334348465,43.54740298050699,43.74,13.88,4.0
2008-06-01,-201.7,28.2,0.08373068853709707,0.45,158.8571428571429,85.3,658.2,16.4,0.2120923135609384,0.0625,0.2535971223021583,0.008235145065247584,3.138974931618589,48.44,90.7,43.9,-80.2,71.17759261118361,10.72,20.5,15.83,524.3000000000001,15.68,0.9283497884344147,111.2,0.7,4.55,0.34,1.61,287.1,328.1,202.0,0.3290914471737201,337.9,39.42,0.4,25.29,0.0,0.8,28.1,-63.3,53.88,79.58,0.07161016949152543,0.02508571428571428,7.592592592592592,0.03301886792452846,43.9,-44.48,996.1,0.06354285714285715,40.49365303244006,0.01605714285714286,0.02976190476190466,-0.3764878788282081,28.35074173907745,45.16,17.98,5.22
2008-09-01,87.9,36.1,0.03001567398119123,0.33,203.6666666666667,124.4,1482.8,21.0,0.09576802507836993,-0.1470588235294119,0.2954173486088379,-0.02714249811510427,1.715752961612096,43.26,97.7,38.3,-89.1,63.13616859486176,7.87,24.6,12.28,1276.0,12.01,1.275636613902271,122.2,0.6,3.62,0.29,1.45,678.7,353.9,212.4,0.3410549818587776,358.3,31.33,300.2,21.08,2553.333333333333,0.9,25.8,-63.3,52.89,77.42,-0.1664689600632662,0.02188571428571428,8.482758620689657,-0.2052257737189245,38.3,31.33333333333334,1841.1,0.06982857142857143,58.38781830695115,0.01474285714285714,-0.1069364161849711,-0.4534034202282141,23.27177645948542,28.49,15.46,2.91
2008-12-01,45.6,42.0,0.03618265128772317,0.34,270.6,180.1,1467.3,37.8,0.106888924000632,0.1724137931034484,0.3104212860310421,0.01730818909842413,2.171431410790467,45.62,109.9,45.8,-100.7,63.44328238133549,7.88,25.4,12.24,1265.8,11.68,1.240426071519148,135.3,0.5,6.04,0.34,1.48,681.6,385.8,233.9,0.3406344410876133,397.2,33.84,279.4,23.59,1579.310344827586,0.9,31.9,-63.3,61.73,78.76,0.1190702087286528,0.02617142857142857,8.193548387096774,0.08011490584104708,45.8,-5.614107883817428,1864.5,0.07731428571428572,57.6211006847578,0.01822857142857143,0.05455386037910315,0.2655851159074918,28.73138943874769,24.74,10.63,2.11
2009-03-01,42.4,33.8,0.0277866496327052,0.34,290.75,48.0,1446.4,20.2,0.09286170552539123,-0.323529411764706,0.2906276870163371,-0.03186896901980707,2.599479492898403,43.54,92.7,34.8,-112.3,63.63038474186123,7.52,23.6,11.63,1252.4,11.41,1.245929881988112,116.3,0.4,3.29,0.23,1.43,663.6,406.9,229.6,0.307509254362771,378.2,29.94,272.0,18.14,1288.888888888889,0.9,21.1,-63.3,50.64,76.25,-0.2310300974989402,0.02175,9.440000000000001,-0.1152482269503546,34.8,7.179012345679013,1824.6,0.0726875,57.15762273901809,0.0131875,-0.04559403770276194,0.1971271484702863,33.94820800061918,27.43,9.11,1.89
2009-06-01,-15.6,32.6,0.03340757238307349,0.35,305.0,90.2,1435.8,25.1,0.09704104358892778,0.3043478260869563,0.2672131147540984,0.01508196721311483,2.979852745799878,47.65,98.5,40.7,-127.4,65.86562040215792,7.48,23.6,11.05,1257.2,10.89,1.187887813353189,122.0,0.4,1.22,0.3,1.51,626.4,434.0,254.2,0.3055346856999749,399.3,34.39,238.6,22.24,1565.384615384615,0.9,27.1,-63.3,58.15,77.4,0.2260198456449833,0.0254375,10.72727272727273,0.148630594522378,42.0,4.178082191780822,1835.1,0.07625,51.82427401340284,0.0169375,0.09439595774000908,0.1463266988412981,41.06896252962726,36.05,11.22,2.31
2009-09-01,-61.6,31.7,0.03861549328938074,0.27,320.4999999999999,122.4,1422.2,17.5,0.1006200455223295,0.1000000000000001,0.2472698907956318,0.01149870801033592,3.058277200161838,50.97,104.5,47.6,-142.0,67.8469261078426,5.99,23.7,9.15,1274.1,8.93,1.131424025457438,128.2,0.4,1.91,0.33,1.76,595.7,464.6,293.7,0.2977932636469222,430.5,38.36,232.1,23.82,2505.263157894737,0.9,30.5,-63.3,65.34,78.29,0.07104316546762601,0.02975,12.47368421052632,0.1154405350392556,49.2,3.157635467980295,1852.7,0.08012499999999999,47.39061256961018,0.0190625,0.06967471143756554,0.02631823148727741,43.53629038055981,40.405,12.86,2.64
2009-12-01,-118.4,39.2,0.0476227530931445,0.27,376.0,165.4,1404.7,19.4,0.1170336938759629,0.2424242424242422,0.2606382978723404,0.02644015838548985,2.979443392986071,51.6,125.0,60.4,-154.2,68.35746276429539,6.15,25.3,9.33,1285.1,8.98,1.070166082584184,150.4,0.4,1.89,0.41,1.93,607.6,502.2,343.8,0.2917555771096023,515.5,40.72,225.4,25.03,4026.666666666667,0.9,37.6,-63.3,77.58,80.36,0.05079764903442485,0.03775,10.54166666666667,0.0615224191866528,61.2,40.64864864864865,1920.2,0.094,46.28980649093403,0.0235,0.01236021188934666,-0.02577719481137786,43.89245115189132,42.35,14.06,2.97
2010-03-01,-185.0,35.2,0.03887756701677379,0.28,340.2499999999999,57.9,1388.4,14.8,0.1066781627214297,-0.1463414634146342,0.2586333578251286,-0.017297162767546,2.789690632004248,47.66,111.4,49.6,-165.1,69.53184957789716,6.76,24.7,10.13,1275.8,9.92,1.021633554083885,136.1,0.4,1.87,0.35,2.03,595.5,534.6,390.3,0.240416887475711,566.1,36.47,205.3,23.79,4133.333333333334,0.9,32.4,-63.3,64.84,78.97,-0.04954055133839397,0.02987951807228916,6.5,-0.1043713163064833,49.6,-13.08653846153846,1954.5,0.08198795180722891,43.81898454746137,0.01951807228915663,-0.07635658914728694,-0.06368731872151734,42.12432854326415,44.37,13.37,2.87
